freq_Hz,sum_dB,woofer_dB,mid_dB,tweeter_dB,baffle_step_dB,wg_loading_dB
1209.64,89.6942,14.7478,81.3905,85.4773,-0.2249,0.2333
1213.89,89.6885,14.6276,81.2823,85.5350,-0.2234,0.2417
1218.15,89.6831,14.5074,81.1735,85.5924,-0.2219,0.2503
1222.42,89.6783,14.3872,81.0642,85.6498,-0.2205,0.2593
1226.71,89.6738,14.2670,80.9544,85.7070,-0.2190,0.2685
1231.02,89.6699,14.1468,80.8440,85.7641,-0.2175,0.2780
1235.34,89.6744,14.0265,80.7669,85.8146,-0.2161,0.2878
1239.67,89.6855,13.9063,80.7170,85.8597,-0.2146,0.2979
1244.02,89.6967,13.7860,80.6667,85.9047,-0.2132,0.3083
1248.39,89.7079,13.6658,80.6161,85.9495,-0.2118,0.3190
1252.77,89.7191,13.5455,80.5652,85.9943,-0.2103,0.3301
1257.16,89.7304,13.4252,80.5140,86.0389,-0.2089,0.3414
1261.58,89.7418,13.3049,80.4624,86.0834,-0.2075,0.3531
1266.00,89.7532,13.1846,80.4105,86.1277,-0.2061,0.3651
1270.45,89.7646,13.0643,80.3583,86.1720,-0.2047,0.3775
1274.91,89.7762,12.9440,80.3058,86.2162,-0.2034,0.3902
1279.38,89.7878,12.8237,80.2530,86.2603,-0.2020,0.4032
1283.87,89.7995,12.7033,80.1998,86.3043,-0.2007,0.4166
1288.38,89.8113,12.5830,80.1463,86.3483,-0.1993,0.4303
1292.90,89.8231,12.4626,80.0926,86.3921,-0.1980,0.4444
1297.43,89.8351,12.3423,80.0385,86.4359,-0.1966,0.4589
1301.99,89.8472,12.2219,79.9841,86.4797,-0.1953,0.4737
1306.56,89.8594,12.1015,79.9294,86.5233,-0.1940,0.4889
1311.14,89.8713,11.9811,79.8344,86.5849,-0.1927,0.5044
1315.74,89.8838,11.8607,79.7383,86.6469,-0.1914,0.5203
1320.36,89.8967,11.7403,79.6416,86.7088,-0.1901,0.5366
1324.99,89.9101,11.6199,79.5446,86.7708,-0.1888,0.5533
1329.64,89.9240,11.4995,79.4471,86.8328,-0.1876,0.5703
1334.31,89.9384,11.3791,79.3492,86.8948,-0.1863,0.5876
1338.99,89.9533,11.2586,79.2508,86.9568,-0.1850,0.6054
1343.69,89.9687,11.1382,79.1520,87.0188,-0.1838,0.6235
1348.41,89.9847,11.0177,79.0528,87.0808,-0.1826,0.6420
1353.14,90.0011,10.8972,78.9532,87.1429,-0.1813,0.6608
1357.89,90.0180,10.7768,78.8531,87.2050,-0.1801,0.6799
1362.65,90.0354,10.6563,78.7526,87.2670,-0.1789,0.6994
1367.44,90.0532,10.5358,78.6517,87.3291,-0.1777,0.7193
1372.24,90.0716,10.4153,78.5503,87.3912,-0.1765,0.7395
1377.05,90.0905,10.2948,78.4485,87.4532,-0.1753,0.7600
1381.88,90.1098,10.1743,78.3464,87.5153,-0.1741,0.7808
1386.73,90.1215,10.0537,78.2475,87.5651,-0.1729,0.8019
1391.60,90.1218,9.9332,78.1537,87.5973,-0.1718,0.8234
1396.48,90.1222,9.8127,78.0595,87.6294,-0.1706,0.8451
1401.38,90.1228,9.6921,77.9649,87.6614,-0.1695,0.8671
1406.30,90.1234,9.5716,77.8700,87.6932,-0.1683,0.8893
1411.24,90.1243,9.4510,77.7746,87.7249,-0.1672,0.9118
1416.19,90.1252,9.3304,77.6789,87.7563,-0.1660,0.9346
1421.16,90.1262,9.2098,77.5829,87.7876,-0.1649,0.9575
1426.15,90.1274,9.0893,77.4864,87.8186,-0.1638,0.9807
1431.15,90.1286,8.9687,77.3896,87.8495,-0.1627,1.0041
1436.18,90.1299,8.8481,77.2925,87.8801,-0.1616,1.0277
1441.22,90.1312,8.7275,77.1949,87.9105,-0.1605,1.0514
1446.27,90.1326,8.6068,77.0970,87.9406,-0.1594,1.0753
1451.35,90.1340,8.4862,76.9988,87.9704,-0.1583,1.0993
1456.44,90.1355,8.3656,76.9002,87.9999,-0.1573,1.1234
1461.55,90.1369,8.2450,76.8013,88.0292,-0.1562,1.1476
1466.68,90.1384,8.1243,76.7020,88.0581,-0.1551,1.1719
1471.83,90.1547,8.0037,76.5943,88.1076,-0.1541,1.1962
1477.00,90.1739,7.8830,76.4848,88.1608,-0.1530,1.2206
1482.18,90.1934,7.7623,76.3749,88.2137,-0.1520,1.2450
1487.38,90.2130,7.6417,76.2646,88.2663,-0.1510,1.2694
1492.60,90.2328,7.5210,76.1539,88.3186,-0.1499,1.2938
1497.84,90.2528,7.4003,76.0429,88.3705,-0.1489,1.3182
1503.10,90.2729,7.2796,75.9315,88.4221,-0.1479,1.3425
1508.37,90.2931,7.1589,75.8197,88.4733,-0.1469,1.3668
1513.66,90.3133,7.0382,75.7076,88.5242,-0.1459,1.3909
1518.98,90.3337,6.9175,75.5951,88.5746,-0.1449,1.4150
1524.31,90.3541,6.7968,75.4823,88.6246,-0.1439,1.4389
1529.66,90.3745,6.6760,75.3691,88.6743,-0.1430,1.4627
1535.02,90.3950,6.5553,75.2555,88.7234,-0.1420,1.4863
1540.41,90.4154,6.4345,75.1416,88.7721,-0.1410,1.5098
1545.82,90.4359,6.3138,75.0274,88.8204,-0.1401,1.5330
1551.24,90.4563,6.1930,74.9128,88.8681,-0.1391,1.5561
1556.69,90.4788,6.0723,74.8027,88.9170,-0.1382,1.5789
1562.15,90.5070,5.9515,74.7055,88.9696,-0.1372,1.6015
1567.63,90.5350,5.8307,74.6081,89.0218,-0.1363,1.6239
1573.13,90.5629,5.7100,74.5103,89.0734,-0.1354,1.6460
1578.65,90.5907,5.5892,74.4123,89.1245,-0.1345,1.6678
1584.19,90.6184,5.4684,74.3140,89.1751,-0.1335,1.6894
1589.75,90.6458,5.3476,74.2154,89.2252,-0.1326,1.7106
1595.33,90.6731,5.2268,74.1166,89.2747,-0.1317,1.7316
1600.93,90.7002,5.1060,74.0175,89.3237,-0.1308,1.7522
1606.55,90.7271,4.9852,73.9181,89.3721,-0.1299,1.7725
1612.19,90.7539,4.8643,73.8185,89.4200,-0.1291,1.7925
1617.85,90.7803,4.7435,73.7186,89.4672,-0.1282,1.8121
1623.52,90.8066,4.6227,73.6185,89.5140,-0.1273,1.8314
1629.22,90.8326,4.5018,73.5181,89.5601,-0.1264,1.8504
1634.94,90.8584,4.3810,73.4174,89.6057,-0.1256,1.8690
1640.68,90.8840,4.2601,73.3165,89.6507,-0.1247,1.8873
1646.43,90.9093,4.1393,73.2154,89.6951,-0.1239,1.9052
1652.21,90.9139,4.0184,73.1215,89.7144,-0.1230,1.9227
1658.01,90.9093,3.8975,73.0305,89.7226,-0.1222,1.9398
1663.83,90.9043,3.7767,72.9393,89.7301,-0.1213,1.9566
1669.67,90.8987,3.6558,72.8479,89.7369,-0.1205,1.9731
1675.53,90.8926,3.5349,72.7563,89.7430,-0.1197,1.9891
1681.41,90.8860,3.4140,72.6645,89.7484,-0.1189,2.0048
1687.31,90.8789,3.2931,72.5725,89.7531,-0.1181,2.0202
1693.23,90.8713,3.1722,72.4804,89.7571,-0.1173,2.0351
1699.17,90.8632,3.0513,72.3880,89.7604,-0.1165,2.0497
1705.14,90.8545,2.9304,72.2955,89.7631,-0.1157,2.0640
1711.12,90.8454,2.8095,72.2027,89.7651,-0.1149,2.0779
1717.13,90.8357,2.6885,72.1098,89.7664,-0.1141,2.0914
1723.15,90.8256,2.5676,72.0167,89.7670,-0.1133,2.1046
1729.20,90.8149,2.4467,71.9235,89.7670,-0.1125,2.1174
1735.27,90.8037,2.3257,71.8300,89.7663,-0.1118,2.1299
1741.36,90.7921,2.2048,71.7364,89.7650,-0.1110,2.1420
1747.47,90.7828,2.0838,71.6425,89.7663,-0.1102,2.1538
1753.60,90.7920,1.9629,71.5473,89.7883,-0.1095,2.1653
1759.75,90.8008,1.8419,71.4520,89.8098,-0.1087,2.1765
1765.93,90.8093,1.7210,71.3565,89.8308,-0.1080,2.1873
1772.13,90.8174,1.6000,71.2609,89.8512,-0.1073,2.1979
1778.35,90.8252,1.4790,71.1651,89.8711,-0.1065,2.2081
1784.59,90.8326,1.3580,71.0691,89.8905,-0.1058,2.2180
1790.85,90.8398,1.2370,70.9730,89.9094,-0.1051,2.2276
1797.14,90.8466,1.1160,70.8767,89.9278,-0.1044,2.2370
1803.44,90.8531,0.9951,70.7803,89.9457,-0.1036,2.2460
1809.77,90.8593,0.8741,70.6837,89.9631,-0.1029,2.2548
1816.12,90.8651,0.7530,70.5869,89.9800,-0.1022,2.2633
1822.50,90.8707,0.6320,70.4900,89.9965,-0.1015,2.2716
1828.89,90.8759,0.5110,70.3930,90.0126,-0.1008,2.2795
1835.31,90.8809,0.3900,70.2958,90.0281,-0.1001,2.2873
1841.75,90.8856,0.2690,70.1985,90.0433,-0.0995,2.2947
1848.22,90.8900,0.1479,70.1010,90.0580,-0.0988,2.3020
1854.70,90.8894,0.0269,70.0160,90.0658,-0.0981,2.3090
1861.21,90.8848,-0.0941,69.9406,90.0683,-0.0974,2.3158
1867.74,90.8799,-0.2152,69.8652,90.0703,-0.0968,2.3223
1874.30,90.8746,-0.3362,69.7897,90.0718,-0.0961,2.3287
1880.87,90.8690,-0.4573,69.7142,90.0729,-0.0954,2.3348
1887.48,90.8631,-0.5783,69.6386,90.0736,-0.0948,2.3407
1894.10,90.8568,-0.6994,69.5630,90.0739,-0.0941,2.3465
1900.75,90.8502,-0.8205,69.4874,90.0738,-0.0935,2.3520
1907.42,90.8432,-0.9415,69.4116,90.0732,-0.0928,2.3573
1914.11,90.8359,-1.0626,69.3359,90.0723,-0.0922,2.3625
1920.83,90.8284,-1.1837,69.2601,90.0710,-0.0916,2.3675
1927.57,90.8205,-1.3048,69.1843,90.0692,-0.0910,2.3723
1934.33,90.8123,-1.4259,69.1084,90.0672,-0.0903,2.3770
1941.12,90.8038,-1.5470,69.0325,90.0647,-0.0897,2.3814
1947.93,90.7950,-1.6680,68.9566,90.0619,-0.0891,2.3858
1954.77,90.7860,-1.7891,68.8807,90.0587,-0.0885,2.3900
1961.63,90.7766,-1.9103,68.8047,90.0551,-0.0879,2.3940
1968.52,90.7879,-2.0314,68.7011,90.0762,-0.0873,2.3979
1975.42,90.7991,-2.1525,68.5972,90.0972,-0.0867,2.4017
1982.36,90.8102,-2.2736,68.4932,90.1179,-0.0861,2.4053
1989.31,90.8212,-2.3947,68.3891,90.1384,-0.0855,2.4088
1996.29,90.8321,-2.5158,68.2848,90.1587,-0.0849,2.4122
2003.30,90.8430,-2.6370,68.1805,90.1787,-0.0843,2.4154
2010.33,90.8537,-2.7581,68.0760,90.1985,-0.0837,2.4185
2017.39,90.8643,-2.8792,67.9714,90.2181,-0.0832,2.4216
2024.47,90.8748,-3.0004,67.8668,90.2375,-0.0826,2.4245
2031.57,90.8853,-3.1215,67.7620,90.2567,-0.0820,2.4273
2038.70,90.8957,-3.2427,67.6571,90.2756,-0.0815,2.4300
2045.85,90.9060,-3.3638,67.5521,90.2944,-0.0809,2.4326
2053.03,90.9162,-3.4850,67.4470,90.3130,-0.0803,2.4351
2060.24,90.9264,-3.6061,67.3418,90.3314,-0.0798,2.4375
2067.47,90.9364,-3.7273,67.2365,90.3496,-0.0792,2.4399
2074.73,90.9465,-3.8485,67.1311,90.3676,-0.0787,2.4421
2082.01,90.9521,-3.9697,67.0045,90.3823,-0.0782,2.4443
2089.31,90.9519,-4.0908,66.8492,90.3926,-0.0776,2.4464
2096.65,90.9518,-4.2120,66.6936,90.4026,-0.0771,2.4484
2104.00,90.9516,-4.3332,66.5377,90.4125,-0.0766,2.4503
2111.39,90.9513,-4.4544,66.3815,90.4222,-0.0760,2.4522
2118.80,90.9511,-4.5756,66.2251,90.4317,-0.0755,2.4540
2126.23,90.9509,-4.6968,66.0684,90.4410,-0.0750,2.4557
2133.69,90.9507,-4.8180,65.9114,90.4501,-0.0745,2.4574
2141.18,90.9504,-4.9392,65.7542,90.4591,-0.0740,2.4590
2148.70,90.9502,-5.0604,65.5967,90.4679,-0.0734,2.4605
2156.24,90.9499,-5.1816,65.4390,90.4766,-0.0729,2.4620
2163.80,90.9497,-5.3028,65.2810,90.4851,-0.0724,2.4635
2171.40,90.9494,-5.4240,65.1227,90.4934,-0.0719,2.4648
2179.02,90.9491,-5.5452,64.9642,90.5016,-0.0714,2.4662
2186.67,90.9489,-5.6664,64.8054,90.5096,-0.0709,2.4675
2194.34,90.9486,-5.7877,64.6464,90.5175,-0.0705,2.4687
2202.04,90.9484,-5.9089,64.4871,90.5253,-0.0700,2.4699
2209.77,90.9782,-6.0301,64.3579,90.5630,-0.0695,2.4710
2217.52,91.0133,-6.1514,64.2336,90.6059,-0.0690,2.4721
2225.31,91.0486,-6.2726,64.1092,90.6487,-0.0685,2.4732
2233.12,91.0839,-6.3938,63.9847,90.6915,-0.0681,2.4742
2240.95,91.1194,-6.5151,63.8601,90.7343,-0.0676,2.4752
2248.82,91.1550,-6.6363,63.7353,90.7771,-0.0671,2.4761
2256.71,91.1908,-6.7576,63.6104,90.8200,-0.0667,2.4770
2264.63,91.2267,-6.8788,63.4854,90.8628,-0.0662,2.4779
2272.58,91.2626,-7.0001,63.3603,90.9056,-0.0658,2.4787
2280.55,91.2988,-7.1214,63.2350,90.9484,-0.0653,2.4795
2288.56,91.3350,-7.2426,63.1096,90.9913,-0.0648,2.4803
2296.59,91.3714,-7.3639,62.9841,91.0341,-0.0644,2.4811
2304.65,91.4079,-7.4852,62.8585,91.0770,-0.0640,2.4818
2312.73,91.4446,-7.6064,62.7327,91.1199,-0.0635,2.4825
2320.85,91.4814,-7.7277,62.6068,91.1628,-0.0631,2.4831
2329.00,91.5183,-7.8490,62.4809,91.2058,-0.0626,2.4838
2337.17,91.5516,-7.9703,62.3511,91.2450,-0.0622,2.4844
2345.37,91.5755,-8.0916,62.2119,91.2748,-0.0618,2.4850
2353.60,91.5996,-8.2128,62.0726,91.3045,-0.0614,2.4856
2361.86,91.6237,-8.3341,61.9332,91.3342,-0.0609,2.4861
2370.15,91.6480,-8.4554,61.7936,91.3640,-0.0605,2.4866
2378.47,91.6723,-8.5767,61.6538,91.3937,-0.0601,2.4872
2386.82,91.6967,-8.6980,61.5138,91.4234,-0.0597,2.4876
2395.19,91.7212,-8.8193,61.3737,91.4531,-0.0593,2.4881
2403.60,91.7457,-8.9406,61.2335,91.4828,-0.0589,2.4886
2412.03,91.7704,-9.0619,61.0931,91.5125,-0.0585,2.4890
2420.50,91.7952,-9.1833,60.9525,91.5422,-0.0580,2.4894
2428.99,91.8200,-9.3046,60.8118,91.5719,-0.0576,2.4898
2437.52,91.8450,-9.4259,60.6709,91.6016,-0.0572,2.4902
2446.07,91.8700,-9.5472,60.5299,91.6313,-0.0569,2.4906
2454.66,91.8951,-9.6685,60.3887,91.6610,-0.0565,2.4909
2463.27,91.9204,-9.7899,60.2474,91.6907,-0.0561,2.4913
2471.91,91.9457,-9.9112,60.1059,91.7205,-0.0557,2.4916
2480.59,91.9501,-10.0325,59.9838,91.7282,-0.0553,2.4919
2489.30,91.9462,-10.1538,59.8693,91.7271,-0.0549,2.4923
2498.03,91.9422,-10.2752,59.7547,91.7260,-0.0545,2.4926
2506.80,91.9382,-10.3965,59.6402,91.7247,-0.0542,2.4928
2515.60,91.9341,-10.5179,59.5255,91.7233,-0.0538,2.4931
2524.42,91.9300,-10.6392,59.4108,91.7219,-0.0534,2.4934
2533.28,91.9258,-10.7605,59.2961,91.7204,-0.0530,2.4936
2542.17,91.9215,-10.8819,59.1813,91.7188,-0.0527,2.4939
2551.09,91.9172,-11.0032,59.0664,91.7171,-0.0523,2.4941
2560.05,91.9129,-11.1246,58.9516,91.7153,-0.0520,2.4943
2569.03,91.9085,-11.2460,58.8366,91.7134,-0.0516,2.4945
2578.05,91.9040,-11.3673,58.7216,91.7114,-0.0512,2.4948
2587.10,91.8995,-11.4887,58.6066,91.7094,-0.0509,2.4950
2596.17,91.8950,-11.6100,58.4915,91.7073,-0.0505,2.4951
2605.29,91.8904,-11.7314,58.3764,91.7051,-0.0502,2.4953
2614.43,91.8857,-11.8528,58.2612,91.7028,-0.0498,2.4955
2623.60,91.8819,-11.9741,58.1467,91.7013,-0.0495,2.4957
2632.81,91.8834,-12.0955,58.0366,91.7051,-0.0491,2.4958
2642.05,91.8848,-12.2169,57.9265,91.7089,-0.0488,2.4960
2651.32,91.8862,-12.3383,57.8163,91.7125,-0.0485,2.4962
2660.63,91.8876,-12.4596,57.7061,91.7162,-0.0481,2.4963
2669.96,91.8890,-12.5810,57.5959,91.7197,-0.0478,2.4964
2679.33,91.8903,-12.7024,57.4857,91.7233,-0.0475,2.4966
2688.74,91.8916,-12.8238,57.3755,91.7267,-0.0471,2.4967
2698.17,91.8929,-12.9452,57.2652,91.7302,-0.0468,2.4968
2707.64,91.8942,-13.0666,57.1549,91.7335,-0.0465,2.4970
2717.14,91.8955,-13.1880,57.0446,91.7368,-0.0462,2.4971
2726.68,91.8967,-13.3094,56.9343,91.7401,-0.0459,2.4972
2736.25,91.8979,-13.4308,56.8239,91.7433,-0.0455,2.4973
2745.85,91.8991,-13.5522,56.7136,91.7465,-0.0452,2.4974
2755.49,91.9003,-13.6736,56.6032,91.7497,-0.0449,2.4975
2765.16,91.9014,-13.7950,56.4928,91.7528,-0.0446,2.4976
2774.86,91.9026,-13.9164,56.3824,91.7558,-0.0443,2.4977
2784.60,91.9102,-14.0378,56.2673,91.7656,-0.0440,2.4978
2794.37,91.9228,-14.1592,56.1488,91.7803,-0.0437,2.4979
2804.18,91.9354,-14.2806,56.0302,91.7950,-0.0434,2.4979
2814.02,91.9480,-14.4020,55.9116,91.8097,-0.0431,2.4980
2823.90,91.9606,-14.5234,55.7930,91.8245,-0.0428,2.4981
2833.81,91.9733,-14.6449,55.6743,91.8392,-0.0425,2.4982
2843.75,91.9860,-14.7663,55.5555,91.8539,-0.0422,2.4982
2853.73,91.9987,-14.8877,55.4367,91.8686,-0.0419,2.4983
2863.75,92.0115,-15.0091,55.3179,91.8834,-0.0416,2.4984
2873.80,92.0243,-15.1306,55.1991,91.8981,-0.0413,2.4984
2883.88,92.0371,-15.2520,55.0802,91.9129,-0.0410,2.4985
2894.00,92.0500,-15.3734,54.9613,91.9276,-0.0407,2.4986
2904.16,92.0629,-15.4949,54.8423,91.9424,-0.0405,2.4986
2914.35,92.0758,-15.6163,54.7233,91.9571,-0.0402,2.4987
2924.58,92.0888,-15.7377,54.6043,91.9719,-0.0399,2.4987
2934.84,92.1018,-15.8592,54.4852,91.9867,-0.0396,2.4988
2945.14,92.1147,-15.9806,54.3659,92.0013,-0.0394,2.4988
2955.48,92.1035,-16.1021,54.2204,91.9919,-0.0391,2.4989
2965.85,92.0923,-16.2235,54.0747,91.9825,-0.0388,2.4989
2976.26,92.0811,-16.3449,53.9289,91.9729,-0.0385,2.4989
2986.70,92.0698,-16.4664,53.7829,91.9633,-0.0383,2.4990
2997.19,92.0585,-16.5878,53.6369,91.9536,-0.0380,2.4990
3007.70,92.0471,-16.7093,53.4907,91.9439,-0.0377,2.4991
3018.26,92.0357,-16.8308,53.3444,91.9340,-0.0375,2.4991
3028.85,92.0242,-16.9522,53.1979,91.9241,-0.0372,2.4991
3039.48,92.0126,-17.0737,53.0514,91.9142,-0.0370,2.4992
3050.15,92.0011,-17.1951,52.9047,91.9041,-0.0367,2.4992
3060.85,91.9894,-17.3166,52.7579,91.8940,-0.0365,2.4992
3071.59,91.9778,-17.4381,52.6109,91.8838,-0.0362,2.4993
3082.37,91.9660,-17.5595,52.4639,91.8735,-0.0359,2.4993
3093.19,91.9543,-17.6810,52.3167,91.8632,-0.0357,2.4993
3104.05,91.9424,-17.8025,52.1693,91.8528,-0.0355,2.4993
3114.94,91.9306,-17.9239,52.0219,91.8423,-0.0352,2.4994
3125.87,91.9241,-18.0454,51.8786,91.8372,-0.0350,2.4994
3136.84,91.9245,-18.1669,51.7407,91.8390,-0.0347,2.4994
3147.85,91.9250,-18.2883,51.6028,91.8409,-0.0345,2.4994
3158.90,91.9255,-18.4098,51.4647,91.8427,-0.0342,2.4995
3169.98,91.9259,-18.5313,51.3265,91.8444,-0.0340,2.4995
3181.11,91.9264,-18.6528,51.1883,91.8462,-0.0338,2.4995
3192.27,91.9268,-18.7743,51.0500,91.8479,-0.0335,2.4995
3203.47,91.9273,-18.8957,50.9115,91.8496,-0.0333,2.4995
3214.72,91.9277,-19.0172,50.7730,91.8513,-0.0331,2.4996
3226.00,91.9281,-19.1387,50.6344,91.8529,-0.0328,2.4996
3237.32,91.9286,-19.2602,50.4957,91.8546,-0.0326,2.4996
3248.68,91.9290,-19.3817,50.3570,91.8562,-0.0324,2.4996
3260.08,91.9294,-19.5032,50.2181,91.8578,-0.0322,2.4996
3271.52,91.9298,-19.6247,50.0791,91.8593,-0.0319,2.4996
3283.00,91.9302,-19.7462,49.9401,91.8609,-0.0317,2.4996
3294.53,91.9306,-19.8677,49.8009,91.8624,-0.0315,2.4997
3306.09,91.9310,-19.9892,49.6617,91.8639,-0.0313,2.4997
3317.69,91.9318,-20.1107,49.5630,91.8653,-0.0311,2.4997
3329.33,91.9325,-20.2322,49.4707,91.8668,-0.0308,2.4997
3341.02,91.9332,-20.3537,49.3784,91.8682,-0.0306,2.4997
3352.74,91.9339,-20.4752,49.2861,91.8697,-0.0304,2.4997
3364.51,91.9347,-20.5967,49.1940,91.8711,-0.0302,2.4997
3376.32,91.9354,-20.7182,49.1019,91.8724,-0.0300,2.4997
3388.17,91.9360,-20.8397,49.0099,91.8738,-0.0298,2.4998
3400.06,91.9367,-20.9612,48.9180,91.8751,-0.0296,2.4998
3411.99,91.9374,-21.0827,48.8262,91.8764,-0.0294,2.4998
3423.96,91.9380,-21.2042,48.7344,91.8777,-0.0292,2.4998
3435.98,91.9387,-21.3257,48.6428,91.8790,-0.0290,2.4998
3448.04,91.9393,-21.4472,48.5512,91.8803,-0.0288,2.4998
3460.14,91.9399,-21.5688,48.4597,91.8815,-0.0286,2.4998
3472.28,91.9405,-21.6903,48.3682,91.8828,-0.0284,2.4998
3484.47,91.9411,-21.8118,48.2769,91.8840,-0.0282,2.4998
3496.69,91.9417,-21.9333,48.1856,91.8852,-0.0280,2.4998
3508.97,91.9437,-22.0548,48.0908,91.8877,-0.0278,2.4998
3521.28,91.9489,-22.1764,47.9875,91.8936,-0.0276,2.4998
3533.64,91.9540,-22.2979,47.8842,91.8995,-0.0274,2.4998
3546.04,91.9592,-22.4194,47.7810,91.9053,-0.0272,2.4998
3558.48,91.9644,-22.5409,47.6778,91.9112,-0.0270,2.4999
3570.97,91.9696,-22.6625,47.5747,91.9171,-0.0268,2.4999
3583.50,91.9748,-22.7840,47.4716,91.9229,-0.0266,2.4999
3596.08,91.9801,-22.9055,47.3685,91.9288,-0.0265,2.4999
3608.70,91.9853,-23.0271,47.2655,91.9347,-0.0263,2.4999
3621.36,91.9905,-23.1486,47.1625,91.9406,-0.0261,2.4999
3634.07,91.9958,-23.2701,47.0596,91.9464,-0.0259,2.4999
3646.83,92.0011,-23.3917,46.9567,91.9523,-0.0257,2.4999
3659.63,92.0063,-23.5132,46.8539,91.9582,-0.0256,2.4999
3672.47,92.0116,-23.6347,46.7511,91.9641,-0.0254,2.4999
3685.36,92.0169,-23.7563,46.6484,91.9700,-0.0252,2.4999
3698.29,92.0223,-23.8778,46.5457,91.9759,-0.0250,2.4999
3711.27,92.0276,-23.9994,46.4431,91.9818,-0.0249,2.4999
3724.29,92.0258,-24.1209,46.3188,91.9806,-0.0247,2.4999
3737.36,92.0213,-24.2425,46.1864,91.9769,-0.0245,2.4999
3750.48,92.0169,-24.3640,46.0539,91.9730,-0.0243,2.4999
3763.64,92.0124,-24.4856,45.9214,91.9692,-0.0242,2.4999
3776.85,92.0079,-24.6071,45.7889,91.9653,-0.0240,2.4999
3790.10,92.0033,-24.7286,45.6562,91.9614,-0.0238,2.4999
3803.41,91.9988,-24.8502,45.5236,91.9575,-0.0237,2.4999
3816.75,91.9942,-24.9718,45.3908,91.9535,-0.0235,2.4999
3830.15,91.9896,-25.0933,45.2580,91.9495,-0.0233,2.4999
3843.59,91.9850,-25.2149,45.1252,91.9455,-0.0232,2.4999
3857.08,91.9804,-25.3364,44.9923,91.9414,-0.0230,2.4999
3870.61,91.9757,-25.4580,44.8593,91.9373,-0.0229,2.4999
3884.20,91.9710,-25.5795,44.7263,91.9332,-0.0227,2.4999
3897.83,91.9663,-25.7011,44.5932,91.9291,-0.0225,2.4999
3911.51,91.9616,-25.8226,44.4601,91.9249,-0.0224,2.4999
3925.24,91.9569,-25.9442,44.3270,91.9207,-0.0222,2.5000
3939.01,91.9576,-26.0658,44.1975,91.9220,-0.0221,2.5000
3952.84,91.9878,-26.1873,44.0884,91.9527,-0.0219,2.5000
3966.71,92.0180,-26.3089,43.9794,91.9835,-0.0218,2.5000
3980.63,92.0483,-26.4305,43.8704,92.0144,-0.0216,2.5000
3994.60,92.0788,-26.5520,43.7614,92.0454,-0.0215,2.5000
4008.62,92.1093,-26.6736,43.6524,92.0764,-0.0213,2.5000
4022.68,92.1400,-26.7952,43.5435,92.1076,-0.0212,2.5000
4036.80,92.1707,-26.9167,43.4346,92.1389,-0.0210,2.5000
4050.97,92.2016,-27.0383,43.3257,92.1703,-0.0209,2.5000
4065.19,92.2325,-27.1599,43.2169,92.2017,-0.0207,2.5000
4079.45,92.2636,-27.2814,43.1081,92.2333,-0.0206,2.5000
4093.77,92.2948,-27.4030,42.9993,92.2650,-0.0204,2.5000
4108.14,92.3261,-27.5246,42.8906,92.2967,-0.0203,2.5000
4122.55,92.3575,-27.6462,42.7819,92.3286,-0.0202,2.5000
4137.02,92.3890,-27.7677,42.6732,92.3606,-0.0200,2.5000
4151.54,92.4206,-27.8893,42.5646,92.3926,-0.0199,2.5000
4166.11,92.4523,-28.0109,42.4560,92.4248,-0.0197,2.5000
4180.73,92.4889,-28.1325,42.3373,92.4619,-0.0196,2.5000
4195.40,92.5290,-28.2541,42.2116,92.5025,-0.0195,2.5000
4210.12,92.5692,-28.3756,42.0859,92.5432,-0.0193,2.5000
4224.90,92.6096,-28.4972,41.9601,92.5841,-0.0192,2.5000
4239.73,92.6501,-28.6188,41.8344,92.6251,-0.0191,2.5000
4254.61,92.6907,-28.7404,41.7085,92.6662,-0.0189,2.5000
4269.54,92.7315,-28.8620,41.5827,92.7074,-0.0188,2.5000
4284.52,92.7725,-28.9836,41.4568,92.7488,-0.0187,2.5000
4299.56,92.8135,-29.1051,41.3310,92.7904,-0.0185,2.5000
4314.65,92.8548,-29.2267,41.2050,92.8320,-0.0184,2.5000
4329.79,92.8961,-29.3483,41.0791,92.8738,-0.0183,2.5000
4344.98,92.9377,-29.4699,40.9531,92.9158,-0.0182,2.5000
4360.23,92.9793,-29.5915,40.8272,92.9578,-0.0180,2.5000
4375.53,93.0211,-29.7131,40.7011,93.0001,-0.0179,2.5000
4390.89,93.0631,-29.8347,40.5751,93.0424,-0.0178,2.5000
4406.30,93.1052,-29.9563,40.4490,93.0849,-0.0177,2.5000
4421.76,93.1463,-30.0779,40.3234,93.1265,-0.0175,2.5000
4437.28,93.1296,-30.1995,40.2204,93.1099,-0.0174,2.5000
4452.85,93.1128,-30.3211,40.1176,93.0933,-0.0173,2.5000
4468.48,93.0959,-30.4426,40.0148,93.0766,-0.0172,2.5000
4484.16,93.0789,-30.5642,39.9120,93.0598,-0.0170,2.5000
4499.90,93.0619,-30.6858,39.8093,93.0430,-0.0169,2.5000
4515.69,93.0448,-30.8074,39.7067,93.0261,-0.0168,2.5000
4531.54,93.0277,-30.9290,39.6041,93.0091,-0.0167,2.5000
4547.44,93.0104,-31.0506,39.5015,92.9921,-0.0166,2.5000
4563.40,92.9932,-31.1722,39.3991,92.9750,-0.0165,2.5000
