freq_Hz,sum_dB,woofer_dB,mid_dB,tweeter_dB,baffle_step_dB,wg_loading_dB
76.78,82.2081,81.4657,60.4762,-57.6701,-5.3811,0.0000
77.05,82.2152,81.4628,60.5940,-57.5483,-5.3771,0.0000
77.32,82.2223,81.4598,60.7117,-57.4266,-5.3731,0.0000
77.60,82.2294,81.4568,60.8293,-57.3049,-5.3691,0.0000
77.87,82.2366,81.4536,60.9469,-57.1832,-5.3651,0.0000
78.14,82.2438,81.4504,61.0643,-57.0615,-5.3611,0.0000
78.41,82.2511,81.4470,61.1817,-56.9398,-5.3570,0.0000
78.69,82.2584,81.4436,61.2990,-56.8181,-5.3529,0.0000
78.97,82.2657,81.4400,61.4162,-56.6964,-5.3488,0.0000
79.24,82.2730,81.4363,61.5333,-56.5746,-5.3447,0.0000
79.52,82.2804,81.4326,61.6503,-56.4529,-5.3405,0.0000
79.80,82.2879,81.4287,61.7672,-56.3312,-5.3364,0.0000
80.08,82.2953,81.4247,61.8841,-56.2095,-5.3322,0.0000
80.36,82.3028,81.4206,62.0008,-56.0878,-5.3279,0.0000
80.64,82.3104,81.4164,62.1174,-55.9661,-5.3237,0.0000
80.93,82.3179,81.4121,62.2339,-55.8444,-5.3194,0.0000
81.21,82.3256,81.4076,62.3504,-55.7226,-5.3152,0.0000
81.50,82.3332,81.4031,62.4667,-55.6009,-5.3109,0.0000
81.78,82.3409,81.3984,62.5829,-55.4792,-5.3065,0.0000
82.07,82.3486,81.3937,62.6990,-55.3575,-5.3022,0.0000
82.36,82.3564,81.3888,62.8150,-55.2358,-5.2978,0.0000
82.65,82.3642,81.3838,62.9309,-55.1141,-5.2934,0.0000
82.94,82.3721,81.3786,63.0467,-54.9924,-5.2890,0.0000
83.23,82.3800,81.3734,63.1624,-54.8707,-5.2846,0.0000
83.52,82.3879,81.3680,63.2780,-54.7489,-5.2801,0.0000
83.81,82.3959,81.3625,63.3934,-54.6272,-5.2756,0.0000
84.11,82.4039,81.3569,63.5088,-54.5055,-5.2711,0.0000
84.40,82.4120,81.3511,63.6240,-54.3838,-5.2666,0.0000
84.70,82.4201,81.3453,63.7391,-54.2621,-5.2620,0.0000
84.99,82.4283,81.3392,63.8541,-54.1404,-5.2574,0.0000
85.29,82.4365,81.3331,63.9690,-54.0187,-5.2528,0.0000
85.59,82.4448,81.3268,64.0837,-53.8970,-5.2482,0.0000
85.89,82.4531,81.3204,64.1983,-53.7752,-5.2436,0.0000
86.19,82.4614,81.3139,64.3128,-53.6535,-5.2389,0.0000
86.50,82.4698,81.3072,64.4272,-53.5318,-5.2342,0.0000
86.80,82.4782,81.3004,64.5414,-53.4101,-5.2295,0.0000
87.10,82.4867,81.2934,64.6555,-53.2884,-5.2247,0.0000
87.41,82.4953,81.2863,64.7695,-53.1667,-5.2200,0.0000
87.72,82.5038,81.2791,64.8833,-53.0450,-5.2152,0.0000
88.03,82.5125,81.2717,64.9970,-52.9233,-5.2104,0.0000
88.33,82.5212,81.2642,65.1106,-52.8016,-5.2055,0.0000
88.64,82.5299,81.2565,65.2240,-52.6798,-5.2007,0.0000
88.96,82.5387,81.2486,65.3373,-52.5581,-5.1958,0.0000
89.27,82.5475,81.2407,65.4504,-52.4364,-5.1909,0.0000
89.58,82.5564,81.2325,65.5634,-52.3147,-5.1859,0.0000
89.89,82.5653,81.2242,65.6763,-52.1930,-5.1810,0.0000
90.21,82.5743,81.2158,65.7890,-52.0713,-5.1760,0.0000
90.53,82.5834,81.2072,65.9015,-51.9496,-5.1710,0.0000
90.84,82.5924,81.1984,66.0139,-51.8279,-5.1660,0.0000
91.16,82.6016,81.1895,66.1262,-51.7062,-5.1609,0.0000
91.48,82.6108,81.1804,66.2383,-51.5844,-5.1558,0.0000
91.80,82.6201,81.1711,66.3502,-51.4627,-5.1507,0.0000
92.13,82.6294,81.1617,66.4620,-51.3410,-5.1456,0.0000
92.45,82.6387,81.1521,66.5736,-51.2193,-5.1405,0.0000
92.77,82.6481,81.1424,66.6850,-51.0976,-5.1353,0.0000
93.10,82.6576,81.1324,66.7963,-50.9759,-5.1301,0.0000
93.43,82.6671,81.1223,66.9074,-50.8542,-5.1249,0.0000
93.75,82.6767,81.1120,67.0183,-50.7325,-5.1196,0.0000
94.08,82.6864,81.1016,67.1291,-50.6108,-5.1143,0.0000
94.41,82.6961,81.0909,67.2397,-50.4890,-5.1090,0.0000
94.75,82.7058,81.0801,67.3501,-50.3673,-5.1037,0.0000
95.08,82.7156,81.0691,67.4604,-50.2456,-5.0984,0.0000
95.41,82.7255,81.0579,67.5704,-50.1239,-5.0930,0.0000
95.75,82.7354,81.0465,67.6803,-50.0022,-5.0876,0.0000
96.08,82.7454,81.0350,67.7900,-49.8805,-5.0821,0.0000
96.42,82.7555,81.0232,67.8995,-49.7588,-5.0767,0.0000
96.76,82.7656,81.0113,68.0089,-49.6371,-5.0712,0.0000
97.10,82.7757,80.9991,68.1180,-49.5154,-5.0657,0.0000
97.44,82.7859,80.9868,68.2270,-49.3937,-5.0602,0.0000
97.78,82.7962,80.9742,68.3357,-49.2720,-5.0546,0.0000
98.12,82.8066,80.9615,68.4443,-49.1502,-5.0491,0.0000
98.47,82.8170,80.9485,68.5526,-49.0285,-5.0435,0.0000
98.81,82.8274,80.9354,68.6608,-48.9068,-5.0378,0.0000
99.16,82.8379,80.9220,68.7688,-48.7851,-5.0322,0.0000
99.51,82.8485,80.9085,68.8765,-48.6634,-5.0265,0.0000
99.86,82.8592,80.8947,68.9841,-48.5417,-5.0208,0.0000
100.21,82.8699,80.8807,69.0914,-48.4200,-5.0151,0.0000
100.56,82.8806,80.8665,69.1985,-48.2983,-5.0093,0.0000
100.91,82.8914,80.8520,69.3054,-48.1766,-5.0035,0.0000
101.27,82.9023,80.8374,69.4121,-48.0549,-4.9977,0.0000
101.62,82.2599,80.8225,65.9263,-27.9283,-4.9919,0.0000
101.98,82.2830,80.8074,66.1586,-27.7256,-4.9860,0.0000
102.34,82.3069,80.7921,66.3912,-27.5227,-4.9801,0.0000
102.70,82.3316,80.7765,66.6241,-27.3194,-4.9742,0.0000
103.06,82.3571,80.7608,66.8571,-27.1159,-4.9683,0.0000
103.42,82.3834,80.7448,67.0904,-26.9121,-4.9623,0.0000
103.78,82.4106,80.7285,67.3238,-26.7081,-4.9564,0.0000
104.14,82.4387,80.7120,67.5575,-26.5037,-4.9503,0.0000
104.51,82.4677,80.6953,67.7914,-26.2990,-4.9443,0.0000
104.88,82.4976,80.6783,68.0256,-26.0941,-4.9382,0.0000
105.24,82.5285,80.6611,68.2599,-25.8888,-4.9321,0.0000
105.61,82.5604,80.6437,68.4945,-25.6833,-4.9260,0.0000
105.98,82.5933,80.6260,68.7292,-25.4774,-4.9199,0.0000
106.36,82.6272,80.6080,68.9642,-25.2713,-4.9137,0.0000
106.73,82.6621,80.5898,69.1994,-25.0649,-4.9075,0.0000
107.10,82.6982,80.5713,69.4348,-24.8582,-4.9013,0.0000
107.48,82.7354,80.5526,69.6704,-24.6512,-4.8950,0.0000
107.86,82.7488,80.5336,69.7965,-24.4598,-4.8888,0.0000
108.24,82.7344,80.5144,69.7986,-24.2863,-4.8825,0.0000
108.62,82.7196,80.4949,69.8001,-24.1126,-4.8761,0.0000
109.00,82.7045,80.4751,69.8010,-23.9388,-4.8698,0.0000
109.38,82.6891,80.4551,69.8013,-23.7647,-4.8634,0.0000
109.76,82.6733,80.4348,69.8009,-23.5905,-4.8570,0.0000
110.15,82.6572,80.4142,69.7999,-23.4161,-4.8506,0.0000
110.54,82.6407,80.3933,69.7983,-23.2414,-4.8441,0.0000
110.92,82.6239,80.3722,69.7961,-23.0666,-4.8376,0.0000
111.31,82.6067,80.3508,69.7932,-22.8917,-4.8311,0.0000
111.70,82.5892,80.3291,69.7897,-22.7165,-4.8246,0.0000
112.10,82.5713,80.3071,69.7855,-22.5411,-4.8180,0.0000
112.49,82.5530,80.2848,69.7807,-22.3656,-4.8114,0.0000
112.88,82.5344,80.2623,69.7753,-22.1899,-4.8048,0.0000
113.28,82.5154,80.2394,69.7692,-22.0140,-4.7982,0.0000
113.68,82.4961,80.2163,69.7624,-21.8378,-4.7915,0.0000
114.08,82.4763,80.1929,69.7550,-21.6615,-4.7848,0.0000
114.48,82.5027,80.1691,69.9458,-21.5035,-4.7781,0.0000
114.88,82.5342,80.1451,70.1552,-21.3470,-4.7713,0.0000
115.28,82.5667,80.1208,70.3647,-21.1905,-4.7645,0.0000
115.69,82.6001,80.0962,70.5742,-21.0338,-4.7577,0.0000
116.09,82.6345,80.0712,70.7839,-20.8769,-4.7509,0.0000
116.50,82.6699,80.0460,70.9936,-20.7200,-4.7441,0.0000
116.91,82.7064,80.0204,71.2035,-20.5629,-4.7372,0.0000
117.32,82.7439,79.9945,71.4134,-20.4057,-4.7303,0.0000
117.73,82.7824,79.9684,71.6234,-20.2484,-4.7233,0.0000
118.14,82.8220,79.9419,71.8335,-20.0910,-4.7164,0.0000
118.56,82.8628,79.9150,72.0437,-19.9334,-4.7094,0.0000
118.97,82.9046,79.8879,72.2540,-19.7757,-4.7024,0.0000
119.39,82.9476,79.8604,72.4644,-19.6179,-4.6953,0.0000
119.81,82.9918,79.8326,72.6749,-19.4599,-4.6883,0.0000
120.23,83.0371,79.8045,72.8854,-19.3019,-4.6812,0.0000
120.65,83.0837,79.7761,73.0960,-19.1437,-4.6741,0.0000
121.08,83.1240,79.7473,73.2836,-18.9862,-4.6669,0.0000
121.50,83.1509,79.7182,73.4271,-18.8305,-4.6598,0.0000
121.93,83.1782,79.6888,73.5705,-18.6746,-4.6526,0.0000
122.36,83.2061,79.6590,73.7138,-18.5185,-4.6454,0.0000
122.78,83.2344,79.6289,73.8569,-18.3624,-4.6381,0.0000
123.22,83.2633,79.5984,73.9998,-18.2061,-4.6308,0.0000
123.65,83.2926,79.5676,74.1425,-18.0497,-4.6235,0.0000
124.08,83.3224,79.5365,74.2852,-17.8932,-4.6162,0.0000
124.52,83.3528,79.5050,74.4276,-17.7366,-4.6089,0.0000
124.95,83.3837,79.4731,74.5699,-17.5798,-4.6015,0.0000
125.39,83.4151,79.4409,74.7120,-17.4230,-4.5941,0.0000
125.83,83.4470,79.4084,74.8539,-17.2660,-4.5867,0.0000
126.27,83.4795,79.3755,74.9957,-17.1088,-4.5792,0.0000
126.72,83.5125,79.3422,75.1374,-16.9516,-4.5717,0.0000
127.16,83.5460,79.3086,75.2788,-16.7942,-4.5642,0.0000
127.61,83.5801,79.2746,75.4201,-16.6367,-4.5567,0.0000
128.06,83.6148,79.2403,75.5612,-16.4791,-4.5491,0.0000
128.51,83.6402,79.2056,75.6776,-16.3184,-4.5415,0.0000
128.96,83.6630,79.1705,75.7865,-16.1567,-4.5339,0.0000
129.41,83.6860,79.1351,75.8951,-15.9948,-4.5263,0.0000
129.86,83.7093,79.0993,76.0034,-15.8328,-4.5186,0.0000
130.32,83.7328,79.0631,76.1114,-15.6707,-4.5110,0.0000
130.78,83.7565,79.0266,76.2191,-15.5084,-4.5032,0.0000
131.24,83.7805,78.9897,76.3265,-15.3459,-4.4955,0.0000
131.70,83.8047,78.9524,76.4337,-15.1834,-4.4878,0.0000
132.16,83.8292,78.9148,76.5405,-15.0206,-4.4800,0.0000
132.62,83.8539,78.8767,76.6470,-14.8578,-4.4722,0.0000
133.09,83.8789,78.8383,76.7533,-14.6948,-4.4643,0.0000
133.55,83.9042,78.7995,76.8592,-14.5316,-4.4565,0.0000
134.02,83.9296,78.7604,76.9649,-14.3683,-4.4486,0.0000
134.49,83.9554,78.7208,77.0702,-14.2049,-4.4407,0.0000
134.97,83.9814,78.6809,77.1753,-14.0413,-4.4327,0.0000
135.44,84.0076,78.6405,77.2800,-13.8775,-4.4248,0.0000
135.91,84.0323,78.5998,77.3806,-13.7105,-4.4168,0.0000
136.39,84.0499,78.5587,77.4652,-13.5307,-4.4088,0.0000
136.87,84.0675,78.5172,77.5494,-13.3506,-4.4007,0.0000
137.35,84.0852,78.4754,77.6333,-13.1704,-4.3927,0.0000
137.83,84.1030,78.4331,77.7167,-12.9899,-4.3846,0.0000
138.32,84.1209,78.3905,77.7998,-12.8093,-4.3765,0.0000
138.80,84.1388,78.3474,77.8826,-12.6284,-4.3684,0.0000
139.29,84.1568,78.3040,77.9649,-12.4473,-4.3602,0.0000
139.78,84.1749,78.2601,78.0469,-12.2660,-4.3520,0.0000
140.27,84.1930,78.2159,78.1284,-12.0845,-4.3438,0.0000
140.76,84.2112,78.1713,78.2097,-11.9028,-4.3356,0.0000
141.25,84.2295,78.1262,78.2905,-11.7209,-4.3274,0.0000
141.75,84.2478,78.0808,78.3709,-11.5388,-4.3191,0.0000
142.25,84.2662,78.0350,78.4510,-11.3565,-4.3108,0.0000
142.75,84.2847,77.9888,78.5306,-11.1739,-4.3025,0.0000
143.25,84.3032,77.9422,78.6099,-10.9912,-4.2941,0.0000
143.75,84.3218,77.8951,78.6888,-10.8082,-4.2857,0.0000
144.26,84.3377,77.8477,78.7621,-10.6235,-4.2773,0.0000
144.76,84.3519,77.7999,78.8317,-10.4376,-4.2689,0.0000
145.27,84.3661,77.7517,78.9010,-10.2516,-4.2605,0.0000
145.78,84.3802,77.7030,78.9698,-10.0653,-4.2520,0.0000
146.29,84.3944,77.6540,79.0382,-9.8787,-4.2435,0.0000
146.80,84.4085,77.6046,79.1061,-9.6920,-4.2350,0.0000
147.32,84.4227,77.5547,79.1737,-9.5050,-4.2265,0.0000
147.84,84.4368,77.5045,79.2409,-9.3178,-4.2180,0.0000
148.36,84.4508,77.4538,79.3076,-9.1304,-4.2094,0.0000
148.88,84.4649,77.4028,79.3739,-8.9427,-4.2008,0.0000
149.40,84.4789,77.3513,79.4398,-8.7548,-4.1922,0.0000
149.92,84.4930,77.2994,79.5052,-8.5667,-4.1835,0.0000
150.45,84.5070,77.2472,79.5703,-8.3783,-4.1749,0.0000
150.98,84.5209,77.1945,79.6349,-8.1897,-4.1662,0.0000
151.51,84.5349,77.1414,79.6991,-8.0009,-4.1575,0.0000
152.04,84.5488,77.0879,79.7629,-7.8119,-4.1487,0.0000
152.57,84.5628,77.0340,79.8265,-7.6218,-4.1400,0.0000
153.11,84.5793,76.9797,79.8938,-7.4197,-4.1312,0.0000
153.64,84.5957,76.9250,79.9607,-7.2173,-4.1224,0.0000
154.18,84.6121,76.8699,80.0272,-7.0146,-4.1136,0.0000
154.73,84.6285,76.8144,80.0933,-6.8117,-4.1048,0.0000
155.27,84.6450,76.7585,80.1590,-6.6085,-4.0959,0.0000
155.81,84.6614,76.7022,80.2243,-6.4049,-4.0870,0.0000
156.36,84.6778,76.6455,80.2892,-6.2011,-4.0781,0.0000
156.91,84.6943,76.5883,80.3537,-5.9970,-4.0692,0.0000
157.46,84.7108,76.5308,80.4177,-5.7926,-4.0603,0.0000
158.01,84.7272,76.4729,80.4814,-5.5880,-4.0513,0.0000
158.57,84.7437,76.4145,80.5447,-5.3830,-4.0423,0.0000
159.12,84.7601,76.3558,80.6075,-5.1777,-4.0333,0.0000
159.68,84.7766,76.2966,80.6700,-4.9722,-4.0243,0.0000
160.24,84.7930,76.2371,80.7321,-4.7663,-4.0152,0.0000
160.80,84.8095,76.1772,80.7937,-4.5602,-4.0062,0.0000
161.37,84.8260,76.1168,80.8550,-4.3538,-3.9971,0.0000
161.93,84.8437,76.0561,80.9178,-4.1462,-3.9880,0.0000
162.50,84.8628,75.9949,80.9824,-3.9375,-3.9789,0.0000
163.07,84.8819,75.9334,81.0466,-3.7285,-3.9697,0.0000
163.65,84.9010,75.8715,81.1104,-3.5191,-3.9606,0.0000
164.22,84.9202,75.8091,81.1739,-3.3095,-3.9514,0.0000
164.80,84.9394,75.7464,81.2369,-3.0995,-3.9422,0.0000
165.37,84.9587,75.6833,81.2996,-2.8893,-3.9330,0.0000
165.95,84.9779,75.6198,81.3619,-2.6787,-3.9238,0.0000
166.54,84.9972,75.5559,81.4238,-2.4678,-3.9145,0.0000
167.12,85.0165,75.4916,81.4854,-2.2566,-3.9052,0.0000
167.71,85.0359,75.4269,81.5466,-2.0451,-3.8960,0.0000
168.30,85.0553,75.3619,81.6074,-1.8333,-3.8866,0.0000
168.89,85.0746,75.2964,81.6678,-1.6211,-3.8773,0.0000
169.48,85.0941,75.2306,81.7278,-1.4087,-3.8680,0.0000
170.07,85.1135,75.1643,81.7875,-1.1959,-3.8586,0.0000
170.67,85.1330,75.0977,81.8468,-0.9828,-3.8493,0.0000
171.27,85.1525,75.0307,81.9058,-0.7694,-3.8399,0.0000
171.87,85.1748,74.9633,81.9684,-0.5712,-3.8305,0.0000
172.47,85.1974,74.8956,82.0311,-0.3742,-3.8210,0.0000
173.08,85.2201,74.8274,82.0935,-0.1769,-3.8116,0.0000
173.69,85.2429,74.7589,82.1554,0.0207,-3.8021,0.0000
174.30,85.2657,74.6900,82.2171,0.2185,-3.7926,0.0000
174.91,85.2886,74.6208,82.2784,0.4166,-3.7832,0.0000
175.52,85.3115,74.5511,82.3393,0.6150,-3.7737,0.0000
176.14,85.3345,74.4811,82.3999,0.8136,-3.7641,0.0000
176.76,85.3575,74.4108,82.4602,1.0125,-3.7546,0.0000
177.38,85.3806,74.3400,82.5201,1.2117,-3.7450,0.0000
178.00,85.4037,74.2689,82.5797,1.4111,-3.7355,0.0000
178.62,85.4269,74.1974,82.6390,1.6108,-3.7259,0.0000
179.25,85.4501,74.1256,82.6979,1.8108,-3.7163,0.0000
179.88,85.4734,74.0534,82.7565,2.0111,-3.7067,0.0000
180.51,85.4968,73.9808,82.8148,2.2116,-3.6970,0.0000
181.15,85.5202,73.9079,82.8728,2.4125,-3.6874,0.0000
181.78,85.5469,73.8346,82.9349,2.6020,-3.6777,0.0000
182.42,85.5801,73.7609,83.0052,2.7701,-3.6681,0.0000
183.06,85.6134,73.6869,83.0752,2.9383,-3.6584,0.0000
183.70,85.6469,73.6126,83.1449,3.1067,-3.6487,0.0000
184.35,85.6805,73.5379,83.2144,3.2753,-3.6390,0.0000
184.99,85.7143,73.4628,83.2836,3.4440,-3.6293,0.0000
185.64,85.7482,73.3875,83.3525,3.6129,-3.6195,0.0000
186.29,85.7823,73.3117,83.4212,3.7820,-3.6098,0.0000
186.95,85.8166,73.2356,83.4896,3.9512,-3.6000,0.0000
187.60,85.8510,73.1592,83.5577,4.1206,-3.5902,0.0000
188.26,85.8855,73.0825,83.6256,4.2901,-3.5805,0.0000
188.92,85.9202,73.0054,83.6932,4.4598,-3.5707,0.0000
189.59,85.9551,72.9279,83.7606,4.6297,-3.5608,0.0000
190.25,85.9901,72.8501,83.8277,4.7998,-3.5510,0.0000
190.92,86.0252,72.7720,83.8946,4.9700,-3.5412,0.0000
191.59,86.0605,72.6936,83.9612,5.1404,-3.5313,0.0000
192.26,86.0959,72.6149,84.0275,5.3109,-3.5215,0.0000
192.94,86.1170,72.5358,84.0753,5.4882,-3.5116,0.0000
193.61,86.1338,72.4564,84.1174,5.6675,-3.5017,0.0000
194.29,86.1506,72.3766,84.1593,5.8470,-3.4919,0.0000
194.97,86.1674,72.2966,84.2008,6.0267,-3.4820,0.0000
195.66,86.1841,72.2162,84.2420,6.2066,-3.4720,0.0000
196.35,86.2008,72.1355,84.2829,6.3867,-3.4621,0.0000
197.03,86.2175,72.0545,84.3234,6.5670,-3.4522,0.0000
197.73,86.2341,71.9732,84.3637,6.7475,-3.4423,0.0000
198.42,86.2506,71.8916,84.4036,6.9283,-3.4323,0.0000
199.12,86.2671,71.8097,84.4433,7.1092,-3.4224,0.0000
199.81,86.2836,71.7274,84.4826,7.2903,-3.4124,0.0000
200.52,86.3000,71.6449,84.5216,7.4717,-3.4024,0.0000
201.22,86.3164,71.5621,84.5603,7.6532,-3.3924,0.0000
201.93,86.3327,71.4789,84.5988,7.8350,-3.3825,0.0000
202.63,86.3490,71.3955,84.6369,8.0169,-3.3725,0.0000
203.35,86.3652,71.3118,84.6747,8.1991,-3.3624,0.0000
204.06,86.3783,71.2277,84.7084,8.3845,-3.3524,0.0000
204.78,86.3793,71.1434,84.7274,8.5813,-3.3424,0.0000
205.49,86.3802,71.0588,84.7461,8.7784,-3.3324,0.0000
206.22,86.3810,70.9739,84.7644,8.9757,-3.3223,0.0000
206.94,86.3815,70.8887,84.7823,9.1734,-3.3123,0.0000
207.67,86.3819,70.8033,84.7999,9.3712,-3.3023,0.0000
208.39,86.3821,70.7175,84.8172,9.5694,-3.2922,0.0000
209.13,86.3822,70.6315,84.8341,9.7678,-3.2821,0.0000
209.86,86.3821,70.5452,84.8507,9.9665,-3.2721,0.0000
210.60,86.3818,70.4587,84.8669,10.1654,-3.2620,0.0000
211.33,86.3814,70.3718,84.8827,10.3647,-3.2519,0.0000
212.08,86.3808,70.2847,84.8983,10.5642,-3.2418,0.0000
212.82,86.3800,70.1973,84.9135,10.7639,-3.2318,0.0000
213.57,86.3791,70.1097,84.9284,10.9640,-3.2217,0.0000
214.32,86.3780,70.0218,84.9429,11.1643,-3.2116,0.0000
215.07,86.3767,69.9336,84.9571,11.3648,-3.2015,0.0000
215.82,86.3753,69.8451,84.9710,11.5657,-3.1914,0.0000
216.58,86.3860,69.7565,84.9989,11.7692,-3.1813,0.0000
217.34,86.4033,69.6675,85.0344,11.9743,-3.1711,0.0000
218.10,86.4206,69.5783,85.0697,12.1796,-3.1610,0.0000
218.87,86.4378,69.4888,85.1047,12.3853,-3.1509,0.0000
219.64,86.4551,69.3991,85.1395,12.5912,-3.1408,0.0000
220.41,86.4723,69.3092,85.1740,12.7975,-3.1307,0.0000
221.18,86.4895,69.2190,85.2083,13.0040,-3.1205,0.0000
221.96,86.5066,69.1286,85.2424,13.2108,-3.1104,0.0000
222.74,86.5238,69.0379,85.2762,13.4180,-3.1003,0.0000
223.52,86.5409,68.9469,85.3098,13.6254,-3.0901,0.0000
224.30,86.5580,68.8558,85.3432,13.8331,-3.0800,0.0000
225.09,86.5750,68.7644,85.3763,14.0411,-3.0698,0.0000
225.88,86.5920,68.6728,85.4092,14.2494,-3.0597,0.0000
226.67,86.6090,68.5809,85.4419,14.4581,-3.0496,0.0000
227.47,86.6260,68.4888,85.4744,14.6670,-3.0394,0.0000
228.27,86.6430,68.3965,85.5067,14.8762,-3.0293,0.0000
229.07,86.6607,68.3040,85.5396,15.0841,-3.0191,0.0000
229.87,86.6883,68.2112,85.5835,15.2714,-3.0090,0.0000
230.68,86.7159,68.1182,85.6273,15.4589,-2.9989,0.0000
231.49,86.7436,68.0250,85.6710,15.6466,-2.9887,0.0000
232.30,86.7714,67.9316,85.7144,15.8345,-2.9786,0.0000
233.12,86.7992,67.8379,85.7577,16.0227,-2.9684,0.0000
233.93,86.8270,67.7441,85.8009,16.2111,-2.9583,0.0000
234.75,86.8549,67.6500,85.8439,16.3997,-2.9481,0.0000
235.58,86.8829,67.5557,85.8867,16.5886,-2.9380,0.0000
236.41,86.9109,67.4612,85.9293,16.7777,-2.9279,0.0000
237.23,86.9389,67.3665,85.9718,16.9670,-2.9177,0.0000
238.07,86.9670,67.2716,86.0142,17.1566,-2.9076,0.0000
238.90,86.9951,67.1765,86.0564,17.3464,-2.8975,0.0000
239.74,87.0233,67.0812,86.0984,17.5364,-2.8873,0.0000
240.58,87.0515,66.9857,86.1403,17.7267,-2.8772,0.0000
241.43,87.0798,66.8900,86.1821,17.9172,-2.8671,0.0000
242.27,87.1081,66.7941,86.2237,18.1079,-2.8570,0.0000
243.12,87.1270,66.6980,86.2548,18.2821,-2.8469,0.0000
243.98,87.1365,66.6017,86.2752,18.4394,-2.8367,0.0000
244.83,87.1458,66.5053,86.2954,18.5968,-2.8266,0.0000
245.69,87.1551,66.4086,86.3154,18.7544,-2.8165,0.0000
246.56,87.1643,66.3118,86.3352,18.9121,-2.8064,0.0000
247.42,87.1734,66.2147,86.3548,19.0699,-2.7963,0.0000
248.29,87.1825,66.1175,86.3742,19.2278,-2.7862,0.0000
249.16,87.1915,66.0201,86.3934,19.3859,-2.7762,0.0000
250.03,87.2004,65.9225,86.4124,19.5440,-2.7661,0.0000
250.91,87.2092,65.8248,86.4311,19.7023,-2.7560,0.0000
251.79,87.2180,65.7268,86.4497,19.8608,-2.7459,0.0000
252.68,87.2267,65.6287,86.4681,20.0193,-2.7359,0.0000
253.56,87.2353,65.5304,86.4863,20.1780,-2.7258,0.0000
254.45,87.2439,65.4320,86.5043,20.3368,-2.7158,0.0000
255.35,87.2523,65.3333,86.5221,20.4958,-2.7057,0.0000
256.24,87.2607,65.2346,86.5397,20.6548,-2.6957,0.0000
257.14,87.2691,65.1356,86.5571,20.8140,-2.6856,0.0000
258.04,87.2908,65.0365,86.5889,20.9971,-2.6756,0.0000
258.95,87.3134,64.9372,86.6216,21.1821,-2.6656,0.0000
259.86,87.3360,64.8377,86.6541,21.3673,-2.6556,0.0000
260.77,87.3586,64.7381,86.6865,21.5527,-2.6456,0.0000
261.69,87.3813,64.6383,86.7187,21.7383,-2.6356,0.0000
262.60,87.4039,64.5384,86.7509,21.9242,-2.6256,0.0000
263.53,87.4266,64.4383,86.7829,22.1103,-2.6156,0.0000
264.45,87.4493,64.3380,86.8148,22.2966,-2.6056,0.0000
265.38,87.4720,64.2376,86.8465,22.4831,-2.5957,0.0000
266.31,87.4946,64.1371,86.8782,22.6698,-2.5857,0.0000
267.24,87.5173,64.0364,86.9097,22.8568,-2.5758,0.0000
268.18,87.5401,63.9355,86.9411,23.0440,-2.5658,0.0000
269.12,87.5628,63.8345,86.9724,23.2314,-2.5559,0.0000
270.07,87.5855,63.7334,87.0036,23.4191,-2.5460,0.0000
271.02,87.6082,63.6321,87.0347,23.6069,-2.5361,0.0000
271.97,87.6310,63.5306,87.0656,23.7950,-2.5262,0.0000
272.92,87.6555,63.4291,87.0984,23.9800,-2.5163,0.0000
273.88,87.6832,63.3273,87.1344,24.1595,-2.5064,0.0000
274.84,87.7109,63.2255,87.1703,24.3391,-2.4966,0.0000
275.80,87.7387,63.1235,87.2061,24.5190,-2.4867,0.0000
276.77,87.7664,63.0213,87.2418,24.6991,-2.4769,0.0000
277.74,87.7943,62.9191,87.2775,24.8793,-2.4671,0.0000
278.72,87.8221,62.8167,87.3130,25.0598,-2.4572,0.0000
279.70,87.8500,62.7141,87.3485,25.2404,-2.4474,0.0000
280.68,87.8779,62.6114,87.3839,25.4213,-2.4376,0.0000
281.66,87.9059,62.5086,87.4192,25.6024,-2.4278,0.0000
282.65,87.9339,62.4057,87.4545,25.7836,-2.4181,0.0000
283.64,87.9619,62.3026,87.4896,25.9651,-2.4083,0.0000
284.64,87.9899,62.1994,87.5247,26.1468,-2.3986,0.0000
285.64,88.0180,62.0961,87.5597,26.3286,-2.3888,0.0000
286.64,88.0461,61.9927,87.5947,26.5107,-2.3791,0.0000
287.65,88.0743,61.8891,87.6295,26.6930,-2.3694,0.0000
288.66,88.1025,61.7854,87.6643,26.8755,-2.3597,0.0000
289.67,88.1072,61.6816,87.6744,27.0831,-2.3500,0.0000
290.69,88.1060,61.5777,87.6781,27.2972,-2.3404,0.0000
291.71,88.1046,61.4736,87.6815,27.5116,-2.3307,0.0000
292.73,88.1031,61.3694,87.6848,27.7264,-2.3211,0.0000
293.76,88.1015,61.2652,87.6880,27.9415,-2.3115,0.0000
294.79,88.0999,61.1608,87.6909,28.1569,-2.3018,0.0000
295.82,88.0981,61.0562,87.6937,28.3727,-2.2922,0.0000
296.86,88.0962,60.9516,87.6963,28.5887,-2.2827,0.0000
297.90,88.0941,60.8468,87.6988,28.8051,-2.2731,0.0000
298.95,88.0920,60.7420,87.7010,29.0218,-2.2636,0.0000
300.00,88.0898,60.6370,87.7031,29.2388,-2.2540,0.0000
301.05,88.0875,60.5319,87.7051,29.4562,-2.2445,0.0000
