freq_Hz,anechoic_dB,inroom_dB,level_corr_dB,post_dsp_dB,room_gain_dB,room_hf_abs_dB,room_tf_dB,harman_target_dB,dsp_correction_dB,dsp_correction_smoothed_dB,woofer_dB,mid_dB,tweeter_dB
88.03,-4.3519,2.4191,2.4191,1.9689,6.7710,-0.0000,6.7710,1.9720,-0.4471,-0.4502,-4.6447,-33.9420,-146.9994
88.33,-4.3422,2.3984,2.3984,1.9627,6.7407,-0.0000,6.7407,1.9660,-0.4324,-0.4357,-4.6393,-33.8095,-146.8777
88.64,-4.3325,2.3778,2.3778,1.9566,6.7103,-0.0000,6.7103,1.9599,-0.4179,-0.4212,-4.6339,-33.6769,-146.7559
88.96,-4.3228,2.3572,2.3572,1.9505,6.6800,-0.0000,6.6800,1.9539,-0.4033,-0.4068,-4.6285,-33.5443,-146.6342
89.27,-4.3129,2.3368,2.3368,1.9444,6.6497,-0.0000,6.6497,1.9478,-0.3889,-0.3924,-4.6231,-33.4117,-146.5125
89.58,-4.3030,2.3163,2.3163,1.9383,6.6194,-0.0000,6.6194,1.9418,-0.3746,-0.3781,-4.6177,-33.2790,-146.3908
89.89,-4.2930,2.2960,2.2960,1.9322,6.5890,-0.0000,6.5890,1.9357,-0.3603,-0.3638,-4.6123,-33.1464,-146.2691
90.21,-4.2830,2.2757,2.2757,1.9261,6.5587,-0.0000,6.5587,1.9297,-0.3461,-0.3496,-4.6068,-33.0140,-146.1474
90.53,-4.2728,2.2555,2.2555,1.9201,6.5284,-0.0000,6.5284,1.9236,-0.3319,-0.3354,-4.6014,-32.8816,-146.0257
90.84,-4.2626,2.2354,2.2354,1.9142,6.4981,-0.0000,6.4981,1.9175,-0.3179,-0.3212,-4.5959,-32.7491,-145.9040
91.16,-4.2524,2.2154,2.2154,1.9084,6.4677,-0.0000,6.4677,1.9114,-0.3039,-0.3070,-4.5904,-32.6166,-145.7823
91.48,-4.2420,2.1954,2.1954,1.9027,6.4374,-0.0000,6.4374,1.9054,-0.2901,-0.2927,-4.5850,-32.4841,-145.6605
91.80,-4.2316,2.1755,2.1755,1.8970,6.4071,-0.0000,6.4071,1.8993,-0.2763,-0.2785,-4.5795,-32.3515,-145.5388
92.13,-4.2210,2.1557,2.1557,1.8914,6.3768,-0.0000,6.3768,1.8932,-0.2625,-0.2643,-4.5740,-32.2189,-145.4171
92.45,-4.2104,2.1360,2.1360,1.8859,6.3464,-0.0000,6.3464,1.8871,-0.2489,-0.2501,-4.5685,-32.0862,-145.2954
92.77,-4.1997,2.1164,2.1164,1.8805,6.3161,-0.0000,6.3161,1.8810,-0.2354,-0.2359,-4.5630,-31.9535,-145.1737
93.10,-4.1890,2.0968,2.0968,1.8752,6.2858,-0.0000,6.2858,1.8749,-0.2219,-0.2216,-4.5574,-31.8207,-145.0520
93.43,-4.1781,2.0773,2.0773,1.8700,6.2555,-0.0000,6.2555,1.8688,-0.2085,-0.2074,-4.5519,-31.6880,-144.9303
93.75,-4.1672,2.0580,2.0580,1.8648,6.2251,-0.0000,6.2251,1.8627,-0.1953,-0.1931,-4.5464,-31.5551,-144.8086
94.08,-4.1562,2.0387,2.0387,1.8598,6.1948,-0.0000,6.1948,1.8566,-0.1821,-0.1789,-4.5408,-31.4223,-144.6869
94.41,-4.1450,2.0194,2.0194,1.8548,6.1645,-0.0000,6.1645,1.8505,-0.1690,-0.1646,-4.5353,-31.2894,-144.5651
94.75,-4.1338,2.0003,2.0003,1.8500,6.1342,-0.0000,6.1342,1.8444,-0.1560,-0.1503,-4.5297,-31.1564,-144.4434
95.08,-4.1225,1.9813,1.9813,1.8453,6.1038,-0.0000,6.1038,1.8383,-0.1430,-0.1360,-4.5241,-31.0235,-144.3217
95.41,-4.1131,1.9604,1.9604,1.8386,6.0735,-0.0000,6.0735,1.8321,-0.1282,-0.1218,-4.5185,-30.9339,-144.2000
95.75,-4.1042,1.9390,1.9390,1.8313,6.0432,-0.0000,6.0432,1.8260,-0.1130,-0.1077,-4.5129,-30.8546,-144.0783
96.08,-4.0952,1.9177,1.9177,1.8238,6.0129,-0.0000,6.0129,1.8199,-0.0978,-0.0939,-4.5073,-30.7754,-143.9566
96.42,-4.0861,1.8964,1.8964,1.8161,5.9825,-0.0000,5.9825,1.8138,-0.0826,-0.0803,-4.5017,-30.6963,-143.8349
96.76,-4.0771,1.8751,1.8751,1.8083,5.9522,-0.0000,5.9522,1.8077,-0.0675,-0.0668,-4.4961,-30.6174,-143.7132
97.10,-4.0680,1.8539,1.8539,1.8003,5.9219,-0.0000,5.9219,1.8015,-0.0523,-0.0536,-4.4905,-30.5386,-143.5915
97.44,-4.0589,1.8327,1.8327,1.7920,5.8916,-0.0000,5.8916,1.7954,-0.0373,-0.0406,-4.4848,-30.4600,-143.4698
97.78,-4.0497,1.8115,1.8115,1.7836,5.8612,-0.0000,5.8612,1.7893,-0.0222,-0.0279,-4.4792,-30.3816,-143.3481
98.12,-4.0406,1.7903,1.7903,1.7749,5.8309,-0.0000,5.8309,1.7832,-0.0072,-0.0154,-4.4736,-30.3033,-143.2263
98.47,-4.0314,1.7692,1.7692,1.7661,5.8006,-0.0000,5.8006,1.7770,0.0078,-0.0031,-4.4679,-30.2251,-143.1046
98.81,-4.0222,1.7481,1.7481,1.7570,5.7703,-0.0000,5.7703,1.7709,0.0228,0.0089,-4.4622,-30.1471,-142.9829
99.16,-4.0129,1.7270,1.7270,1.7477,5.7399,-0.0000,5.7399,1.7648,0.0377,0.0207,-4.4566,-30.0693,-142.8612
99.51,-4.0036,1.7060,1.7060,1.7381,5.7096,-0.0000,5.7096,1.7586,0.0526,0.0322,-4.4509,-29.9916,-142.7395
99.86,-3.9943,1.6850,1.6850,1.7283,5.6793,-0.0000,5.6793,1.7525,0.0675,0.0434,-4.4452,-29.9141,-142.6178
100.21,-3.9850,1.6640,1.6640,1.7183,5.6490,-0.0000,5.6490,1.7464,0.0824,0.0543,-4.4395,-29.8368,-142.4961
100.56,-3.9756,1.6430,1.6430,1.7080,5.6186,-0.0000,5.6186,1.7402,0.0972,0.0650,-4.4338,-29.7596,-142.3744
100.91,-3.9639,1.6244,1.6244,1.6998,5.5883,-0.0000,5.5883,1.7341,0.1097,0.0753,-4.4281,-29.6368,-142.2527
101.27,-3.9474,1.6106,1.6106,1.6960,5.5580,-0.0000,5.5580,1.7280,0.1174,0.0854,-4.4224,-29.4272,-142.1310
101.62,-3.9307,1.5969,1.5969,1.6922,5.5277,-0.0000,5.5277,1.7219,0.1249,0.0952,-4.4167,-29.2173,-122.0044
101.98,-3.9137,1.5836,1.5836,1.6884,5.4973,-0.0000,5.4973,1.7157,0.1321,0.1048,-4.4109,-29.0070,-121.8017
102.34,-3.8965,1.5705,1.5705,1.6846,5.4670,-0.0000,5.4670,1.7096,0.1391,0.1141,-4.4052,-28.7965,-121.5988
102.70,-3.8790,1.5577,1.5577,1.6808,5.4367,-0.0000,5.4367,1.7035,0.1457,0.1231,-4.3995,-28.5856,-121.3955
103.06,-3.8611,1.5452,1.5452,1.6770,5.4064,-0.0000,5.4064,1.6973,0.1521,0.1318,-4.3938,-28.3745,-121.1920
103.42,-3.8430,1.5330,1.5330,1.6732,5.3760,-0.0000,5.3760,1.6912,0.1582,0.1402,-4.3880,-28.1630,-120.9882
103.78,-3.8246,1.5211,1.5211,1.6694,5.3457,-0.0000,5.3457,1.6851,0.1640,0.1484,-4.3823,-27.9513,-120.7842
104.14,-3.8059,1.5095,1.5095,1.6657,5.3154,-0.0000,5.3154,1.6790,0.1695,0.1562,-4.3765,-27.7392,-120.5798
104.51,-3.7869,1.4982,1.4982,1.6619,5.2851,-0.0000,5.2851,1.6729,0.1747,0.1637,-4.3708,-27.5269,-120.3751
104.88,-3.7675,1.4872,1.4872,1.6581,5.2547,-0.0000,5.2547,1.6667,0.1795,0.1709,-4.3650,-27.3142,-120.1702
105.24,-3.7478,1.4766,1.4766,1.6543,5.2244,-0.0000,5.2244,1.6606,0.1840,0.1778,-4.3593,-27.1012,-119.9649
105.61,-3.7278,1.4663,1.4663,1.6506,5.1941,-0.0000,5.1941,1.6545,0.1882,0.1843,-4.3535,-26.8879,-119.7594
105.98,-3.7075,1.4563,1.4563,1.6468,5.1638,-0.0000,5.1638,1.6484,0.1921,0.1905,-4.3478,-26.6743,-119.5535
106.36,-3.6868,1.4467,1.4467,1.6431,5.1334,-0.0000,5.1334,1.6423,0.1956,0.1964,-4.3420,-26.4604,-119.3474
106.73,-3.6657,1.4374,1.4374,1.6394,5.1031,-0.0000,5.1031,1.6362,0.1987,0.2019,-4.3363,-26.2462,-119.1410
107.10,-3.6476,1.4252,1.4252,1.6324,5.0728,-0.0000,5.0728,1.6301,0.2048,0.2072,-4.3305,-26.0754,-118.9343
107.48,-3.6298,1.4126,1.4126,1.6250,5.0425,-0.0000,5.0425,1.6240,0.2114,0.2124,-4.3248,-25.9127,-118.7273
107.86,-3.6119,1.4002,1.4002,1.6177,5.0121,-0.0000,5.0121,1.6179,0.2177,0.2174,-4.3190,-25.7500,-118.5359
108.24,-3.5938,1.3880,1.3880,1.6105,4.9818,-0.0000,4.9818,1.6118,0.2238,0.2224,-4.3133,-25.5871,-118.3624
108.62,-3.5754,1.3761,1.3761,1.6034,4.9515,-0.0000,4.9515,1.6057,0.2296,0.2274,-4.3075,-25.4241,-118.1887
109.00,-3.5569,1.3643,1.3643,1.5965,4.9212,-0.0000,4.9212,1.5996,0.2353,0.2322,-4.3018,-25.2609,-118.0149
109.38,-3.5381,1.3528,1.3528,1.5897,4.8908,-0.0000,4.8908,1.5935,0.2407,0.2370,-4.2960,-25.0976,-117.8408
109.76,-3.5190,1.3415,1.3415,1.5831,4.8605,-0.0000,4.8605,1.5874,0.2460,0.2417,-4.2903,-24.9342,-117.6666
110.15,-3.4998,1.3304,1.3304,1.5767,4.8302,-0.0000,4.8302,1.5814,0.2510,0.2463,-4.2846,-24.7707,-117.4922
110.54,-3.4803,1.3195,1.3195,1.5704,4.7999,-0.0000,4.7999,1.5753,0.2558,0.2508,-4.2789,-24.6070,-117.3175
110.92,-3.4606,1.3089,1.3089,1.5642,4.7695,-0.0000,4.7695,1.5692,0.2603,0.2553,-4.2732,-24.4433,-117.1427
111.31,-3.4407,1.2986,1.2986,1.5583,4.7392,-0.0000,4.7392,1.5632,0.2646,0.2598,-4.2674,-24.2794,-116.9678
111.70,-3.4205,1.2884,1.2884,1.5525,4.7089,-0.0000,4.7089,1.5571,0.2687,0.2641,-4.2618,-24.1153,-116.7926
112.10,-3.4000,1.2785,1.2785,1.5470,4.6786,-0.0000,4.6786,1.5511,0.2725,0.2684,-4.2561,-23.9512,-116.6172
112.49,-3.3793,1.2689,1.2689,1.5416,4.6482,-0.0000,4.6482,1.5450,0.2761,0.2727,-4.2504,-23.7869,-116.4417
112.88,-3.3584,1.2595,1.2595,1.5365,4.6179,-0.0000,4.6179,1.5390,0.2795,0.2770,-4.2447,-23.6225,-116.2660
113.28,-3.3379,1.2497,1.2497,1.5308,4.5876,-0.0000,4.5876,1.5329,0.2832,0.2811,-4.2391,-23.4649,-116.0901
113.68,-3.3184,1.2388,1.2388,1.5240,4.5573,-0.0000,4.5573,1.5269,0.2881,0.2852,-4.2334,-23.3201,-115.9139
114.08,-3.2988,1.2281,1.2281,1.5172,4.5269,-0.0000,4.5269,1.5209,0.2927,0.2891,-4.2278,-23.1752,-115.7376
114.48,-3.2789,1.2177,1.2177,1.5105,4.4966,-0.0000,4.4966,1.5148,0.2972,0.2929,-4.2222,-23.0303,-115.5796
114.88,-3.2589,1.2074,1.2074,1.5038,4.4663,-0.0000,4.4663,1.5088,0.3014,0.2965,-4.2166,-22.8853,-115.4231
115.28,-3.2387,1.1973,1.1973,1.4972,4.4360,-0.0000,4.4360,1.5028,0.3055,0.2999,-4.2110,-22.7403,-115.2666
115.69,-3.2182,1.1874,1.1874,1.4906,4.4056,-0.0000,4.4056,1.4968,0.3094,0.3032,-4.2054,-22.5952,-115.1099
116.09,-3.1976,1.1778,1.1778,1.4841,4.3753,-0.0000,4.3753,1.4908,0.3130,0.3064,-4.1999,-22.4501,-114.9530
116.50,-3.1767,1.1683,1.1683,1.4776,4.3450,-0.0000,4.3450,1.4848,0.3165,0.3093,-4.1944,-22.3049,-114.7961
116.91,-3.1556,1.1590,1.1590,1.4712,4.3147,-0.0000,4.3147,1.4788,0.3198,0.3122,-4.1889,-22.1597,-114.6390
117.32,-3.1344,1.1500,1.1500,1.4649,4.2843,-0.0000,4.2843,1.4728,0.3229,0.3149,-4.1834,-22.0144,-114.4818
117.73,-3.1129,1.1411,1.1411,1.4585,4.2540,-0.0000,4.2540,1.4669,0.3257,0.3174,-4.1779,-21.8691,-114.3245
118.14,-3.0912,1.1325,1.1325,1.4523,4.2237,-0.0000,4.2237,1.4609,0.3284,0.3198,-4.1725,-21.7238,-114.1671
118.56,-3.0693,1.1241,1.1241,1.4461,4.1934,-0.0000,4.1934,1.4549,0.3309,0.3220,-4.1671,-21.5784,-114.0095
118.97,-3.0472,1.1159,1.1159,1.4400,4.1630,-0.0000,4.1630,1.4490,0.3331,0.3241,-4.1617,-21.4329,-113.8518
119.39,-3.0248,1.1079,1.1079,1.4340,4.1327,-0.0000,4.1327,1.4430,0.3351,0.3261,-4.1564,-21.2875,-113.6940
119.81,-3.0022,1.1001,1.1001,1.4280,4.1024,-0.0000,4.1024,1.4371,0.3370,0.3279,-4.1510,-21.1420,-113.5360
120.23,-2.9796,1.0925,1.0925,1.4220,4.0721,-0.0000,4.0721,1.4312,0.3387,0.3295,-4.1457,-20.9974,-113.3780
120.65,-2.9567,1.0850,1.0850,1.4160,4.0417,-0.0000,4.0417,1.4252,0.3402,0.3309,-4.1405,-20.8529,-113.2198
121.08,-2.9336,1.0778,1.0778,1.4100,4.0114,-0.0000,4.0114,1.4193,0.3415,0.3322,-4.1353,-20.7083,-113.0623
121.50,-2.9103,1.0708,1.0708,1.4041,3.9811,-0.0000,3.9811,1.4134,0.3426,0.3333,-4.1301,-20.5638,-112.9066
121.93,-2.8867,1.0640,1.0640,1.3982,3.9508,-0.0000,3.9508,1.4075,0.3435,0.3342,-4.1249,-20.4192,-112.7507
122.36,-2.8630,1.0575,1.0575,1.3924,3.9204,-0.0000,3.9204,1.4016,0.3442,0.3350,-4.1198,-20.2746,-112.5946
122.78,-2.8390,1.0511,1.0511,1.3867,3.8901,-0.0000,3.8901,1.3958,0.3446,0.3355,-4.1148,-20.1299,-112.4385
123.22,-2.8147,1.0451,1.0451,1.3810,3.8598,-0.0000,3.8598,1.3899,0.3448,0.3359,-4.1097,-19.9853,-112.2822
123.65,-2.7903,1.0392,1.0392,1.3753,3.8295,-0.0000,3.8295,1.3840,0.3448,0.3361,-4.1048,-19.8406,-112.1258
124.08,-2.7656,1.0336,1.0336,1.3697,3.7991,-0.0000,3.7991,1.3781,0.3446,0.3361,-4.0998,-19.6959,-111.9693
124.52,-2.7406,1.0282,1.0282,1.3642,3.7688,-0.0000,3.7688,1.3723,0.3441,0.3360,-4.0949,-19.5512,-111.8127
124.95,-2.7155,1.0230,1.0230,1.3587,3.7385,-0.0000,3.7385,1.3665,0.3434,0.3357,-4.0901,-19.4064,-111.6559
125.39,-2.6900,1.0181,1.0181,1.3533,3.7082,-0.0000,3.7082,1.3606,0.3425,0.3351,-4.0853,-19.2617,-111.4991
125.83,-2.6644,1.0134,1.0134,1.3479,3.6778,-0.0000,3.6778,1.3548,0.3414,0.3345,-4.0806,-19.1169,-111.3421
126.27,-2.6385,1.0090,1.0090,1.3426,3.6475,-0.0000,3.6475,1.3490,0.3400,0.3336,-4.0759,-18.9721,-111.1849
126.72,-2.6124,1.0048,1.0048,1.3374,3.6172,-0.0000,3.6172,1.3432,0.3384,0.3325,-4.0713,-18.8274,-111.0277
127.16,-2.5864,1.0005,1.0005,1.3318,3.5869,-0.0000,3.5869,1.3374,0.3369,0.3313,-4.0668,-18.6853,-110.8703
127.61,-2.5609,0.9957,0.9957,1.3256,3.5565,-0.0000,3.5565,1.3316,0.3359,0.3299,-4.0623,-18.5474,-110.7128
128.06,-2.5351,0.9911,0.9911,1.3196,3.5262,-0.0000,3.5262,1.3258,0.3348,0.3285,-4.0578,-18.4096,-110.5552
128.51,-2.5092,0.9867,0.9867,1.3136,3.4959,-0.0000,3.4959,1.3201,0.3334,0.3269,-4.0535,-18.2718,-110.3945
128.96,-2.4830,0.9825,0.9825,1.3078,3.4656,-0.0000,3.4656,1.3143,0.3318,0.3253,-4.0492,-18.1340,-110.2328
129.41,-2.4566,0.9786,0.9786,1.3021,3.4352,-0.0000,3.4352,1.3086,0.3300,0.3235,-4.0450,-17.9963,-110.0709
129.86,-2.4300,0.9749,0.9749,1.2965,3.4049,-0.0000,3.4049,1.3028,0.3280,0.3216,-4.0408,-17.8586,-109.9089
130.32,-2.4032,0.9714,0.9714,1.2910,3.3746,-0.0000,3.3746,1.2971,0.3257,0.3197,-4.0368,-17.7209,-109.7468
130.78,-2.3762,0.9681,0.9681,1.2857,3.3443,-0.0000,3.3443,1.2914,0.3233,0.3176,-4.0328,-17.5833,-109.5845
131.24,-2.3489,0.9650,0.9650,1.2805,3.3139,-0.0000,3.3139,1.2857,0.3207,0.3155,-4.0289,-17.4457,-109.4220
131.70,-2.3214,0.9622,0.9622,1.2754,3.2836,-0.0000,3.2836,1.2800,0.3178,0.3132,-4.0251,-17.3082,-109.2595
132.16,-2.2937,0.9596,0.9596,1.2705,3.2533,-0.0000,3.2533,1.2743,0.3148,0.3109,-4.0214,-17.1706,-109.0967
132.62,-2.2658,0.9571,0.9571,1.2657,3.2230,-0.0000,3.2230,1.2686,0.3115,0.3085,-4.0178,-17.0332,-108.9339
133.09,-2.2377,0.9550,0.9550,1.2610,3.1926,-0.0000,3.1926,1.2630,0.3080,0.3061,-4.0142,-16.8958,-108.7709
133.55,-2.2093,0.9530,0.9530,1.2565,3.1623,-0.0000,3.1623,1.2573,0.3043,0.3035,-4.0108,-16.7584,-108.6077
134.02,-2.1807,0.9513,0.9513,1.2521,3.1320,-0.0000,3.1320,1.2517,0.3004,0.3009,-4.0075,-16.6211,-108.4444
134.49,-2.1519,0.9497,0.9497,1.2479,3.1017,-0.0000,3.1017,1.2461,0.2963,0.2982,-4.0042,-16.4839,-108.2810
134.97,-2.1251,0.9462,0.9462,1.2417,3.0713,-0.0000,3.0713,1.2404,0.2942,0.2954,-4.0011,-16.3580,-108.1174
135.44,-2.0983,0.9427,0.9427,1.2352,3.0410,-0.0000,3.0410,1.2348,0.2922,0.2926,-3.9981,-16.2334,-107.9536
135.91,-2.0714,0.9393,0.9393,1.2289,3.0107,-0.0000,3.0107,1.2292,0.2900,0.2896,-3.9952,-16.1090,-107.7866
136.39,-2.0444,0.9360,0.9360,1.2226,2.9804,-0.0000,2.9804,1.2237,0.2877,0.2866,-3.9924,-15.9846,-107.6068
136.87,-2.0172,0.9329,0.9329,1.2163,2.9500,-0.0000,2.9500,1.2181,0.2852,0.2834,-3.9898,-15.8604,-107.4267
137.35,-1.9898,0.9299,0.9299,1.2101,2.9197,-0.0000,2.9197,1.2125,0.2826,0.2802,-3.9873,-15.7363,-107.2465
137.83,-1.9623,0.9271,0.9271,1.2040,2.8894,-0.0000,2.8894,1.2070,0.2799,0.2770,-3.9849,-15.6124,-107.0660
138.32,-1.9347,0.9244,0.9244,1.1980,2.8591,-0.0000,2.8591,1.2014,0.2770,0.2736,-3.9826,-15.4886,-106.8854
138.80,-1.9069,0.9219,0.9219,1.1921,2.8287,-0.0000,2.8287,1.1959,0.2741,0.2702,-3.9805,-15.3649,-106.7045
139.29,-1.8789,0.9195,0.9195,1.1862,2.7984,-0.0000,2.7984,1.1904,0.2709,0.2667,-3.9785,-15.2413,-106.5234
139.78,-1.8508,0.9172,0.9172,1.1804,2.7681,-0.0000,2.7681,1.1849,0.2677,0.2631,-3.9767,-15.1179,-106.3421
140.27,-1.8226,0.9151,0.9151,1.1746,2.7378,-0.0000,2.7378,1.1794,0.2643,0.2595,-3.9750,-14.9947,-106.1606
140.76,-1.7943,0.9132,0.9132,1.1690,2.7074,-0.0000,2.7074,1.1740,0.2608,0.2558,-3.9735,-14.8716,-105.9789
141.25,-1.7658,0.9113,0.9113,1.1634,2.6771,-0.0000,2.6771,1.1685,0.2572,0.2521,-3.9721,-14.7487,-105.7970
141.75,-1.7372,0.9096,0.9096,1.1579,2.6468,-0.0000,2.6468,1.1631,0.2534,0.2483,-3.9709,-14.6259,-105.6149
142.25,-1.7084,0.9080,0.9080,1.1526,2.6165,-0.0000,2.6165,1.1576,0.2496,0.2445,-3.9699,-14.5033,-105.4326
142.75,-1.6796,0.9066,0.9066,1.1472,2.5861,-0.0000,2.5861,1.1522,0.2456,0.2407,-3.9691,-14.3809,-105.2500
143.25,-1.6506,0.9052,0.9052,1.1420,2.5558,-0.0000,2.5558,1.1468,0.2415,0.2368,-3.9684,-14.2586,-105.0673
143.75,-1.6215,0.9040,0.9040,1.1369,2.5255,-0.0000,2.5255,1.1414,0.2374,0.2328,-3.9679,-14.1366,-104.8843
144.26,-1.5922,0.9029,0.9029,1.1318,2.4952,-0.0000,2.4952,1.1360,0.2331,0.2288,-3.9676,-14.0147,-104.6996
144.76,-1.5629,0.9020,0.9020,1.1267,2.4648,-0.0000,2.4648,1.1306,0.2287,0.2248,-3.9675,-13.8930,-104.5137
145.27,-1.5334,0.9011,0.9011,1.1218,2.4345,-0.0000,2.4345,1.1253,0.2242,0.2207,-3.9676,-13.7715,-104.3277
145.78,-1.5038,0.9003,0.9003,1.1169,2.4042,-0.0000,2.4042,1.1199,0.2196,0.2166,-3.9679,-13.6503,-104.1414
146.29,-1.4742,0.8997,0.8997,1.1121,2.3739,-0.0000,2.3739,1.1146,0.2149,0.2124,-3.9684,-13.5292,-103.9548
146.80,-1.4444,0.8991,0.8991,1.1074,2.3435,-0.0000,2.3435,1.1093,0.2102,0.2082,-3.9692,-13.4083,-103.7681
147.32,-1.4145,0.8987,0.8987,1.1027,2.3132,-0.0000,2.3132,1.1040,0.2053,0.2041,-3.9701,-13.2877,-103.5811
147.84,-1.3846,0.8983,0.8983,1.0982,2.2829,-0.0000,2.2829,1.0987,0.2004,0.1998,-3.9713,-13.1673,-103.3939
148.36,-1.3545,0.8981,0.8981,1.0937,2.2526,-0.0000,2.2526,1.0934,0.1954,0.1956,-3.9727,-13.0472,-103.2065
148.88,-1.3244,0.8979,0.8979,1.0893,2.2222,-0.0000,2.2222,1.0882,0.1903,0.1914,-3.9744,-12.9272,-103.0188
149.40,-1.2941,0.8978,0.8978,1.0850,2.1919,-0.0000,2.1919,1.0829,0.1851,0.1872,-3.9763,-12.8076,-102.8309
149.92,-1.2638,0.8978,0.8978,1.0807,2.1616,-0.0000,2.1616,1.0777,0.1799,0.1830,-3.9785,-12.6881,-102.6428
150.45,-1.2334,0.8978,0.8978,1.0766,2.1313,-0.0000,2.1313,1.0725,0.1747,0.1788,-3.9809,-12.5690,-102.4544
150.98,-1.2030,0.8979,0.8979,1.0725,2.1009,-0.0000,2.1009,1.0673,0.1693,0.1746,-3.9836,-12.4501,-102.2658
151.51,-1.1740,0.8966,0.8966,1.0670,2.0706,-0.0000,2.0706,1.0621,0.1654,0.1704,-3.9865,-12.3369,-102.0770
152.04,-1.1451,0.8952,0.8952,1.0615,2.0403,-0.0000,2.0403,1.0569,0.1617,0.1663,-3.9898,-12.2244,-101.8880
152.57,-1.1162,0.8938,0.8938,1.0560,2.0100,-0.0000,2.0100,1.0517,0.1579,0.1622,-3.9933,-12.1123,-101.6979
153.11,-1.0872,0.8924,0.8924,1.0505,1.9796,-0.0000,1.9796,1.0466,0.1542,0.1581,-3.9972,-12.0005,-101.4958
153.64,-1.0583,0.8910,0.8910,1.0451,1.9493,-0.0000,1.9493,1.0415,0.1504,0.1541,-4.0013,-11.8890,-101.2934
154.18,-1.0293,0.8896,0.8896,1.0398,1.9190,-0.0000,1.9190,1.0363,0.1467,0.1501,-4.0057,-11.7779,-101.0907
154.73,-1.0004,0.8883,0.8883,1.0345,1.8887,-0.0000,1.8887,1.0312,0.1430,0.1462,-4.0105,-11.6671,-100.8878
155.27,-0.9715,0.8869,0.8869,1.0293,1.8583,-0.0000,1.8583,1.0261,0.1393,0.1424,-4.0155,-11.5566,-100.6845
155.81,-0.9426,0.8854,0.8854,1.0241,1.8280,-0.0000,1.8280,1.0211,0.1356,0.1386,-4.0210,-11.4465,-100.4810
156.36,-0.9137,0.8840,0.8840,1.0189,1.7977,-0.0000,1.7977,1.0160,0.1320,0.1350,-4.0267,-11.3367,-100.2772
156.91,-0.8848,0.8825,0.8825,1.0139,1.7674,-0.0000,1.7674,1.0110,0.1285,0.1314,-4.0328,-11.2274,-100.0731
157.46,-0.8560,0.8810,0.8810,1.0089,1.7370,-0.0000,1.7370,1.0059,0.1249,0.1279,-4.0393,-11.1183,-99.8687
158.01,-0.8273,0.8795,0.8795,1.0039,1.7067,-0.0000,1.7067,1.0009,0.1215,0.1245,-4.0461,-11.0097,-99.6641
158.57,-0.7985,0.8779,0.8779,0.9990,1.6764,-0.0000,1.6764,0.9959,0.1181,0.1212,-4.0532,-10.9015,-99.4591
159.12,-0.7699,0.8762,0.8762,0.9942,1.6461,-0.0000,1.6461,0.9909,0.1147,0.1180,-4.0608,-10.7937,-99.2538
159.68,-0.7413,0.8745,0.8745,0.9894,1.6157,-0.0000,1.6157,0.9860,0.1115,0.1150,-4.0688,-10.6862,-99.0483
160.24,-0.7127,0.8727,0.8727,0.9848,1.5854,-0.0000,1.5854,0.9810,0.1083,0.1121,-4.0771,-10.5791,-98.8424
160.80,-0.6841,0.8710,0.8710,0.9802,1.5551,-0.0000,1.5551,0.9761,0.1051,0.1092,-4.0859,-10.4721,-98.6363
161.37,-0.6556,0.8691,0.8691,0.9755,1.5248,-0.0000,1.5248,0.9711,0.1020,0.1063,-4.0950,-10.3656,-98.4299
161.93,-0.6272,0.8672,0.8672,0.9707,1.4944,-0.0000,1.4944,0.9662,0.0990,0.1035,-4.1046,-10.2596,-98.2223
162.50,-0.5989,0.8652,0.8652,0.9659,1.4641,-0.0000,1.4641,0.9613,0.0962,0.1007,-4.1146,-10.1540,-98.0136
163.07,-0.5707,0.8630,0.8630,0.9610,1.4338,-0.0000,1.4338,0.9565,0.0934,0.0980,-4.1251,-10.0488,-97.8046
163.65,-0.5427,0.8608,0.8608,0.9561,1.4035,-0.0000,1.4035,0.9516,0.0908,0.0953,-4.1360,-9.9442,-97.5952
164.22,-0.5147,0.8584,0.8584,0.9511,1.3731,-0.0000,1.3731,0.9468,0.0883,0.0927,-4.1473,-9.8400,-97.3856
164.80,-0.4869,0.8560,0.8560,0.9461,1.3428,-0.0000,1.3428,0.9419,0.0860,0.0901,-4.1592,-9.7363,-97.1756
165.37,-0.4592,0.8533,0.8533,0.9410,1.3125,-0.0000,1.3125,0.9371,0.0838,0.0876,-4.1715,-9.6331,-96.9654
165.95,-0.4316,0.8506,0.8506,0.9358,1.2822,-0.0000,1.2822,0.9323,0.0818,0.0852,-4.1843,-9.5304,-96.7548
166.54,-0.4042,0.8476,0.8476,0.9305,1.2518,-0.0000,1.2518,0.9275,0.0799,0.0829,-4.1975,-9.4282,-96.5439
167.12,-0.3770,0.8446,0.8446,0.9252,1.2215,-0.0000,1.2215,0.9228,0.0782,0.0806,-4.2113,-9.3265,-96.3327
167.71,-0.3499,0.8413,0.8413,0.9198,1.1912,-0.0000,1.1912,0.9180,0.0767,0.0785,-4.2256,-9.2254,-96.1212
168.30,-0.3230,0.8379,0.8379,0.9143,1.1609,-0.0000,1.1609,0.9133,0.0754,0.0764,-4.2404,-9.1248,-95.9094
