freq_Hz,anechoic_dB,inroom_dB,level_corr_dB,post_dsp_dB,room_gain_dB,room_hf_abs_dB,room_tf_dB,harman_target_dB,dsp_correction_dB,dsp_correction_smoothed_dB,woofer_dB,mid_dB,tweeter_dB
791.70,-0.0326,-0.0326,-0.0326,0.0232,0.0000,-0.0000,0.0000,0.0550,0.0875,0.0558,-47.6755,-1.2730,-17.8252
794.48,-0.0464,-0.0464,-0.0464,0.0138,0.0000,-0.0000,0.0000,0.0546,0.1010,0.0602,-47.7941,-1.3080,-17.6945
797.27,-0.0602,-0.0602,-0.0602,0.0043,0.0000,-0.0000,0.0000,0.0542,0.1144,0.0645,-47.9127,-1.3434,-17.5639
800.06,-0.0739,-0.0739,-0.0739,-0.0053,0.0000,-0.0000,0.0000,0.0538,0.1277,0.0686,-48.0313,-1.3791,-17.4335
802.87,-0.0876,-0.0876,-0.0876,-0.0151,0.0000,-0.0000,0.0000,0.0535,0.1410,0.0725,-48.1499,-1.4152,-17.3033
805.69,-0.1012,-0.1012,-0.1012,-0.0249,0.0000,-0.0000,0.0000,0.0531,0.1543,0.0762,-48.2685,-1.4516,-17.1733
808.52,-0.0989,-0.0989,-0.0989,-0.0190,0.0000,-0.0000,0.0000,0.0527,0.1516,0.0798,-48.3872,-1.4698,-17.0434
811.35,-0.0916,-0.0916,-0.0916,-0.0084,0.0000,-0.0000,0.0000,0.0524,0.1440,0.0832,-48.5059,-1.4826,-16.9137
814.20,-0.0844,-0.0844,-0.0844,0.0021,0.0000,-0.0000,0.0000,0.0520,0.1364,0.0865,-48.6246,-1.4956,-16.7841
817.06,-0.0771,-0.0771,-0.0771,0.0125,0.0000,-0.0000,0.0000,0.0517,0.1287,0.0896,-48.7433,-1.5090,-16.6547
819.93,-0.0697,-0.0697,-0.0697,0.0228,0.0000,-0.0000,0.0000,0.0513,0.1210,0.0925,-48.8620,-1.5226,-16.5255
822.80,-0.0639,-0.0639,-0.0639,0.0313,0.0000,-0.0000,0.0000,0.0509,0.1149,0.0953,-48.9807,-1.5364,-16.4068
825.69,-0.0595,-0.0595,-0.0595,0.0384,0.0000,-0.0000,0.0000,0.0506,0.1101,0.0978,-49.0995,-1.5506,-16.2970
828.59,-0.0551,-0.0551,-0.0551,0.0452,0.0000,-0.0000,0.0000,0.0502,0.1053,0.1003,-49.2183,-1.5651,-16.1875
831.50,-0.0507,-0.0507,-0.0507,0.0518,0.0000,-0.0000,0.0000,0.0499,0.1006,0.1025,-49.3371,-1.5798,-16.0783
834.41,-0.0464,-0.0464,-0.0464,0.0582,0.0000,-0.0000,0.0000,0.0496,0.0960,0.1046,-49.4559,-1.5949,-15.9693
837.34,-0.0421,-0.0421,-0.0421,0.0644,0.0000,-0.0000,0.0000,0.0492,0.0913,0.1065,-49.5747,-1.6102,-15.8606
840.28,-0.0379,-0.0379,-0.0379,0.0704,0.0000,-0.0000,0.0000,0.0489,0.0868,0.1083,-49.6936,-1.6258,-15.7521
843.23,-0.0337,-0.0337,-0.0337,0.0762,0.0000,-0.0000,0.0000,0.0485,0.0822,0.1099,-49.8124,-1.6418,-15.6438
846.19,-0.0295,-0.0295,-0.0295,0.0819,0.0000,-0.0000,0.0000,0.0482,0.0777,0.1114,-49.9313,-1.6580,-15.5358
849.16,-0.0254,-0.0254,-0.0254,0.0873,0.0000,-0.0000,0.0000,0.0479,0.0733,0.1127,-50.0502,-1.6745,-15.4281
852.14,-0.0213,-0.0213,-0.0213,0.0926,0.0000,-0.0000,0.0000,0.0475,0.0689,0.1139,-50.1691,-1.6913,-15.3207
855.13,-0.0201,-0.0201,-0.0201,0.0948,0.0000,-0.0000,0.0000,0.0472,0.0674,0.1149,-50.2880,-1.7119,-15.2135
858.13,-0.0264,-0.0264,-0.0264,0.0901,0.0000,-0.0000,0.0000,0.0469,0.0733,0.1165,-50.4070,-1.7419,-15.1065
861.14,-0.0327,-0.0327,-0.0327,0.0862,0.0000,-0.0000,0.0000,0.0466,0.0793,0.1189,-50.5259,-1.7722,-14.9999
864.16,-0.0390,-0.0390,-0.0390,0.0831,0.0000,-0.0000,0.0000,0.0462,0.0852,0.1221,-50.6449,-1.8029,-14.8935
867.20,-0.0453,-0.0453,-0.0453,0.0807,0.0000,-0.0000,0.0000,0.0459,0.0912,0.1260,-50.7639,-1.8339,-14.7873
870.24,-0.0516,-0.0516,-0.0516,0.0791,0.0000,-0.0000,0.0000,0.0456,0.0972,0.1307,-50.8829,-1.8653,-14.6815
873.29,-0.0599,-0.0599,-0.0599,0.0763,0.0000,-0.0000,0.0000,0.0453,0.1052,0.1362,-51.0019,-1.8970,-14.5860
876.36,-0.0682,-0.0682,-0.0682,0.0743,0.0000,-0.0000,0.0000,0.0450,0.1132,0.1426,-51.1210,-1.9291,-14.4911
879.43,-0.0767,-0.0767,-0.0767,0.0731,0.0000,-0.0000,0.0000,0.0447,0.1213,0.1498,-51.2400,-1.9616,-14.3966
882.52,-0.0852,-0.0852,-0.0852,0.0727,0.0000,-0.0000,0.0000,0.0444,0.1295,0.1579,-51.3591,-1.9944,-14.3023
885.62,-0.0937,-0.0937,-0.0937,0.0731,0.0000,-0.0000,0.0000,0.0441,0.1378,0.1668,-51.4782,-2.0276,-14.2084
888.73,-0.1023,-0.1023,-0.1023,0.0743,0.0000,-0.0000,0.0000,0.0438,0.1461,0.1766,-51.5973,-2.0612,-14.1148
891.85,-0.1110,-0.1110,-0.1110,0.0763,0.0000,-0.0000,0.0000,0.0435,0.1544,0.1873,-51.7164,-2.0951,-14.0215
894.98,-0.1197,-0.1197,-0.1197,0.0792,0.0000,-0.0000,0.0000,0.0432,0.1629,0.1989,-51.8356,-2.1295,-13.9285
898.12,-0.1285,-0.1285,-0.1285,0.0828,0.0000,-0.0000,0.0000,0.0429,0.1714,0.2113,-51.9547,-2.1642,-13.8359
901.27,-0.1374,-0.1374,-0.1374,0.0873,0.0000,-0.0000,0.0000,0.0426,0.1799,0.2247,-52.0739,-2.1992,-13.7435
904.43,-0.1463,-0.1463,-0.1463,0.0926,0.0000,-0.0000,0.0000,0.0423,0.1885,0.2389,-52.1931,-2.2347,-13.6515
907.60,-0.1625,-0.1625,-0.1625,0.0915,0.0000,-0.0000,0.0000,0.0420,0.2045,0.2540,-52.3122,-2.2799,-13.5599
910.79,-0.1807,-0.1807,-0.1807,0.0896,0.0000,-0.0000,0.0000,0.0417,0.2224,0.2703,-52.4315,-2.3279,-13.4685
913.99,-0.1990,-0.1990,-0.1990,0.0887,0.0000,-0.0000,0.0000,0.0414,0.2404,0.2877,-52.5507,-2.3764,-13.3775
917.19,-0.2173,-0.2173,-0.2173,0.0888,0.0000,-0.0000,0.0000,0.0411,0.2584,0.3061,-52.6699,-2.4253,-13.2868
920.41,-0.2356,-0.2356,-0.2356,0.0901,0.0000,-0.0000,0.0000,0.0408,0.2764,0.3257,-52.7892,-2.4747,-13.1964
923.64,-0.2560,-0.2560,-0.2560,0.0903,0.0000,-0.0000,0.0000,0.0406,0.2965,0.3463,-52.9085,-2.5245,-13.1157
926.88,-0.2797,-0.2797,-0.2797,0.0883,0.0000,-0.0000,0.0000,0.0403,0.3200,0.3680,-53.0277,-2.5747,-13.0494
930.14,-0.3036,-0.3036,-0.3036,0.0871,0.0000,-0.0000,0.0000,0.0400,0.3436,0.3907,-53.1470,-2.6253,-12.9834
933.40,-0.3276,-0.3276,-0.3276,0.0867,0.0000,-0.0000,0.0000,0.0397,0.3673,0.4144,-53.2664,-2.6764,-12.9179
936.68,-0.3518,-0.3518,-0.3518,0.0872,0.0000,-0.0000,0.0000,0.0394,0.3912,0.4390,-53.3857,-2.7280,-12.8529
939.96,-0.3761,-0.3761,-0.3761,0.0886,0.0000,-0.0000,0.0000,0.0392,0.4153,0.4647,-53.5050,-2.7799,-12.7882
943.26,-0.4006,-0.4006,-0.4006,0.0908,0.0000,-0.0000,0.0000,0.0389,0.4395,0.4914,-53.6244,-2.8324,-12.7240
946.57,-0.4252,-0.4252,-0.4252,0.0938,0.0000,-0.0000,0.0000,0.0386,0.4639,0.5190,-53.7438,-2.8852,-12.6601
949.90,-0.4500,-0.4500,-0.4500,0.0975,0.0000,-0.0000,0.0000,0.0384,0.4884,0.5475,-53.8631,-2.9385,-12.5967
953.23,-0.4749,-0.4749,-0.4749,0.1019,0.0000,-0.0000,0.0000,0.0381,0.5130,0.5768,-53.9825,-2.9923,-12.5338
956.57,-0.5000,-0.5000,-0.5000,0.1070,0.0000,-0.0000,0.0000,0.0378,0.5378,0.6070,-54.1020,-3.0465,-12.4712
959.93,-0.5303,-0.5303,-0.5303,0.1077,0.0000,-0.0000,0.0000,0.0376,0.5679,0.6380,-54.2214,-3.1081,-12.4091
963.30,-0.5726,-0.5726,-0.5726,0.0952,0.0000,-0.0000,0.0000,0.0373,0.6100,0.6679,-54.3408,-3.1861,-12.3473
966.68,-0.6150,-0.6150,-0.6150,0.0811,0.0000,-0.0000,0.0000,0.0371,0.6521,0.6962,-54.4603,-3.2647,-12.2861
970.07,-0.6575,-0.6575,-0.6575,0.0654,0.0000,-0.0000,0.0000,0.0368,0.6943,0.7229,-54.5798,-3.3438,-12.2252
973.48,-0.7000,-0.7000,-0.7000,0.0480,0.0000,-0.0000,0.0000,0.0365,0.7366,0.7481,-54.6992,-3.4235,-12.1647
976.89,-0.7426,-0.7426,-0.7426,0.0290,0.0000,-0.0000,0.0000,0.0363,0.7789,0.7717,-54.8187,-3.5037,-12.1047
980.32,-0.7843,-0.7843,-0.7843,0.0094,0.0000,-0.0000,0.0000,0.0360,0.8203,0.7937,-54.9382,-3.5845,-12.0414
983.76,-0.8258,-0.8258,-0.8258,-0.0119,0.0000,-0.0000,0.0000,0.0358,0.8616,0.8139,-55.0578,-3.6657,-11.9778
987.21,-0.8673,-0.8673,-0.8673,-0.0350,0.0000,-0.0000,0.0000,0.0355,0.9028,0.8323,-55.1773,-3.7476,-11.9146
990.68,-0.9088,-0.9088,-0.9088,-0.0598,0.0000,-0.0000,0.0000,0.0353,0.9441,0.8490,-55.2969,-3.8300,-11.8518
994.16,-0.9503,-0.9503,-0.9503,-0.0864,0.0000,-0.0000,0.0000,0.0351,0.9854,0.8639,-55.4164,-3.9129,-11.7894
997.65,-0.9919,-0.9919,-0.9919,-0.1148,0.0000,-0.0000,0.0000,0.0348,1.0267,0.8770,-55.5360,-3.9964,-11.7274
1001.15,-1.0334,-1.0334,-1.0334,-0.1450,0.0000,-0.0000,0.0000,0.0329,1.0663,0.8884,-55.6556,-4.0804,-11.6659
1004.66,-1.0750,-1.0750,-1.0750,-0.1769,0.0000,-0.0000,0.0000,0.0276,1.1026,0.8980,-55.7752,-4.1650,-11.6047
1008.19,-1.1165,-1.1165,-1.1165,-0.2106,0.0000,-0.0000,0.0000,0.0223,1.1388,0.9059,-55.8948,-4.2502,-11.5440
1011.72,-1.1580,-1.1580,-1.1580,-0.2461,0.0000,-0.0000,0.0000,0.0170,1.1751,0.9120,-56.0144,-4.3359,-11.4836
1015.27,-1.1996,-1.1996,-1.1996,-0.2833,0.0000,-0.0000,0.0000,0.0118,1.2113,0.9163,-56.1341,-4.4222,-11.4237
1018.84,-1.1839,-1.1839,-1.1839,-0.2648,0.0000,-0.0000,0.0000,0.0065,1.1903,0.9190,-56.2537,-4.4257,-11.3641
1022.41,-1.1552,-1.1552,-1.1552,-0.2348,0.0000,-0.0000,0.0000,0.0012,1.1563,0.9204,-56.3734,-4.4104,-11.3050
1026.00,-1.1267,-1.1267,-1.1267,-0.2063,0.0000,-0.0000,0.0000,-0.0041,1.1226,0.9204,-56.4931,-4.3952,-11.2463
1029.60,-1.0984,-1.0984,-1.0984,-0.1794,0.0000,-0.0000,0.0000,-0.0094,1.0890,0.9190,-56.6128,-4.3803,-11.1879
1033.21,-1.0704,-1.0704,-1.0704,-0.1540,0.0000,-0.0000,0.0000,-0.0147,1.0557,0.9163,-56.7325,-4.3656,-11.1300
1036.84,-1.0420,-1.0420,-1.0420,-0.1297,0.0000,-0.0000,0.0000,-0.0199,1.0220,0.9123,-56.8522,-4.3510,-11.0708
1040.48,-1.0123,-1.0123,-1.0123,-0.1053,0.0000,-0.0000,0.0000,-0.0252,0.9870,0.9070,-56.9719,-4.3367,-11.0071
1044.13,-0.9827,-0.9827,-0.9827,-0.0824,0.0000,-0.0000,0.0000,-0.0305,0.9522,0.9004,-57.0917,-4.3225,-10.9437
1047.80,-0.9534,-0.9534,-0.9534,-0.0609,0.0000,-0.0000,0.0000,-0.0358,0.9176,0.8926,-57.2114,-4.3086,-10.8808
1051.47,-0.9243,-0.9243,-0.9243,-0.0408,0.0000,-0.0000,0.0000,-0.0410,0.8832,0.8835,-57.3312,-4.2949,-10.8182
1055.16,-0.8953,-0.8953,-0.8953,-0.0221,0.0000,-0.0000,0.0000,-0.0463,0.8490,0.8732,-57.4510,-4.2813,-10.7560
1058.87,-0.8665,-0.8665,-0.8665,-0.0049,0.0000,-0.0000,0.0000,-0.0516,0.8150,0.8616,-57.5708,-4.2680,-10.6941
1062.58,-0.8380,-0.8380,-0.8380,0.0109,0.0000,-0.0000,0.0000,-0.0568,0.7811,0.8489,-57.6906,-4.2549,-10.6326
1066.31,-0.8096,-0.8096,-0.8096,0.0255,0.0000,-0.0000,0.0000,-0.0621,0.7475,0.8351,-57.8104,-4.2419,-10.5715
1070.05,-0.7814,-0.7814,-0.7814,0.0389,0.0000,-0.0000,0.0000,-0.0674,0.7140,0.8202,-57.9302,-4.2292,-10.5107
1073.81,-0.7534,-0.7534,-0.7534,0.0509,0.0000,-0.0000,0.0000,-0.0726,0.6807,0.8043,-58.0501,-4.2166,-10.4503
1077.58,-0.7354,-0.7354,-0.7354,0.0519,0.0000,-0.0000,0.0000,-0.0779,0.6575,0.7873,-58.1699,-4.2190,-10.3902
1081.36,-0.7379,-0.7379,-0.7379,0.0334,0.0000,-0.0000,0.0000,-0.0832,0.6548,0.7713,-58.2898,-4.2520,-10.3305
1085.15,-0.7406,-0.7406,-0.7406,0.0161,0.0000,-0.0000,0.0000,-0.0884,0.6522,0.7568,-58.4096,-4.2855,-10.2712
1088.96,-0.7434,-0.7434,-0.7434,0.0002,0.0000,-0.0000,0.0000,-0.0937,0.6498,0.7436,-58.5295,-4.3193,-10.2121
1092.78,-0.7464,-0.7464,-0.7464,-0.0145,0.0000,-0.0000,0.0000,-0.0989,0.6474,0.7319,-58.6494,-4.3534,-10.1535
1096.62,-0.7494,-0.7494,-0.7494,-0.0278,0.0000,-0.0000,0.0000,-0.1042,0.6452,0.7216,-58.7693,-4.3879,-10.0951
1100.47,-0.7539,-0.7539,-0.7539,-0.0412,0.0000,-0.0000,0.0000,-0.1095,0.6445,0.7128,-58.8892,-4.4227,-10.0409
1104.33,-0.7591,-0.7591,-0.7591,-0.0539,0.0000,-0.0000,0.0000,-0.1147,0.6444,0.7052,-59.0092,-4.4579,-9.9888
1108.20,-0.7645,-0.7645,-0.7645,-0.0655,0.0000,-0.0000,0.0000,-0.1200,0.6446,0.6990,-59.1291,-4.4935,-9.9370
1112.09,-0.7700,-0.7700,-0.7700,-0.0759,0.0000,-0.0000,0.0000,-0.1252,0.6448,0.6941,-59.2491,-4.5294,-9.8855
1116.00,-0.7757,-0.7757,-0.7757,-0.0852,0.0000,-0.0000,0.0000,-0.1305,0.6452,0.6905,-59.3690,-4.5656,-9.8344
1119.91,-0.7815,-0.7815,-0.7815,-0.0933,0.0000,-0.0000,0.0000,-0.1357,0.6458,0.6882,-59.4890,-4.6023,-9.7836
1123.84,-0.7874,-0.7874,-0.7874,-0.1002,0.0000,-0.0000,0.0000,-0.1409,0.6465,0.6872,-59.6090,-4.6392,-9.7332
1127.79,-0.7935,-0.7935,-0.7935,-0.1060,0.0000,-0.0000,0.0000,-0.1462,0.6473,0.6875,-59.7290,-4.6765,-9.6830
1131.74,-0.7997,-0.7997,-0.7997,-0.1107,0.0000,-0.0000,0.0000,-0.1514,0.6483,0.6890,-59.8490,-4.7142,-9.6332
1135.72,-0.8061,-0.8061,-0.8061,-0.1142,0.0000,-0.0000,0.0000,-0.1567,0.6494,0.6918,-59.9690,-4.7522,-9.5837
1139.70,-0.8126,-0.8126,-0.8126,-0.1166,0.0000,-0.0000,0.0000,-0.1619,0.6506,0.6959,-60.0891,-4.7906,-9.5345
1143.70,-0.8292,-0.8292,-0.8292,-0.1284,0.0000,-0.0000,0.0000,-0.1672,0.6621,0.7008,-60.2091,-4.8453,-9.4856
1147.72,-0.8479,-0.8479,-0.8479,-0.1422,0.0000,-0.0000,0.0000,-0.1724,0.6755,0.7057,-60.3291,-4.9035,-9.4370
1151.74,-0.8667,-0.8667,-0.8667,-0.1560,0.0000,-0.0000,0.0000,-0.1776,0.6891,0.7107,-60.4492,-4.9621,-9.3887
1155.79,-0.8855,-0.8855,-0.8855,-0.1699,0.0000,-0.0000,0.0000,-0.1829,0.7026,0.7156,-60.5693,-5.0212,-9.3407
1159.84,-0.9044,-0.9044,-0.9044,-0.1838,0.0000,-0.0000,0.0000,-0.1881,0.7163,0.7206,-60.6894,-5.0806,-9.2929
1163.91,-0.9227,-0.9227,-0.9227,-0.1972,0.0000,-0.0000,0.0000,-0.1933,0.7294,0.7255,-60.8095,-5.1405,-9.2440
1168.00,-0.9368,-0.9368,-0.9368,-0.2063,0.0000,-0.0000,0.0000,-0.1986,0.7383,0.7305,-60.9296,-5.2008,-9.1843
1172.10,-0.9509,-0.9509,-0.9509,-0.2153,0.0000,-0.0000,0.0000,-0.2038,0.7471,0.7356,-61.0497,-5.2614,-9.1249
1176.21,-0.9649,-0.9649,-0.9649,-0.2242,0.0000,-0.0000,0.0000,-0.2090,0.7559,0.7407,-61.1698,-5.3225,-9.0657
1180.34,-0.9789,-0.9789,-0.9789,-0.2329,0.0000,-0.0000,0.0000,-0.2143,0.7646,0.7459,-61.2899,-5.3840,-9.0067
1184.48,-0.9927,-0.9927,-0.9927,-0.2415,0.0000,-0.0000,0.0000,-0.2195,0.7732,0.7512,-61.4101,-5.4459,-8.9479
1188.64,-1.0065,-1.0065,-1.0065,-0.2499,0.0000,-0.0000,0.0000,-0.2247,0.7818,0.7566,-61.5302,-5.5083,-8.8892
1192.81,-1.0202,-1.0202,-1.0202,-0.2582,0.0000,-0.0000,0.0000,-0.2299,0.7902,0.7620,-61.6504,-5.5710,-8.8308
1196.99,-1.0338,-1.0338,-1.0338,-0.2663,0.0000,-0.0000,0.0000,-0.2352,0.7986,0.7674,-61.7706,-5.6341,-8.7725
1201.19,-1.0472,-1.0472,-1.0472,-0.2743,0.0000,-0.0000,0.0000,-0.2404,0.8069,0.7729,-61.8907,-5.6976,-8.7145
1205.41,-1.0606,-1.0606,-1.0606,-0.2821,0.0000,-0.0000,0.0000,-0.2456,0.8150,0.7785,-62.0109,-5.7616,-8.6565
1209.64,-1.0703,-1.0703,-1.0703,-0.2863,0.0000,-0.0000,0.0000,-0.2508,0.8195,0.7841,-62.1311,-5.8198,-8.5988
1213.89,-1.0735,-1.0735,-1.0735,-0.2841,0.0000,-0.0000,0.0000,-0.2560,0.8174,0.7894,-62.2514,-5.8672,-8.5411
1218.15,-1.0766,-1.0766,-1.0766,-0.2822,0.0000,-0.0000,0.0000,-0.2613,0.8153,0.7944,-62.3716,-5.9149,-8.4837
1222.42,-1.0796,-1.0796,-1.0796,-0.2805,0.0000,-0.0000,0.0000,-0.2665,0.8131,0.7991,-62.4918,-5.9629,-8.4263
1226.71,-1.0825,-1.0825,-1.0825,-0.2791,0.0000,-0.0000,0.0000,-0.2717,0.8108,0.8034,-62.6120,-6.0112,-8.3691
1231.02,-1.0854,-1.0854,-1.0854,-0.2779,0.0000,-0.0000,0.0000,-0.2769,0.8085,0.8074,-62.7323,-6.0599,-8.3120
1235.34,-1.0910,-1.0910,-1.0910,-0.2799,0.0000,-0.0000,0.0000,-0.2821,0.8089,0.8112,-62.8526,-6.1090,-8.2615
1239.67,-1.0989,-1.0989,-1.0989,-0.2845,0.0000,-0.0000,0.0000,-0.2873,0.8116,0.8144,-62.9728,-6.1583,-8.2164
1244.02,-1.1068,-1.1068,-1.1068,-0.2896,0.0000,-0.0000,0.0000,-0.2925,0.8143,0.8172,-63.0931,-6.2080,-8.1714
1248.39,-1.1147,-1.1147,-1.1147,-0.2952,0.0000,-0.0000,0.0000,-0.2978,0.8169,0.8195,-63.2134,-6.2580,-8.1265
1252.77,-1.1225,-1.1225,-1.1225,-0.3012,0.0000,-0.0000,0.0000,-0.3030,0.8196,0.8214,-63.3337,-6.3083,-8.0818
1257.16,-1.1304,-1.1304,-1.1304,-0.3077,0.0000,-0.0000,0.0000,-0.3082,0.8222,0.8227,-63.4540,-6.3590,-8.0372
1261.58,-1.1382,-1.1382,-1.1382,-0.3146,0.0000,-0.0000,0.0000,-0.3134,0.8248,0.8236,-63.5743,-6.4099,-7.9927
1266.00,-1.1459,-1.1459,-1.1459,-0.3220,0.0000,-0.0000,0.0000,-0.3186,0.8273,0.8239,-63.6946,-6.4612,-7.9484
1270.45,-1.1536,-1.1536,-1.1536,-0.3298,0.0000,-0.0000,0.0000,-0.3238,0.8298,0.8238,-63.8150,-6.5128,-7.9041
1274.91,-1.1613,-1.1613,-1.1613,-0.3381,0.0000,-0.0000,0.0000,-0.3290,0.8323,0.8232,-63.9353,-6.5647,-7.8599
1279.38,-1.1689,-1.1689,-1.1689,-0.3469,0.0000,-0.0000,0.0000,-0.3342,0.8347,0.8220,-64.0557,-6.6170,-7.8158
1283.87,-1.1771,-1.1771,-1.1771,-0.3565,0.0000,-0.0000,0.0000,-0.3394,0.8377,0.8206,-64.1760,-6.6707,-7.7718
1288.38,-1.1853,-1.1853,-1.1853,-0.3661,0.0000,-0.0000,0.0000,-0.3446,0.8407,0.8192,-64.2964,-6.7250,-7.7278
1292.90,-1.1934,-1.1934,-1.1934,-0.3756,0.0000,-0.0000,0.0000,-0.3498,0.8436,0.8178,-64.4168,-6.7796,-7.6840
1297.43,-1.2015,-1.2015,-1.2015,-0.3850,0.0000,-0.0000,0.0000,-0.3550,0.8465,0.8165,-64.5372,-6.8344,-7.6402
1301.99,-1.2094,-1.2094,-1.2094,-0.3942,0.0000,-0.0000,0.0000,-0.3602,0.8492,0.8152,-64.6576,-6.8896,-7.5964
1306.56,-1.2173,-1.2173,-1.2173,-0.4034,0.0000,-0.0000,0.0000,-0.3654,0.8519,0.8139,-64.7780,-6.9451,-7.5528
1311.14,-1.2163,-1.2163,-1.2163,-0.4036,0.0000,-0.0000,0.0000,-0.3706,0.8457,0.8127,-64.8984,-7.0009,-7.4912
1315.74,-1.2149,-1.2149,-1.2149,-0.4030,0.0000,-0.0000,0.0000,-0.3758,0.8392,0.8119,-65.0188,-7.0570,-7.4292
1320.36,-1.2133,-1.2133,-1.2133,-0.4019,0.0000,-0.0000,0.0000,-0.3810,0.8323,0.8114,-65.1392,-7.1134,-7.3673
1324.99,-1.2114,-1.2114,-1.2114,-0.4002,0.0000,-0.0000,0.0000,-0.3862,0.8252,0.8112,-65.2597,-7.1701,-7.3053
1329.64,-1.2093,-1.2093,-1.2093,-0.3979,0.0000,-0.0000,0.0000,-0.3914,0.8179,0.8114,-65.3801,-7.2271,-7.2433
1334.31,-1.2068,-1.2068,-1.2068,-0.3950,0.0000,-0.0000,0.0000,-0.3965,0.8103,0.8119,-65.5006,-7.2844,-7.1813
1338.99,-1.2041,-1.2041,-1.2041,-0.3915,0.0000,-0.0000,0.0000,-0.4017,0.8024,0.8126,-65.6210,-7.3420,-7.1193
1343.69,-1.2011,-1.2011,-1.2011,-0.3874,0.0000,-0.0000,0.0000,-0.4069,0.7942,0.8137,-65.7415,-7.3999,-7.0573
1348.41,-1.1979,-1.1979,-1.1979,-0.3827,0.0000,-0.0000,0.0000,-0.4121,0.7858,0.8151,-65.8620,-7.4580,-6.9953
1353.14,-1.1943,-1.1943,-1.1943,-0.3775,0.0000,-0.0000,0.0000,-0.4173,0.7770,0.8169,-65.9824,-7.5165,-6.9332
1357.89,-1.1939,-1.1939,-1.1939,-0.3750,0.0000,-0.0000,0.0000,-0.4225,0.7714,0.8189,-66.1029,-7.5823,-6.8711
1362.65,-1.1989,-1.1989,-1.1989,-0.3777,0.0000,-0.0000,0.0000,-0.4277,0.7712,0.8212,-66.2234,-7.6605,-6.8091
1367.44,-1.2034,-1.2034,-1.2034,-0.3796,0.0000,-0.0000,0.0000,-0.4329,0.7705,0.8238,-66.3440,-7.7389,-6.7470
1372.24,-1.2075,-1.2075,-1.2075,-0.3808,0.0000,-0.0000,0.0000,-0.4380,0.7695,0.8267,-66.4645,-7.8177,-6.6849
1377.05,-1.2113,-1.2113,-1.2113,-0.3814,0.0000,-0.0000,0.0000,-0.4432,0.7680,0.8299,-66.5850,-7.8969,-6.6229
1381.88,-1.2146,-1.2146,-1.2146,-0.3812,0.0000,-0.0000,0.0000,-0.4484,0.7662,0.8334,-66.7055,-7.9764,-6.5608
1386.73,-1.2242,-1.2242,-1.2242,-0.3870,0.0000,-0.0000,0.0000,-0.4536,0.7706,0.8371,-66.8261,-8.0562,-6.5110
1391.60,-1.2430,-1.2430,-1.2430,-0.4019,0.0000,-0.0000,0.0000,-0.4588,0.7842,0.8411,-66.9466,-8.1364,-6.4788
1396.48,-1.2617,-1.2617,-1.2617,-0.4165,0.0000,-0.0000,0.0000,-0.4639,0.7978,0.8452,-67.0672,-8.2169,-6.4467
1401.38,-1.2803,-1.2803,-1.2803,-0.4309,0.0000,-0.0000,0.0000,-0.4691,0.8112,0.8493,-67.1877,-8.2977,-6.4147
1406.30,-1.2987,-1.2987,-1.2987,-0.4451,0.0000,-0.0000,0.0000,-0.4743,0.8244,0.8536,-67.3083,-8.3789,-6.3829
1411.24,-1.3170,-1.3170,-1.3170,-0.4590,0.0000,-0.0000,0.0000,-0.4795,0.8376,0.8580,-67.4289,-8.4603,-6.3512
1416.19,-1.3352,-1.3352,-1.3352,-0.4727,0.0000,-0.0000,0.0000,-0.4847,0.8506,0.8626,-67.5495,-8.5421,-6.3198
1421.16,-1.3533,-1.3533,-1.3533,-0.4861,0.0000,-0.0000,0.0000,-0.4898,0.8635,0.8672,-67.6701,-8.6243,-6.2885
1426.15,-1.3713,-1.3713,-1.3713,-0.4993,0.0000,-0.0000,0.0000,-0.4950,0.8763,0.8720,-67.7907,-8.7067,-6.2575
1431.15,-1.3891,-1.3891,-1.3891,-0.5123,0.0000,-0.0000,0.0000,-0.5002,0.8890,0.8768,-67.9113,-8.7894,-6.2266
1436.18,-1.4069,-1.4069,-1.4069,-0.5251,0.0000,-0.0000,0.0000,-0.5053,0.9016,0.8819,-68.0319,-8.8725,-6.1960
1441.22,-1.4247,-1.4247,-1.4247,-0.5378,0.0000,-0.0000,0.0000,-0.5105,0.9142,0.8870,-68.1525,-8.9562,-6.1656
1446.27,-1.4425,-1.4425,-1.4425,-0.5504,0.0000,-0.0000,0.0000,-0.5157,0.9268,0.8920,-68.2731,-9.0402,-6.1355
1451.35,-1.4601,-1.4601,-1.4601,-0.5630,0.0000,-0.0000,0.0000,-0.5209,0.9393,0.8971,-68.3938,-9.1246,-6.1057
1456.44,-1.4777,-1.4777,-1.4777,-0.5755,0.0000,-0.0000,0.0000,-0.5260,0.9517,0.9022,-68.5144,-9.2092,-6.0762
1461.55,-1.4953,-1.4953,-1.4953,-0.5879,0.0000,-0.0000,0.0000,-0.5312,0.9641,0.9073,-68.6351,-9.2941,-6.0469
1466.68,-1.5127,-1.5127,-1.5127,-0.6003,0.0000,-0.0000,0.0000,-0.5364,0.9764,0.9125,-68.7557,-9.3794,-6.0180
1471.83,-1.5176,-1.5176,-1.5176,-0.6002,0.0000,-0.0000,0.0000,-0.5415,0.9761,0.9174,-68.8764,-9.4649,-5.9685
