freq_Hz,woofer_mag_dB,woofer_phase_deg,mid_mag_dB,mid_phase_deg,tweeter_mag_dB,tweeter_phase_deg,sum_mag_dB,sum_phase_deg
77.663,-0.6028,-90.0221,-23.4732,78.5173,-92.0945,168.5394,-1.2361,-89.1437
78.130,-0.6169,-90.6198,-23.2788,77.8503,-91.8860,168.4702,-1.2660,-89.7131
78.601,-0.6314,-91.2218,-23.0848,77.1788,-91.6775,168.4005,-1.2966,-90.2857
79.074,-0.6461,-91.8279,-22.8910,76.5026,-91.4690,168.3305,-1.3280,-90.8615
79.550,-0.6613,-92.4381,-22.6977,75.8219,-91.2605,168.2600,-1.3601,-91.4405
80.029,-0.6767,-93.0526,-22.5046,75.1364,-91.0520,168.1891,-1.3931,-92.0226
80.510,-0.6925,-93.6714,-22.3119,74.4464,-90.8435,168.1177,-1.4268,-92.6078
80.995,-0.7087,-94.2943,-22.1196,73.7516,-90.6350,168.0460,-1.4613,-93.1961
81.482,-0.7252,-94.9216,-21.9276,73.0522,-90.4265,167.9737,-1.4966,-93.7875
81.973,-0.7421,-95.5531,-21.7360,72.3480,-90.2180,167.9011,-1.5328,-94.3820
82.466,-0.7593,-96.1890,-21.5448,71.6390,-90.0095,167.8280,-1.5699,-94.9795
82.963,-0.7770,-96.8291,-21.3539,70.9253,-89.8010,167.7545,-1.6079,-95.5799
83.462,-0.7950,-97.4736,-21.1635,70.2068,-89.5925,167.6805,-1.6468,-96.1834
83.965,-0.8135,-98.1225,-20.9734,69.4835,-89.3840,167.6060,-1.6867,-96.7897
84.470,-0.8323,-98.7757,-20.7837,68.7554,-89.1756,167.5311,-1.7275,-97.3990
84.978,-0.8516,-99.4334,-20.5945,68.0224,-88.9671,167.4558,-1.7693,-98.0111
85.490,-0.8713,-100.0954,-20.4057,67.2846,-88.7586,167.3800,-1.8121,-98.6259
86.004,-0.8914,-100.7618,-20.2173,66.5419,-88.5501,167.3037,-1.8560,-99.2436
86.522,-0.9119,-101.4327,-20.0294,65.7943,-88.3416,167.2270,-1.9010,-99.8639
87.043,-0.9329,-102.1080,-19.8419,65.0417,-88.1331,167.1498,-1.9470,-100.4869
87.567,-0.9544,-102.7878,-19.6549,64.2843,-87.9246,167.0721,-1.9941,-101.1125
88.094,-0.9763,-103.4721,-19.4683,63.5219,-87.7161,166.9940,-2.0424,-101.7406
88.624,-0.9987,-104.1608,-19.2822,62.7545,-87.5076,166.9153,-2.0919,-102.3711
89.158,-1.0216,-104.8541,-19.0966,61.9822,-87.2991,166.8362,-2.1426,-103.0040
89.694,-1.0450,-105.5518,-18.9115,61.2049,-87.0906,166.7567,-2.1945,-103.6392
90.234,-1.0689,-106.2540,-18.7269,60.4226,-86.8821,166.6766,-2.2476,-104.2767
90.777,-1.0933,-106.9608,-18.5428,59.6353,-86.6736,166.5960,-2.3021,-104.9163
91.324,-1.1182,-107.6721,-18.3592,58.8429,-86.4651,166.5150,-2.3579,-105.5579
91.873,-1.1437,-108.3879,-18.1762,58.0456,-86.2566,166.4334,-2.4151,-106.2015
92.426,-1.1697,-109.1082,-17.9937,57.2432,-86.0481,166.3514,-2.4736,-106.8469
92.983,-1.1962,-109.8331,-17.8118,56.4358,-85.8396,166.2689,-2.5336,-107.4941
93.542,-1.2233,-110.5625,-17.6304,55.6233,-85.6312,166.1858,-2.5951,-108.1428
94.106,-1.2510,-111.2965,-17.4496,54.8058,-85.4227,166.1023,-2.6581,-108.7931
94.672,-1.2793,-112.0350,-17.2693,53.9832,-85.2142,166.0182,-2.7226,-109.4447
95.242,-1.3081,-112.7780,-17.0897,53.1556,-85.0057,165.9336,-2.7887,-110.0976
95.815,-1.3376,-113.5256,-16.9106,52.3229,-84.7972,165.8485,-2.8564,-110.7515
96.392,-1.3676,-114.2777,-16.7322,51.4852,-84.5887,165.7629,-2.9258,-111.4063
96.972,-1.3983,-115.0344,-16.5544,50.6424,-84.3802,165.6768,-2.9969,-112.0619
97.556,-1.4297,-115.7956,-16.3773,49.7945,-84.1717,165.5901,-3.0697,-112.7180
98.143,-1.4616,-116.5613,-16.2007,48.9416,-83.9632,165.5030,-3.1444,-113.3746
98.734,-1.4942,-117.3315,-16.0249,48.0837,-83.7547,165.4152,-3.2209,-114.0313
99.328,-1.5275,-118.1063,-15.8497,47.2207,-83.5462,165.3270,-3.2993,-114.6880
99.926,-1.5615,-118.8855,-15.6751,46.3526,-83.3378,165.2382,-3.3796,-115.3444
100.527,-1.5961,-119.6693,-15.5013,45.4796,-83.1293,165.1488,-3.4619,-116.0004
101.132,-1.6315,-120.4575,-15.3282,44.6015,-82.9208,165.0589,-3.5463,-116.6556
101.741,-1.6676,-121.2501,-15.1557,43.7184,-82.7123,164.9685,-3.6328,-117.3098
102.354,-1.7043,-122.0472,-14.9840,42.8303,-82.5038,164.8775,-3.7214,-117.9628
102.970,-1.7419,-122.8487,-14.8131,41.9372,-82.2953,164.7860,-3.8122,-118.6141
103.590,-1.7801,-123.6547,-14.6428,41.0392,-82.0868,164.6939,-3.9054,-119.2636
104.213,-1.8191,-124.4650,-14.4734,40.1362,-81.8783,164.6012,-4.0008,-119.9108
104.840,-1.8589,-125.2797,-14.3047,39.2282,-81.6699,164.5079,-4.0986,-120.5554
105.471,-1.8995,-126.0987,-14.1367,38.3154,-81.4614,164.4141,-4.1989,-121.1970
106.106,-1.9408,-126.9221,-13.9696,37.3977,-81.2529,164.3197,-4.3017,-121.8352
106.745,-1.9830,-127.7497,-13.8033,36.4751,-81.0444,164.2248,-4.4072,-122.4696
107.387,-2.0260,-128.5816,-13.6378,35.5476,-80.8359,164.1292,-4.5152,-123.0998
108.034,-2.0698,-129.4177,-13.4731,34.6154,-80.6274,164.0331,-4.6260,-123.7251
108.684,-2.1144,-130.2581,-13.3092,33.6783,-80.4190,163.9364,-4.7397,-124.3452
109.338,-2.1599,-131.1026,-13.1462,32.7365,-80.2105,163.8391,-4.8562,-124.9593
109.996,-2.2062,-131.9512,-12.9841,31.7900,-80.0020,163.7411,-4.9756,-125.5671
110.659,-2.2534,-132.8039,-12.8228,30.8387,-79.7935,163.6426,-5.0982,-126.1677
111.325,-2.3015,-133.6607,-12.6624,29.8828,-79.5850,163.5435,-5.2238,-126.7606
111.995,-2.3505,-134.5215,-12.5029,28.9223,-79.3765,163.4438,-5.3527,-127.3449
112.669,-2.4004,-135.3863,-12.3443,27.9572,-79.1681,163.3434,-5.4848,-127.9200
113.347,-2.4512,-136.2550,-12.1866,26.9875,-78.9596,163.2425,-5.6204,-128.4850
114.029,-2.5029,-137.1275,-12.0299,26.0134,-78.7511,163.1409,-5.7594,-129.0389
114.716,-2.5556,-138.0040,-11.8741,25.0348,-78.5426,163.0387,-5.9021,-129.5809
115.406,-2.6092,-138.8842,-11.7192,24.0517,-78.3341,162.9359,-6.0484,-130.1098
116.101,-2.6638,-139.7681,-11.5653,23.0643,-78.1257,162.8324,-6.1985,-130.6247
116.800,-2.7193,-140.6557,-11.4124,22.0726,-77.9172,162.7283,-6.3524,-131.1242
117.503,-2.7759,-141.5470,-11.2605,21.0766,-77.7087,162.6236,-6.5103,-131.6071
118.210,-2.8334,-142.4418,-11.1095,20.0764,-77.5002,162.5182,-6.6723,-132.0720
118.922,-2.8919,-143.3402,-10.9596,19.0720,-77.2918,162.4122,-6.8385,-132.5174
119.637,-2.9515,-144.2419,-10.8107,18.0635,-77.0833,162.3055,-7.0090,-132.9417
120.357,-3.0121,-145.1471,-10.6628,17.0510,-76.8748,162.1982,-7.1838,-133.3431
121.082,-3.0737,-146.0556,-10.5159,16.0345,-76.6663,162.0902,-7.3631,-133.7198
121.811,-3.1364,-146.9674,-10.3701,15.0141,-76.4579,161.9815,-7.5470,-134.0697
122.544,-3.2001,-147.8824,-10.2254,13.9898,-76.2494,161.8721,-7.7355,-134.3906
123.282,-3.2649,-148.8004,-10.0817,12.9617,-76.0409,161.7621,-7.9288,-134.6801
124.024,-3.3307,-149.7216,-9.9391,11.9299,-75.8325,161.6515,-8.1269,-134.9356
124.770,-3.3977,-150.6457,-9.7976,10.8944,-75.6240,161.5401,-8.3299,-135.1542
125.521,-3.4657,-151.5727,-9.6572,9.8553,-75.4155,161.4280,-8.5379,-135.3330
126.277,-3.5349,-152.5026,-9.5178,8.8127,-75.2071,161.3153,-8.7508,-135.4686
127.037,-3.6052,-153.4352,-9.3796,7.7667,-74.9986,161.2018,-8.9686,-135.5574
127.801,-3.6766,-154.3704,-9.2426,6.7173,-74.7901,161.0877,-9.1914,-135.5955
128.571,-3.7491,-155.3083,-9.1066,5.6646,-74.5817,160.9728,-9.4192,-135.5788
129.345,-3.8227,-156.2486,-8.9718,4.6086,-74.3732,160.8573,-9.6517,-135.5026
130.123,-3.8976,-157.1914,-8.8382,3.5496,-74.1647,160.7410,-9.8889,-135.3621
130.906,-3.9735,-158.1366,-8.7057,2.4875,-73.9563,160.6240,-10.1305,-135.1520
131.694,-4.0506,-159.0839,-8.5743,1.4224,-73.7478,160.5063,-10.3763,-134.8667
132.487,-4.1289,-160.0335,-8.4442,0.3544,-73.5394,160.3879,-10.6259,-134.5001
133.285,-4.2084,-160.9851,-8.3152,-0.7164,-73.3309,160.2687,-10.8787,-134.0459
134.087,-4.2891,-161.9387,-8.1874,-1.7899,-73.1224,160.1488,-11.1343,-133.4975
134.894,-4.3709,-162.8941,-8.0608,-2.8660,-72.9140,160.0281,-11.3918,-132.8478
135.706,-4.4540,-163.8514,-7.9354,-3.9447,-72.7055,159.9067,-11.6503,-132.0898
136.523,-4.5382,-164.8104,-7.8112,-5.0258,-72.4971,159.7845,-11.9087,-131.2164
137.345,-4.6237,-165.7709,-7.6882,-6.1093,-72.2886,159.6616,-12.1656,-130.2206
138.171,-4.7103,-166.7330,-7.5664,-7.1951,-72.0802,159.5380,-12.4195,-129.0959
139.003,-4.7982,-167.6965,-7.4458,-8.2830,-71.8717,159.4135,-12.6684,-127.8363
139.840,-4.8873,-168.6613,-7.3265,-9.3730,-71.6633,159.2883,-12.9103,-126.4372
140.681,-4.9777,-169.6273,-7.2084,-10.4650,-71.4548,159.1623,-13.1428,-124.8953
141.528,-5.0692,-170.5944,-7.0915,-11.5589,-71.2464,159.0355,-13.3632,-123.2094
142.380,-5.1620,-171.5625,-6.9759,-12.6545,-71.0379,158.9080,-13.5686,-121.3809
143.237,-5.2561,-172.5315,-6.8615,-13.7519,-70.8295,158.7796,-13.7559,-119.4145
144.099,-5.3514,-173.5014,-6.7483,-14.8509,-70.6210,158.6505,-13.9222,-117.3184
144.967,-5.4479,-174.4719,-6.6364,-15.9514,-70.4126,158.5205,-14.0643,-115.1048
145.839,-5.5457,-175.4430,-6.5257,-17.0532,-70.2042,158.3898,-14.1793,-112.7898
146.717,-5.6447,-176.4146,-6.4163,-18.1564,-69.9957,158.2582,-14.2649,-110.3938
147.600,-5.7449,-177.3866,-6.3081,-19.2608,-69.7873,158.1258,-14.3191,-107.9402
148.489,-5.8465,-178.3589,-6.2012,-20.3663,-69.5789,157.9926,-14.3407,-105.4553
149.382,-5.9492,-179.3314,-6.0955,-21.4728,-69.3704,157.8585,-14.3289,-102.9668
150.282,-6.0532,179.6961,-5.9911,337.4198,-69.1620,157.7237,-14.2842,-100.5025
151.186,-6.1585,178.7236,-5.8879,336.3115,-68.9536,157.5879,-14.2076,-98.0894
152.096,-6.2650,177.7512,-5.7860,335.2026,-68.7451,157.4514,-14.1008,-95.7520
153.012,-6.3728,176.7791,-5.6854,334.0931,-68.5367,157.3140,-13.9661,-93.5117
153.933,-6.4818,175.8074,-5.5860,332.9830,-68.3283,157.1757,-13.8062,-91.3862
154.859,-6.5921,174.8360,-5.4878,331.8726,-68.1199,157.0365,-13.6242,-89.3891
155.791,-6.7036,173.8653,-5.3909,330.7618,-67.9114,156.8965,-13.4230,-87.5300
156.729,-6.8163,172.8952,-5.2953,329.6508,-67.7030,156.7556,-13.2058,-85.8145
157.673,-6.9303,171.9259,-5.2008,328.5397,-67.4946,156.6139,-12.9756,-84.2453
158.622,-7.0456,170.9574,-5.1077,327.4286,-67.2862,156.4712,-12.7350,-82.8219
159.576,-7.1621,169.9899,-5.0157,326.3176,-67.0778,156.3277,-12.4867,-81.5418
160.537,-7.2798,169.0235,-4.9250,325.2067,-66.8694,156.1832,-12.2327,-80.4007
161.503,-7.3987,168.0582,-4.8355,324.0961,-66.6610,156.0379,-11.9750,-79.3931
162.475,-7.5189,167.0942,-4.7473,322.9859,-66.4526,155.8916,-11.7154,-78.5126
163.453,-7.6402,166.1316,-4.6603,321.8761,-66.2442,155.7445,-11.4553,-77.7523
164.437,-7.7628,165.1704,-4.5745,320.7668,-66.0358,155.5964,-11.1958,-77.1051
165.427,-7.8866,164.2109,-4.4899,319.6582,-65.8274,155.4474,-10.9380,-76.5640
166.423,-8.0116,163.2529,-4.4065,318.5503,-65.6190,155.2974,-10.6826,-76.1219
167.424,-8.1378,162.2968,-4.3243,317.4433,-65.4106,155.1465,-10.4303,-75.7721
168.432,-8.2652,161.3425,-4.2433,316.3371,-65.2022,154.9947,-10.1817,-75.5080
169.446,-8.3938,160.3901,-4.1635,315.2320,-64.9938,154.8419,-9.9372,-75.3236
170.466,-8.5236,159.4398,-4.0849,314.1279,-64.7854,154.6881,-9.6970,-75.2130
171.492,-8.6545,158.4916,-4.0074,313.0250,-64.5770,154.5334,-9.4614,-75.1709
172.524,-8.7866,157.5456,-3.9312,311.9233,-64.3686,154.3777,-9.2306,-75.1922
173.563,-8.9199,156.6019,-3.8560,310.8229,-64.1603,154.2210,-9.0048,-75.2723
174.607,-9.0543,155.6607,-3.7821,309.7240,-63.9519,154.0633,-8.7838,-75.4069
175.658,-9.1899,154.7219,-3.7093,308.6265,-63.7435,153.9047,-8.5679,-75.5918
176.716,-9.3265,153.7856,-3.6376,307.5306,-63.5352,153.7450,-8.3570,-75.8235
177.780,-9.4644,152.8520,-3.5670,306.4363,-63.3268,153.5843,-8.1510,-76.0986
178.850,-9.6033,151.9211,-3.4976,305.3438,-63.1184,153.4226,-7.9500,-76.4138
179.926,-9.7433,150.9930,-3.4293,304.2530,-62.9101,153.2599,-7.7538,-76.7663
181.009,-9.8845,150.0678,-3.3621,303.1640,-62.7017,153.0962,-7.5624,-77.1533
182.099,-10.0267,149.1456,-3.2960,302.0770,-62.4934,152.9314,-7.3758,-77.5726
183.195,-10.1700,148.2263,-3.2309,300.9919,-62.2850,152.7656,-7.1938,-78.0216
184.297,-10.3144,147.3102,-3.1670,299.9090,-62.0767,152.5988,-7.0163,-78.4984
185.407,-10.4598,146.3972,-3.1041,298.8281,-61.8684,152.4309,-6.8432,-79.0011
186.523,-10.6063,145.4875,-3.0422,297.7494,-61.6600,152.2619,-6.6745,-79.5277
187.646,-10.7539,144.5810,-2.9814,296.6729,-61.4517,152.0918,-6.5101,-80.0766
188.775,-10.9024,143.6780,-2.9217,295.5987,-61.2434,151.9207,-6.3498,-80.6464
189.911,-11.0520,142.7783,-2.8629,294.5268,-61.0351,151.7485,-6.1935,-81.2355
191.054,-11.2026,141.8822,-2.8052,293.4574,-60.8267,151.5752,-6.0412,-81.8426
192.204,-11.3542,140.9896,-2.7485,292.3904,-60.6184,151.4008,-5.8926,-82.4666
193.361,-11.5068,140.1006,-2.6928,291.3259,-60.4101,151.2253,-5.7479,-83.1062
194.525,-11.6603,139.2152,-2.6380,290.2639,-60.2018,151.0486,-5.6068,-83.7604
195.696,-11.8148,138.3336,-2.5843,289.2045,-59.9935,150.8709,-5.4692,-84.4283
196.874,-11.9703,137.4558,-2.5314,288.1478,-59.7852,150.6920,-5.3351,-85.1088
198.059,-12.1267,136.5818,-2.4796,287.0937,-59.5769,150.5120,-5.2043,-85.8011
199.251,-12.2841,135.7116,-2.4286,286.0424,-59.3687,150.3308,-5.0769,-86.5045
200.451,-12.4424,134.8453,-2.3786,284.9938,-59.1604,150.1485,-4.9526,-87.2181
201.657,-12.6015,133.9831,-2.3296,283.9481,-58.9521,149.9650,-4.8314,-87.9414
202.871,-12.7616,133.1248,-2.2814,282.9051,-58.7439,149.7803,-4.7132,-88.6735
204.092,-12.9226,132.2705,-2.2341,281.8650,-58.5356,149.5945,-4.5980,-89.4139
205.321,-13.0844,131.4203,-2.1877,280.8278,-58.3273,149.4075,-4.4857,-90.1621
206.557,-13.2471,130.5743,-2.1421,279.7935,-58.1191,149.2192,-4.3762,-90.9175
207.800,-13.4107,129.7324,-2.0974,278.7622,-57.9109,149.0298,-4.2693,-91.6795
209.051,-13.5751,128.8947,-2.0536,277.7339,-57.7026,148.8392,-4.1652,-92.4478
210.309,-13.7403,128.0612,-2.0106,276.7085,-57.4944,148.6473,-4.0636,-93.2218
211.575,-13.9064,127.2320,-1.9684,275.6862,-57.2862,148.4542,-3.9645,-94.0012
212.848,-14.0732,126.4070,-1.9271,274.6669,-57.0780,148.2599,-3.8678,-94.7855
214.130,-14.2409,125.5864,-1.8865,273.6507,-56.8697,148.0643,-3.7736,-95.5744
215.418,-14.4093,124.7700,-1.8467,272.6375,-56.6615,147.8675,-3.6816,-96.3676
216.715,-14.5785,123.9581,-1.8077,271.6274,-56.4534,147.6694,-3.5920,-97.1646
218.020,-14.7485,123.1505,-1.7695,270.6205,-56.2452,147.4700,-3.5045,-97.9653
219.332,-14.9192,122.3473,-1.7320,269.6166,-56.0370,147.2693,-3.4192,-98.7693
220.652,-15.0906,121.5485,-1.6953,268.6159,-55.8288,147.0674,-3.3360,-99.5763
221.980,-15.2628,120.7542,-1.6593,267.6183,-55.6207,146.8641,-3.2548,-100.3861
223.316,-15.4357,119.9643,-1.6241,266.6239,-55.4125,146.6595,-3.1756,-101.1984
224.661,-15.6093,119.1789,-1.5895,265.6326,-55.2044,146.4536,-3.0983,-102.0131
226.013,-15.7835,118.3980,-1.5557,264.6444,-54.9962,146.2464,-3.0230,-102.8299
227.373,-15.9585,117.6216,-1.5225,263.6594,-54.7881,146.0379,-2.9495,-103.6485
228.742,-16.1341,116.8497,-1.4900,262.6776,-54.5800,145.8279,-2.8777,-104.4689
230.119,-16.3104,116.0822,-1.4582,261.6989,-54.3719,145.6167,-2.8078,-105.2907
231.504,-16.4874,115.3194,-1.4270,260.7234,-54.1638,145.4040,-2.7395,-106.1139
232.897,-16.6649,114.5610,-1.3965,259.7510,-53.9557,145.1900,-2.6729,-106.9384
234.299,-16.8432,113.8072,-1.3666,258.7818,-53.7476,144.9746,-2.6079,-107.7638
235.710,-17.0220,113.0579,-1.3374,257.8157,-53.5395,144.7578,-2.5446,-108.5902
237.128,-17.2014,112.3131,-1.3088,256.8527,-53.3315,144.5396,-2.4827,-109.4173
238.556,-17.3814,111.5729,-1.2807,255.8929,-53.1234,144.3200,-2.4224,-110.2451
239.992,-17.5620,110.8372,-1.2533,254.9362,-52.9154,144.0989,-2.3636,-111.0734
241.436,-17.7432,110.1061,-1.2265,253.9825,-52.7074,143.8764,-2.3061,-111.9021
242.889,-17.9250,109.3795,-1.2002,253.0320,-52.4993,143.6525,-2.2501,-112.7311
244.351,-18.1073,108.6575,-1.1745,252.0845,-52.2913,143.4270,-2.1955,-113.5603
245.822,-18.2901,107.9400,-1.1493,251.1401,-52.0834,143.2002,-2.1422,-114.3897
247.302,-18.4735,107.2270,-1.1247,250.1988,-51.8754,142.9718,-2.0902,-115.2191
248.791,-18.6574,106.5186,-1.1007,249.2605,-51.6674,142.7419,-2.0394,-116.0484
250.288,-18.8418,105.8146,-1.0772,248.3252,-51.4595,142.5106,-1.9899,-116.8776
251.795,-19.0268,105.1152,-1.0542,247.3929,-51.2515,142.2777,-1.9416,-117.7066
253.310,-19.2122,104.4203,-1.0317,246.4636,-51.0436,142.0433,-1.8945,-118.5354
254.835,-19.3981,103.7299,-1.0097,245.5372,-50.8357,141.8073,-1.8485,-119.3638
256.369,-19.5845,103.0439,-0.9882,244.6138,-50.6278,141.5698,-1.8037,-120.1919
257.912,-19.7714,102.3625,-0.9671,243.6933,-50.4199,141.3308,-1.7600,-121.0196
259.464,-19.9587,101.6855,-0.9466,242.7756,-50.2120,141.0902,-1.7173,-121.8467
261.026,-20.1465,101.0129,-0.9265,241.8609,-50.0042,140.8480,-1.6757,-122.6734
262.597,-20.3347,100.3448,-0.9069,240.9490,-49.7963,140.6042,-1.6351,-123.4995
264.178,-20.5233,99.6811,-0.8877,240.0399,-49.5885,140.3587,-1.5955,-124.3249
265.768,-20.7124,99.0218,-0.8690,239.1336,-49.3807,140.1117,-1.5568,-125.1498
267.368,-20.9019,98.3670,-0.8507,238.2300,-49.1729,139.8631,-1.5192,-125.9740
268.977,-21.0918,97.7165,-0.8329,237.3292,-48.9652,139.6128,-1.4824,-126.7975
270.596,-21.2822,97.0703,-0.8155,236.4311,-48.7574,139.3608,-1.4466,-127.6203
272.225,-21.4729,96.4285,-0.7984,235.5357,-48.5497,139.1072,-1.4116,-128.4423
273.864,-21.6640,95.7911,-0.7818,234.6429,-48.3420,138.8519,-1.3775,-129.2636
275.512,-21.8554,95.1579,-0.7656,233.7528,-48.1343,138.5949,-1.3442,-130.0841
277.170,-22.0473,94.5291,-0.7498,232.8652,-47.9266,138.3361,-1.3118,-130.9037
278.839,-22.2395,93.9045,-0.7343,231.9802,-47.7189,138.0757,-1.2802,-131.7226
280.517,-22.4321,93.2842,-0.7193,231.0977,-47.5113,137.8136,-1.2493,-132.5407
282.206,-22.6250,92.6681,-0.7046,230.2178,-47.3037,137.5497,-1.2192,-133.3580
283.904,-22.8182,92.0562,-0.6902,229.3402,-47.0961,137.2840,-1.1899,-134.1744
285.613,-23.0118,91.4486,-0.6763,228.4652,-46.8885,137.0166,-1.1613,-134.9899
287.332,-23.2058,90.8451,-0.6626,227.5924,-46.6810,136.7473,-1.1334,-135.8047
289.062,-23.4000,90.2458,-0.6494,226.7221,-46.4735,136.4763,-1.1062,-136.6186
290.802,-23.5946,89.6506,-0.6364,225.8541,-46.2660,136.2035,-1.0797,-137.4316
292.552,-23.7894,89.0595,-0.6238,224.9884,-46.0585,135.9289,-1.0538,-138.2438
294.313,-23.9846,88.4725,-0.6115,224.1249,-45.8510,135.6524,-1.0286,-139.0552
296.085,-24.1801,87.8896,-0.5996,223.2636,-45.6436,135.3740,-1.0040,-139.8658
297.867,-24.3759,87.3107,-0.5879,222.4045,-45.4362,135.0938,-0.9801,-140.6755
299.660,-24.5719,86.7359,-0.5766,221.5476,-45.2288,134.8117,-0.9567,-141.4844
301.464,-24.7682,86.1651,-0.5656,220.6928,-45.0215,134.5277,-0.9340,-142.2926
303.278,-24.9648,85.5982,-0.5549,219.8400,-44.8142,134.2418,-0.9118,-143.0999
305.104,-25.1617,85.0353,-0.5444,218.9893,-44.6069,133.9540,-0.8901,-143.9064
306.940,-25.3588,84.4763,-0.5343,218.1406,-44.3996,133.6642,-0.8691,-144.7122
308.788,-25.5562,83.9213,-0.5244,217.2938,-44.1924,133.3725,-0.8485,-145.5173
310.646,-25.7538,83.3701,-0.5149,216.4489,-43.9852,133.0788,-0.8285,-146.3216
312.516,-25.9517,82.8228,-0.5056,215.6059,-43.7780,132.7832,-0.8090,-147.1252
314.397,-26.1498,82.2793,-0.4966,214.7648,-43.5709,132.4855,-0.7900,-147.9280
316.290,-26.3482,81.7397,-0.4878,213.9255,-43.3638,132.1858,-0.7715,-148.7302
318.194,-26.5467,81.2038,-0.4793,213.0879,-43.1567,131.8841,-0.7534,-149.5318
320.109,-26.7455,80.6717,-0.4711,212.2520,-42.9497,131.5803,-0.7358,-150.3327
322.036,-26.9446,80.1433,-0.4631,211.4178,-42.7427,131.2745,-0.7187,-151.1330
323.974,-27.1438,79.6187,-0.4554,210.5853,-42.5357,130.9666,-0.7020,-151.9327
325.924,-27.3432,79.0978,-0.4479,209.7543,-42.3288,130.6565,-0.6858,-152.7318
327.886,-27.5429,78.5805,-0.4406,208.9249,-42.1219,130.3444,-0.6699,-153.5304
329.860,-27.7427,78.0669,-0.4336,208.0971,-41.9150,130.0302,-0.6545,-154.3284
331.845,-27.9428,77.5569,-0.4269,207.2707,-41.7082,129.7138,-0.6395,-155.1260
333.843,-28.1430,77.0504,-0.4204,206.4457,-41.5014,129.3953,-0.6249,-155.9230
335.852,-28.3435,76.5476,-0.4141,205.6221,-41.2947,129.0745,-0.6107,-156.7197
337.874,-28.5441,76.0483,-0.4080,204.7999,-41.0880,128.7516,-0.5968,-157.5159
339.908,-28.7449,75.5525,-0.4022,203.9790,-40.8814,128.4265,-0.5833,-158.3117
341.954,-28.9458,75.0603,-0.3965,203.1594,-40.6748,128.0991,-0.5702,-159.1072
344.012,-29.1470,74.5714,-0.3911,202.3410,-40.4682,127.7695,-0.5574,-159.9024
346.082,-29.3483,74.0861,-0.3859,201.5238,-40.2617,127.4377,-0.5450,-160.6972
348.166,-29.5498,73.6042,-0.3810,200.7077,-40.0553,127.1035,-0.5329,-161.4918
350.261,-29.7514,73.1256,-0.3762,199.8927,-39.8489,126.7671,-0.5211,-162.2861
352.370,-29.9532,72.6505,-0.3716,199.0788,-39.6425,126.4283,-0.5096,-163.0803
354.491,-30.1552,72.1787,-0.3673,198.2659,-39.4362,126.0872,-0.4985,-163.8743
356.624,-30.3573,71.7102,-0.3631,197.4540,-39.2300,125.7437,-0.4876,-164.6681
358.771,-30.5595,71.2450,-0.3592,196.6430,-39.0238,125.3979,-0.4771,-165.4618
360.931,-30.7619,70.7832,-0.3554,195.8329,-38.8176,125.0497,-0.4668,-166.2555
363.103,-30.9644,70.3245,-0.3519,195.0236,-38.6115,124.6991,-0.4569,-167.0491
365.289,-31.1671,69.8691,-0.3485,194.2152,-38.4055,124.3460,-0.4472,-167.8427
367.487,-31.3699,69.4169,-0.3453,193.4075,-38.1995,123.9906,-0.4377,-168.6364
369.699,-31.5729,68.9679,-0.3424,192.6005,-37.9936,123.6326,-0.4286,-169.4301
371.925,-31.7759,68.5221,-0.3396,191.7942,-37.7878,123.2722,-0.4197,-170.2239
374.163,-31.9791,68.0794,-0.3370,190.9886,-37.5820,122.9092,-0.4110,-171.0179
376.416,-32.1824,67.6398,-0.3346,190.1835,-37.3763,122.5437,-0.4026,-171.8120
378.681,-32.3859,67.2033,-0.3324,189.3790,-37.1706,122.1757,-0.3945,-172.6064
380.961,-32.5894,66.7698,-0.3304,188.5750,-36.9651,121.8051,-0.3866,-173.4010
383.254,-32.7931,66.3394,-0.3285,187.7714,-36.7596,121.4320,-0.3789,-174.1959
385.561,-32.9969,65.9121,-0.3269,186.9683,-36.5541,121.0562,-0.3714,-174.9911
387.882,-33.2007,65.4877,-0.3254,186.1655,-36.3487,120.6778,-0.3641,-175.7867
390.216,-33.4047,65.0663,-0.3241,185.3631,-36.1435,120.2968,-0.3571,-176.5827
392.565,-33.6088,64.6478,-0.3230,184.5609,-35.9382,119.9131,-0.3503,-177.3791
394.928,-33.8130,64.2323,-0.3220,183.7590,-35.7331,119.5267,-0.3436,-178.1760
397.305,-34.0173,63.8197,-0.3213,182.9574,-35.5281,119.1376,-0.3372,-178.9735
399.697,-34.2217,63.4100,-0.3207,182.1558,-35.3231,118.7458,-0.3310,-179.7715
402.103,-34.4262,63.0031,-0.3203,181.3544,-35.1182,118.3513,-0.3250,179.4299
404.523,-34.6308,62.5991,-0.3201,180.5531,-34.9134,117.9539,-0.3191,178.6307
406.958,-34.8355,62.1979,-0.3201,179.7518,-34.7087,117.5538,-0.3134,177.8307
409.407,-35.0403,61.7996,-0.3202,178.9504,-34.5041,117.1509,-0.3080,177.0301
411.872,-35.2451,61.4039,-0.3205,178.1490,-34.2995,116.7451,-0.3026,176.2287
414.351,-35.4501,61.0111,-0.3210,177.3476,-34.0951,116.3365,-0.2975,175.4264
416.845,-35.6551,60.6210,-0.3217,176.5459,-33.8907,115.9250,-0.2925,174.6234
