freq_Hz,mk2_sum_dB,mk3_sum_dB,mk2_woof_dB,mk3_mid_dB,mk3_tweeter_dB,baffle_step_dB,wg_loading_mk2_dB,wg_loading_mk3_dB
161.37,84.9673,84.9670,76.4942,80.8550,5.9077,-3.9971,0.3003,0.7630
161.93,84.9829,84.9826,76.4344,80.9158,6.0319,-3.9880,0.3006,0.7637
162.50,84.9984,84.9981,76.3741,80.9763,6.1562,-3.9789,0.3009,0.7643
163.07,85.0140,85.0136,76.3134,81.0364,6.2804,-3.9697,0.3011,0.7650
163.65,85.0295,85.0292,76.2523,81.0961,6.4047,-3.9606,0.3014,0.7657
164.22,85.0450,85.0447,76.1909,81.1553,6.5289,-3.9514,0.3017,0.7664
164.80,85.0606,85.0602,76.1290,81.2142,6.6532,-3.9422,0.3019,0.7671
165.37,85.0761,85.0757,76.0667,81.2727,6.7775,-3.9330,0.3022,0.7677
165.95,85.0916,85.0912,76.0040,81.3308,6.9018,-3.9238,0.3025,0.7684
166.54,85.1071,85.1067,75.9410,81.3885,7.0260,-3.9145,0.3028,0.7691
167.12,85.1225,85.1221,75.8775,81.4458,7.1503,-3.9052,0.3030,0.7698
167.71,85.1380,85.1376,75.8136,81.5027,7.2746,-3.8960,0.3033,0.7704
168.30,85.1535,85.1530,75.7494,81.5593,7.3989,-3.8866,0.3036,0.7711
168.89,85.1689,85.1684,75.6847,81.6154,7.5233,-3.8773,0.3038,0.7718
169.48,85.1843,85.1839,75.6197,81.6712,7.6476,-3.8680,0.3041,0.7725
170.07,85.1997,85.1993,75.5542,81.7265,7.7719,-3.8586,0.3044,0.7732
170.67,85.2151,85.2146,75.4884,81.7815,7.8962,-3.8493,0.3047,0.7738
171.27,85.2305,85.2300,75.4222,81.8361,8.0206,-3.8399,0.3049,0.7745
171.87,85.2459,85.2454,75.3556,81.8904,8.1449,-3.8305,0.3052,0.7752
172.47,85.2613,85.2607,75.2886,81.9442,8.2693,-3.8210,0.3055,0.7759
173.08,85.2766,85.2760,75.2212,81.9977,8.3936,-3.8116,0.3057,0.7766
173.69,85.2919,85.2913,75.1535,82.0508,8.5225,-3.8021,0.3060,0.7773
174.30,85.3072,85.3066,75.0853,82.1035,8.7590,-3.7926,0.3063,0.7779
174.91,85.3225,85.3219,75.0168,82.1558,8.9960,-3.7832,0.3066,0.7786
175.52,85.3378,85.3372,74.9479,82.2078,9.2347,-3.7737,0.3068,0.7793
176.14,85.3530,85.3524,74.8787,82.2593,9.4727,-3.7641,0.3071,0.7800
176.76,85.3682,85.3677,74.8090,82.3106,9.7114,-3.7546,0.3074,0.7807
177.38,85.3835,85.3829,74.7390,82.3614,9.9273,-3.7450,0.3077,0.7814
178.00,85.3986,85.3981,74.6686,82.4119,10.1351,-3.7355,0.3079,0.7820
178.62,85.4138,85.4132,74.5978,82.4620,10.3150,-3.7259,0.3082,0.7827
179.25,85.4290,85.4284,74.5267,82.5118,10.4723,-3.7163,0.3085,0.7834
179.88,85.4441,85.4435,74.4552,82.5611,10.6302,-3.7067,0.3087,0.7841
180.51,85.4592,85.4586,74.3833,82.6102,10.7873,-3.6970,0.3090,0.7848
181.15,85.4743,85.4737,74.3111,82.6588,10.9429,-3.6874,0.3093,0.7855
181.78,85.4893,85.4887,74.2385,82.7071,11.1012,-3.6777,0.3096,0.7861
182.42,85.5044,85.5037,74.1655,82.7551,11.2584,-3.6681,0.3098,0.7868
183.06,85.5194,85.5187,74.0922,82.8027,11.4124,-3.6584,0.3101,0.7875
183.70,85.5344,85.5337,74.0185,82.8499,11.5649,-3.6487,0.3104,0.7882
184.35,85.5494,85.5487,73.9445,82.8968,11.7160,-3.6390,0.3107,0.7889
184.99,85.5643,85.5636,73.8701,82.9434,11.8676,-3.6293,0.3109,0.7896
185.64,85.5792,85.5785,73.7954,82.9896,12.0206,-3.6195,0.3112,0.7903
186.29,85.5941,85.5934,73.7203,83.0354,12.1743,-3.6098,0.3115,0.7910
186.95,85.6090,85.6083,73.6449,83.0809,12.3268,-3.6000,0.3118,0.7917
187.60,85.6239,85.6231,73.5691,83.1261,12.4813,-3.5902,0.3120,0.7923
188.26,85.6387,85.6379,73.4930,83.1709,12.6359,-3.5805,0.3123,0.7930
188.92,85.6535,85.6527,73.4165,83.2154,12.7924,-3.5707,0.3126,0.7937
189.59,85.6683,85.6675,73.3397,83.2595,12.9501,-3.5608,0.3129,0.7944
190.25,85.6830,85.6822,73.2626,83.3033,13.1088,-3.5510,0.3131,0.7951
190.92,85.6977,85.6969,73.1851,83.3468,13.2670,-3.5412,0.3134,0.7958
191.59,85.7124,85.7116,73.1073,83.3899,13.4272,-3.5313,0.3137,0.7965
192.26,85.7271,85.7263,73.0291,83.4328,13.5867,-3.5215,0.3140,0.7972
192.94,85.7417,85.7409,72.9507,83.4753,13.7480,-3.5116,0.3143,0.7979
193.61,85.7564,85.7555,72.8719,83.5174,13.9125,-3.5017,0.3145,0.7986
194.29,85.7709,85.7701,72.7927,83.5593,14.0786,-3.4919,0.3148,0.7993
194.97,85.7855,85.7846,72.7133,83.6008,14.2427,-3.4820,0.3151,0.7999
195.66,85.8000,85.7991,72.6335,83.6420,14.4069,-3.4720,0.3154,0.8006
196.35,85.8145,85.8136,72.5534,83.6829,14.5711,-3.4621,0.3156,0.8013
197.03,85.8290,85.8281,72.4730,83.7234,14.7357,-3.4522,0.3159,0.8020
197.73,85.8434,85.8425,72.3923,83.7637,14.9003,-3.4423,0.3162,0.8027
198.42,85.8579,85.8569,72.3112,83.8036,15.0646,-3.4323,0.3165,0.8034
199.12,85.8723,85.8713,72.2299,83.8433,15.2268,-3.4224,0.3167,0.8041
199.81,85.8866,85.8856,72.1482,83.8826,15.3872,-3.4124,0.3170,0.8048
200.52,85.9009,85.8999,72.0662,83.9216,15.5467,-3.4024,0.3173,0.8055
201.22,85.9152,85.9142,71.9839,83.9603,15.7057,-3.3924,0.3176,0.8062
201.93,85.9295,85.9285,71.9014,83.9988,15.8643,-3.3825,0.3179,0.8069
202.63,85.9437,85.9427,71.8185,84.0369,16.0238,-3.3725,0.3181,0.8076
203.35,85.9579,85.9569,71.7353,84.0747,16.1814,-3.3624,0.3184,0.8083
204.06,85.9721,85.9711,71.6518,84.1122,16.3357,-3.3524,0.3187,0.8090
204.78,85.9863,85.9852,71.5680,84.1495,16.4898,-3.3424,0.3190,0.8097
205.49,86.0004,85.9993,71.4840,84.1864,16.6457,-3.3324,0.3192,0.8104
206.22,86.0145,86.0133,71.3996,84.2231,16.8007,-3.3223,0.3195,0.8111
206.94,86.0285,86.0274,71.3149,84.2594,16.9556,-3.3123,0.3198,0.8118
207.67,86.0425,86.0414,71.2300,84.2955,17.1120,-3.3023,0.3201,0.8125
208.39,86.0565,86.0554,71.1448,84.3313,17.2662,-3.2922,0.3204,0.8132
209.13,86.0705,86.0693,71.0593,84.3668,17.4208,-3.2821,0.3206,0.8139
209.86,86.0844,86.0832,70.9735,84.4021,17.5789,-3.2721,0.3209,0.8146
210.60,86.0983,86.0971,70.8874,84.4370,17.7391,-3.2620,0.3212,0.8153
211.33,86.1122,86.1110,70.8011,84.4717,17.9018,-3.2519,0.3215,0.8160
212.08,86.1260,86.1248,70.7145,84.5061,18.0674,-3.2418,0.3218,0.8167
212.82,86.1398,86.1386,70.6276,84.5403,18.2320,-3.2318,0.3220,0.8174
213.57,86.1536,86.1523,70.5404,84.5742,18.3986,-3.2217,0.3223,0.8181
214.32,86.1673,86.1660,70.4530,84.6078,18.5714,-3.2116,0.3226,0.8188
215.07,86.1810,86.1797,70.3653,84.6411,18.7496,-3.2015,0.3229,0.8195
215.82,86.1947,86.1934,70.2774,84.6742,18.9264,-3.1914,0.3232,0.8202
216.58,86.2083,86.2070,70.1892,84.7070,19.1091,-3.1813,0.3234,0.8209
217.34,86.2220,86.2206,70.1007,84.7396,19.2913,-3.1711,0.3237,0.8216
218.10,86.2355,86.2342,70.0120,84.7719,19.4762,-3.1610,0.3240,0.8223
218.87,86.2491,86.2477,69.9230,84.8040,19.6604,-3.1509,0.3243,0.8230
219.64,86.2626,86.2612,69.8338,84.8358,19.8466,-3.1408,0.3246,0.8237
220.41,86.2761,86.2747,69.7443,84.8673,20.0332,-3.1307,0.3249,0.8244
221.18,86.2895,86.2882,69.6545,84.8986,20.2173,-3.1205,0.3251,0.8251
221.96,86.3029,86.3016,69.5645,84.9297,20.4013,-3.1104,0.3254,0.8258
222.74,86.3163,86.3149,69.4743,84.9605,20.5846,-3.1003,0.3257,0.8265
223.52,86.3296,86.3283,69.3838,84.9911,20.7678,-3.0901,0.3260,0.8272
224.30,86.3429,86.3416,69.2931,85.0214,20.9509,-3.0800,0.3263,0.8279
225.09,86.3562,86.3549,69.2022,85.0515,21.1329,-3.0698,0.3265,0.8286
225.88,86.3695,86.3681,69.1110,85.0814,21.3118,-3.0597,0.3268,0.8293
226.67,86.3827,86.3813,69.0196,85.1110,21.4889,-3.0496,0.3271,0.8300
227.47,86.3959,86.3945,68.9279,85.1404,21.6682,-3.0394,0.3274,0.8307
228.27,86.4090,86.4076,68.8360,85.1695,21.8412,-3.0293,0.3277,0.8314
229.07,86.4221,86.4207,68.7439,85.1985,22.0160,-3.0191,0.3280,0.8322
229.87,86.4352,86.4338,68.6516,85.2272,22.1888,-3.0090,0.3282,0.8329
230.68,86.4482,86.4469,68.5590,85.2557,22.3651,-2.9989,0.3285,0.8336
231.49,86.4612,86.4599,68.4662,85.2839,22.5404,-2.9887,0.3288,0.8343
232.30,86.4742,86.4728,68.3732,85.3119,22.7157,-2.9786,0.3291,0.8350
233.12,86.4872,86.4858,68.2800,85.3398,22.8914,-2.9684,0.3294,0.8357
233.93,86.5001,86.4987,68.1865,85.3674,23.0671,-2.9583,0.3297,0.8364
234.75,86.5129,86.5116,68.0929,85.3948,23.2435,-2.9481,0.3299,0.8371
235.58,86.5258,86.5244,67.9990,85.4219,23.4206,-2.9380,0.3302,0.8378
236.41,86.5386,86.5372,67.9049,85.4489,23.5958,-2.9279,0.3305,0.8385
237.23,86.5514,86.5500,67.8106,85.4756,23.7711,-2.9177,0.3308,0.8392
238.07,86.5641,86.5627,67.7161,85.5022,23.9468,-2.9076,0.3311,0.8400
238.90,86.5768,86.5754,67.6214,85.5285,24.1245,-2.8975,0.3314,0.8407
239.74,86.5895,86.5881,67.5265,85.5546,24.3009,-2.8873,0.3316,0.8414
240.58,86.6021,86.6007,67.4313,85.5806,24.4758,-2.8772,0.3319,0.8421
241.43,86.6147,86.6133,67.3360,85.6063,24.6502,-2.8671,0.3322,0.8428
242.27,86.6273,86.6259,67.2405,85.6318,24.8236,-2.8570,0.3325,0.8435
243.12,86.6398,86.6384,67.1448,85.6571,24.9905,-2.8469,0.3328,0.8442
243.98,86.6523,86.6509,67.0489,85.6823,25.1555,-2.8367,0.3331,0.8449
244.83,86.6648,86.6634,66.9528,85.7072,25.3186,-2.8266,0.3333,0.8456
245.69,86.5745,86.5732,66.8565,85.6175,25.4818,-2.8165,0.3336,0.8464
246.56,86.5885,86.5872,66.7600,85.6440,25.6429,-2.8064,0.3339,0.8471
247.42,86.6014,86.6001,66.6634,85.6690,25.7999,-2.7963,0.3342,0.8478
248.29,86.6139,86.6126,66.5665,85.6936,25.9543,-2.7862,0.3345,0.8485
249.16,86.6264,86.6251,66.4695,85.7180,26.1088,-2.7762,0.3348,0.8492
250.03,86.6389,86.6376,66.3722,85.7422,26.2616,-2.7661,0.3351,0.8499
250.91,86.6525,86.6511,66.2748,85.7675,26.4126,-2.7560,0.3353,0.8506
251.79,86.6654,86.6641,66.1772,85.7919,26.5593,-2.7459,0.3356,0.8514
252.68,86.6783,86.6769,66.0795,85.8161,26.7065,-2.7359,0.3359,0.8521
253.56,86.6924,86.6911,65.9815,85.8415,26.8531,-2.7258,0.3362,0.8528
254.45,86.7082,86.7068,65.8834,85.8686,27.0001,-2.7158,0.3365,0.8535
255.35,86.7263,86.7249,65.7852,85.8982,27.1453,-2.7057,0.3368,0.8542
256.24,86.7445,86.7430,65.6867,85.9275,27.2913,-2.6957,0.3371,0.8549
257.14,86.7619,86.7604,65.5881,85.9560,27.4398,-2.6856,0.3374,0.8557
258.04,86.7791,86.7776,65.4893,85.9840,27.5883,-2.6756,0.3376,0.8564
258.95,86.7963,86.7948,65.3903,86.0119,27.7350,-2.6656,0.3379,0.8571
259.86,86.8134,86.8119,65.2912,86.0396,27.8838,-2.6556,0.3382,0.8578
260.77,86.8298,86.8283,65.1919,86.0664,28.0357,-2.6456,0.3385,0.8585
261.69,86.8451,86.8436,65.0924,86.0918,28.1896,-2.6356,0.3388,0.8592
262.60,86.8575,86.8560,64.9928,86.1139,28.3442,-2.6256,0.3391,0.8600
263.53,86.8699,86.8683,64.8931,86.1359,28.5014,-2.6156,0.3394,0.8607
264.45,86.8822,86.8806,64.7931,86.1577,28.6595,-2.6056,0.3396,0.8614
265.38,86.8945,86.8929,64.6931,86.1793,28.8197,-2.5957,0.3399,0.8621
266.31,86.9068,86.9052,64.5928,86.2008,28.9817,-2.5857,0.3402,0.8628
267.24,86.9190,86.9174,64.4924,86.2221,29.1457,-2.5758,0.3405,0.8636
268.18,86.9356,86.9340,64.3919,86.2480,29.3094,-2.5658,0.3408,0.8643
269.12,86.9525,86.9509,64.2912,86.2741,29.4751,-2.5559,0.3411,0.8650
270.07,86.9693,86.9678,64.1903,86.3001,29.6438,-2.5460,0.3414,0.8657
271.02,86.9862,86.9847,64.0893,86.3259,29.8119,-2.5361,0.3417,0.8664
271.97,87.0021,87.0006,63.9882,86.3506,29.9820,-2.5262,0.3420,0.8672
272.92,87.0184,87.0169,63.8869,86.3755,30.1529,-2.5163,0.3422,0.8679
273.88,87.0322,87.0307,63.7855,86.3977,30.3241,-2.5064,0.3425,0.8686
274.84,87.0441,87.0426,63.6839,86.4177,30.4953,-2.4966,0.3428,0.8693
275.80,87.0559,87.0545,63.5822,86.4376,30.6667,-2.4867,0.3431,0.8700
276.77,87.0678,87.0664,63.4804,86.4573,30.8412,-2.4769,0.3434,0.8708
277.74,87.0796,87.0782,63.3784,86.4769,31.0129,-2.4671,0.3437,0.8715
278.72,87.0914,87.0901,63.2763,86.4964,31.1890,-2.4572,0.3440,0.8722
279.70,87.1031,87.1018,63.1740,86.5157,31.3615,-2.4474,0.3443,0.8729
280.68,87.1173,87.1161,63.0716,86.5376,31.5329,-2.4376,0.3446,0.8737
281.66,87.1339,87.1327,62.9691,86.5618,31.7049,-2.4278,0.3448,0.8744
282.65,87.1505,87.1494,62.8664,86.5860,31.8761,-2.4181,0.3451,0.8751
283.64,87.1679,87.1668,62.7636,86.6110,32.0512,-2.4083,0.3454,0.8758
284.64,87.1853,87.1842,62.6607,86.6358,32.2240,-2.3986,0.3457,0.8766
285.64,87.2027,87.2016,62.5577,86.6604,32.3955,-2.3888,0.3460,0.8773
286.64,87.2173,87.2162,62.4545,86.6820,32.5681,-2.3791,0.3463,0.8780
287.65,87.2318,87.2308,62.3512,86.7035,32.7417,-2.3694,0.3466,0.8787
288.66,87.2463,87.2454,62.2478,86.7249,32.9150,-2.3597,0.3469,0.8795
289.67,87.2608,87.2600,62.1442,86.7461,33.0888,-2.3500,0.3472,0.8802
290.69,87.2743,87.2735,62.0406,86.7661,33.2628,-2.3404,0.3475,0.8809
291.71,87.2851,87.2843,61.9368,86.7832,33.4353,-2.3307,0.3478,0.8816
292.73,87.2958,87.2951,61.8329,86.8001,33.6110,-2.3211,0.3480,0.8824
293.76,87.3064,87.3058,61.7288,86.8170,33.7800,-2.3115,0.3483,0.8831
294.79,87.3171,87.3165,61.6247,86.8336,33.9526,-2.3018,0.3486,0.8838
295.82,87.3277,87.3272,61.5204,86.8502,34.1255,-2.2922,0.3489,0.8846
296.86,87.3362,87.3358,61.4160,86.8645,34.2961,-2.2827,0.3492,0.8853
297.90,87.3442,87.3439,61.3115,86.8782,34.4669,-2.2731,0.3495,0.8860
298.95,87.3538,87.3535,61.2069,86.8934,34.6342,-2.2636,0.3498,0.8867
300.00,87.3633,87.3631,61.1022,86.9085,34.8020,-2.2540,0.3501,0.8875
301.05,87.3728,87.3727,60.9974,86.9235,34.9718,-2.2445,0.3504,0.8882
302.11,87.3832,87.3831,60.8924,86.9394,35.1392,-2.2350,0.3507,0.8889
303.17,87.3935,87.3935,60.7874,86.9551,35.3041,-2.2255,0.3510,0.8897
304.23,87.4038,87.4039,60.6822,86.9707,35.4694,-2.2160,0.3513,0.8904
305.30,87.4140,87.4142,60.5769,86.9862,35.6341,-2.2066,0.3515,0.8911
306.37,87.4243,87.4245,60.4716,87.0015,35.7973,-2.1971,0.3518,0.8919
307.44,87.4353,87.4357,60.3661,87.0177,35.9595,-2.1877,0.3521,0.8926
308.52,87.4474,87.4478,60.2605,87.0348,36.1184,-2.1783,0.3524,0.8933
309.61,87.4593,87.4598,60.1548,87.0518,36.2777,-2.1689,0.3527,0.8940
310.69,87.4719,87.4724,60.0490,87.0693,36.4348,-2.1596,0.3530,0.8948
311.78,87.4856,87.4863,59.9431,87.0880,36.5906,-2.1502,0.3533,0.8955
312.88,87.4994,87.5001,59.8371,87.1066,36.7461,-2.1409,0.3536,0.8962
313.98,87.5129,87.5137,59.7310,87.1249,36.9013,-2.1316,0.3539,0.8970
315.08,87.5257,87.5265,59.6248,87.1423,37.0572,-2.1223,0.3542,0.8977
316.18,87.5384,87.5392,59.5185,87.1596,37.2119,-2.1130,0.3545,0.8984
317.29,87.5510,87.5520,59.4121,87.1768,37.3675,-2.1037,0.3548,0.8992
318.41,87.5636,87.5647,59.3056,87.1939,37.5230,-2.0945,0.3551,0.8999
319.52,87.5762,87.5773,59.1990,87.2109,37.6795,-2.0852,0.3554,0.9006
320.64,87.5894,87.5906,59.0923,87.2284,37.8356,-2.0760,0.3556,0.9014
321.77,87.6047,87.6059,58.9855,87.2480,37.9916,-2.0668,0.3559,0.9021
322.90,87.6225,87.6238,58.8787,87.2702,38.1486,-2.0577,0.3562,0.9028
324.03,87.6406,87.6420,58.7717,87.2926,38.3062,-2.0485,0.3565,0.9036
325.17,87.6596,87.6611,58.6646,87.3159,38.4624,-2.0394,0.3568,0.9043
326.31,87.6788,87.6803,58.5575,87.3393,38.6211,-2.0303,0.3571,0.9051
327.46,87.6962,87.6979,58.4502,87.3608,38.7816,-2.0212,0.3574,0.9058
328.61,87.7071,87.7089,58.3429,87.3754,38.9433,-2.0121,0.3577,0.9065
329.76,87.7180,87.7199,58.2355,87.3900,39.1056,-2.0030,0.3580,0.9073
330.92,87.7288,87.7309,58.1280,87.4045,39.2667,-1.9940,0.3583,0.9080
332.08,87.7396,87.7418,58.0204,87.4189,39.4273,-1.9850,0.3586,0.9087
333.24,87.7504,87.7527,57.9127,87.4332,39.5889,-1.9760,0.3589,0.9095
334.41,87.7614,87.7638,57.8049,87.4476,39.7495,-1.9670,0.3592,0.9102
335.59,87.7810,87.7836,57.6971,87.4710,39.9086,-1.9580,0.3595,0.9109
336.76,87.8006,87.8033,57.5891,87.4942,40.0677,-1.9491,0.3598,0.9117
337.94,87.8147,87.8175,57.4811,87.5117,40.2264,-1.9402,0.3601,0.9124
339.13,87.8259,87.8288,57.3730,87.5261,40.3852,-1.9313,0.3604,0.9132
340.32,87.8371,87.8402,57.2648,87.5405,40.5428,-1.9224,0.3607,0.9139
341.52,87.8483,87.8515,57.1565,87.5548,40.6973,-1.9136,0.3610,0.9146
342.71,87.8640,87.8673,57.0482,87.5737,40.8518,-1.9047,0.3613,0.9154
343.92,87.8815,87.8849,56.9397,87.5944,41.0073,-1.8959,0.3615,0.9161
345.12,87.8983,87.9019,56.8312,87.6144,41.1595,-1.8871,0.3618,0.9169
346.33,87.9139,87.9175,56.7226,87.6329,41.3108,-1.8784,0.3621,0.9176
347.55,87.9294,87.9331,56.6139,87.6514,41.4616,-1.8696,0.3624,0.9183
348.77,87.7765,87.7811,56.5052,87.4966,41.6140,-1.8609,0.3627,0.9191
349.99,87.2605,87.2678,56.3963,86.9681,41.7659,-1.8522,0.3630,0.9198
351.22,87.1999,87.2078,56.2874,86.9084,41.9172,-1.8435,0.3633,0.9206
352.45,87.1391,87.1475,56.1785,86.8484,42.0681,-1.8349,0.3636,0.9213
353.69,87.0779,87.0870,56.0694,86.7880,42.2234,-1.8262,0.3639,0.9220
354.93,87.0164,87.0262,55.9603,86.7273,42.3789,-1.8176,0.3642,0.9228
356.18,86.9546,86.9650,55.8510,86.6662,42.5358,-1.8090,0.3645,0.9235
357.43,86.8925,86.9036,55.7418,86.6048,42.6931,-1.8004,0.3648,0.9243
358.68,86.8301,86.8419,55.6324,86.5430,42.8515,-1.7919,0.3651,0.9250
359.94,86.7673,86.7799,55.5230,86.4809,43.0146,-1.7834,0.3654,0.9257
361.20,86.7042,86.7177,55.4135,86.4184,43.1815,-1.7749,0.3657,0.9265
362.47,85.9163,85.9355,55.3039,85.6095,43.3477,-1.7664,0.3660,0.9272
363.74,85.0864,85.1123,55.1942,84.7555,43.5176,-1.7579,0.3663,0.9280
365.02,84.2573,84.2908,55.0845,83.9001,43.6891,-1.7495,0.3666,0.9287
366.30,83.4294,83.4715,54.9747,83.0437,43.8630,-1.7411,0.3669,0.9295
367.59,82.6042,82.6560,54.8649,82.1875,44.0396,-1.7327,0.3672,0.9302
368.88,81.7807,81.8434,54.7550,81.3303,44.2185,-1.7243,0.3675,0.9310
370.17,80.9587,81.0338,54.6450,80.4718,44.4012,-1.7160,0.3678,0.9317
371.47,80.1398,80.2288,54.5349,79.6131,44.5851,-1.7077,0.3681,0.9324
372.77,79.3246,79.4292,54.4248,78.7549,44.7687,-1.6994,0.3684,0.9332
374.08,78.5135,78.6356,54.3146,77.8972,44.9523,-1.6911,0.3687,0.9339
375.40,77.7061,77.8476,54.2043,77.0392,45.1328,-1.6829,0.3690,0.9347
376.71,76.9028,77.0661,54.0940,76.1812,45.3123,-1.6747,0.3693,0.9354
378.04,76.1033,76.2908,53.9836,75.3223,45.4897,-1.6665,0.3696,0.9362
379.36,75.3085,75.5228,53.8731,74.4632,45.6642,-1.6583,0.3699,0.9369
380.69,74.5182,74.7621,53.7626,73.6031,45.8359,-1.6501,0.3702,0.9377
382.03,73.7330,74.0098,53.6520,72.7425,46.0066,-1.6420,0.3705,0.9384
383.37,72.9516,73.2649,53.5413,71.8794,46.1757,-1.6339,0.3708,0.9392
384.72,72.1757,72.5291,53.4306,71.0148,46.3421,-1.6258,0.3711,0.9399
386.07,71.4059,71.8037,53.3198,70.1493,46.5078,-1.6178,0.3714,0.9406
387.42,70.6440,71.0903,53.2090,69.2841,46.6720,-1.6098,0.3717,0.9414
388.78,69.8899,70.3894,53.0981,68.4186,46.8336,-1.6018,0.3720,0.9421
390.14,69.1448,69.7021,52.9871,67.5535,46.9901,-1.5938,0.3723,0.9429
391.51,68.4090,69.0293,52.8761,66.6887,47.1454,-1.5858,0.3726,0.9436
392.89,67.6831,68.3718,52.7650,65.8240,47.3004,-1.5779,0.3729,0.9444
394.27,66.9679,67.7310,52.6538,64.9601,47.4554,-1.5700,0.3732,0.9451
395.65,66.2647,67.1082,52.5426,64.0976,47.6120,-1.5621,0.3735,0.9459
397.04,65.5731,66.5033,52.4313,63.2355,47.7676,-1.5543,0.3738,0.9466
398.43,64.8934,65.9171,52.3200,62.3733,47.9257,-1.5464,0.3741,0.9474
399.83,64.2260,65.3504,52.2086,61.5110,48.0860,-1.5386,0.3744,0.9481
401.23,63.5719,64.8041,52.0971,60.6491,48.2473,-1.5308,0.3747,0.9489
402.64,63.5298,64.7896,51.9856,60.6285,48.4069,-1.5231,0.3750,0.9496
404.05,63.5084,64.7937,51.8741,60.6364,48.5676,-1.5154,0.3753,0.9504
405.47,63.4873,64.7989,51.7624,60.6442,48.7305,-1.5077,0.3756,0.9511
406.90,63.4665,64.8050,51.6508,60.6518,48.8947,-1.5000,0.3759,0.9519
408.32,63.4460,64.8116,51.5390,60.6594,49.0575,-1.4923,0.3762,0.9526
409.76,63.4258,64.8190,51.4272,60.6669,49.2211,-1.4847,0.3765,0.9534
411.19,63.4058,64.8278,51.3154,60.6743,49.3880,-1.4771,0.3768,0.9541
412.64,63.3861,64.8377,51.2035,60.6817,49.5569,-1.4695,0.3771,0.9549
414.09,63.3667,64.8486,51.0915,60.6889,49.7265,-1.4620,0.3774,0.9556
415.54,63.3476,64.8603,50.9795,60.6961,49.8968,-1.4545,0.3777,0.9564
417.00,63.3287,64.8727,50.8674,60.7032,50.0662,-1.4470,0.3780,0.9571
418.46,63.3101,64.8865,50.7553,60.7101,50.2387,-1.4395,0.3783,0.9579
419.93,63.2918,64.9014,50.6431,60.7170,50.4131,-1.4320,0.3786,0.9587
421.40,63.2741,64.9180,50.5309,60.7244,50.5895,-1.4246,0.3789,0.9594
422.88,63.2570,64.9360,50.4186,60.7321,50.7678,-1.4172,0.3792,0.9602
424.37,63.2402,64.9552,50.3062,60.7397,50.9472,-1.4099,0.3795,0.9609
425.86,63.2237,64.9752,50.1939,60.7472,51.1265,-1.4025,0.3798,0.9617
427.35,63.2074,64.9968,50.0814,60.7546,51.3086,-1.3952,0.3801,0.9624
428.85,63.1914,65.0197,49.9689,60.7620,51.4931,-1.3879,0.3804,0.9632
430.35,63.1756,65.0443,49.8564,60.7692,51.6805,-1.3806,0.3807,0.9639
431.86,63.1601,65.0699,49.7438,60.7764,51.8683,-1.3734,0.3810,0.9647
433.38,63.1449,65.0957,49.6311,60.7835,52.0521,-1.3662,0.3813,0.9654
434.90,63.1299,65.1218,49.5184,60.7905,52.2334,-1.3590,0.3816,0.9662
436.43,63.1152,65.1481,49.4057,60.7974,52.4109,-1.3518,0.3819,0.9669
437.96,63.4461,65.4436,49.2929,61.2472,52.5791,-1.3447,0.3822,0.9677
439.50,64.1187,66.0032,49.1800,62.1177,52.7128,-1.3376,0.3825,0.9685
441.04,64.8080,66.5880,49.0671,62.9877,52.8777,-1.3305,0.3828,0.9692
442.59,65.5123,67.1918,48.9542,63.8568,53.0521,-1.3234,0.3831,0.9700
444.14,66.2314,67.8118,48.8412,64.7260,53.2223,-1.3164,0.3834,0.9707
445.70,66.9642,68.4474,48.7281,65.5952,53.3884,-1.3094,0.3837,0.9715
447.26,67.7092,69.0978,48.6150,66.4639,53.5513,-1.3024,0.3840,0.9722
448.83,68.4651,69.7627,48.5019,67.3319,53.7152,-1.2955,0.3843,0.9730
450.41,69.2307,70.4406,48.3887,68.1987,53.8769,-1.2886,0.3846,0.9738
451.99,70.0059,71.1313,48.2754,69.0655,54.0340,-1.2817,0.3850,0.9745
453.57,70.7896,71.8336,48.1622,69.9320,54.1853,-1.2748,0.3853,0.9753
455.17,71.5816,72.5476,48.0488,70.7985,54.3330,-1.2679,0.3856,0.9760
456.76,72.3809,73.2729,47.9354,71.6650,54.4799,-1.2611,0.3859,0.9768
458.37,73.1868,74.0091,47.8220,72.5313,54.6287,-1.2543,0.3862,0.9775
459.97,73.9985,74.7548,47.7085,73.3974,54.7759,-1.2475,0.3865,0.9783
461.59,74.8158,75.5101,47.5950,74.2636,54.9249,-1.2408,0.3868,0.9791
463.21,75.6382,76.2741,47.4815,75.1298,55.0738,-1.2341,0.3871,0.9798
464.83,76.4648,77.0457,47.3678,75.9956,55.2211,-1.2274,0.3874,0.9806
466.47,77.2954,77.8249,47.2542,76.8614,55.3706,-1.2207,0.3877,0.9813
468.10,78.1297,78.6113,47.1405,77.7272,55.5230,-1.2141,0.3880,0.9821
469.75,78.9674,79.4041,47.0267,78.5930,55.6765,-1.2075,0.3883,0.9829
471.39,79.8077,80.2026,46.9130,79.4584,55.8310,-1.2009,0.3886,0.9836
473.05,80.6508,81.0063,46.7991,80.3238,55.9827,-1.1944,0.3889,0.9844
474.71,81.4975,81.8164,46.6852,81.1905,56.1371,-1.1878,0.3892,0.9851
