freq_Hz,mk2_sum_dB,mk3_sum_dB,mk2_woof_dB,mk3_mid_dB,mk3_tweeter_dB,baffle_step_dB,wg_loading_mk2_dB,wg_loading_mk3_dB
56.02,81.0367,81.0367,80.7992,49.6524,-51.9132,-5.6599,0.2256,0.5754
56.22,81.0511,81.0511,80.8107,49.7742,-51.7909,-5.6576,0.2259,0.5760
56.41,81.0654,81.0654,80.8220,49.8959,-51.6686,-5.6552,0.2261,0.5765
56.61,81.0797,81.0797,80.8332,50.0176,-51.5463,-5.6528,0.2263,0.5771
56.81,81.0939,81.0939,80.8442,50.1393,-51.4241,-5.6504,0.2265,0.5777
57.01,81.1080,81.1080,80.8552,50.2609,-51.3018,-5.6480,0.2267,0.5782
57.21,81.1221,81.1221,80.8661,50.3826,-51.1795,-5.6456,0.2270,0.5788
57.41,81.1361,81.1361,80.8768,50.5042,-51.0572,-5.6431,0.2272,0.5794
57.61,81.1500,81.1500,80.8875,50.6258,-50.9349,-5.6406,0.2274,0.5799
57.81,81.1638,81.1638,80.8980,50.7474,-50.8127,-5.6382,0.2277,0.5805
58.02,81.1776,81.1776,80.9084,50.8690,-50.6904,-5.6357,0.2279,0.5811
58.22,81.1914,81.1913,80.9187,50.9905,-50.5681,-5.6332,0.2281,0.5816
58.42,81.2050,81.2050,80.9289,51.1120,-50.4458,-5.6306,0.2283,0.5822
58.63,81.2186,81.2186,80.9390,51.2335,-50.3235,-5.6281,0.2286,0.5828
58.84,81.2321,81.2321,80.9490,51.3550,-50.2012,-5.6255,0.2288,0.5833
59.04,81.2456,81.2456,80.9589,51.4764,-50.0789,-5.6230,0.2290,0.5839
59.25,81.2590,81.2590,80.9686,51.5979,-49.9567,-5.6204,0.2292,0.5845
59.46,81.2724,81.2724,80.9783,51.7193,-49.8344,-5.6178,0.2295,0.5851
59.67,81.2857,81.2857,80.9878,51.8407,-49.7121,-5.6152,0.2297,0.5856
59.88,81.2989,81.2989,80.9973,51.9620,-49.5898,-5.6125,0.2299,0.5862
60.09,81.3121,81.3121,81.0066,52.0833,-49.4675,-5.6099,0.2301,0.5868
60.30,81.3252,81.3252,81.0158,52.2046,-49.3452,-5.6072,0.2304,0.5873
60.51,81.3383,81.3383,81.0249,52.3259,-49.2229,-5.6046,0.2306,0.5879
60.72,81.3513,81.3513,81.0339,52.4472,-49.1007,-5.6019,0.2308,0.5885
60.93,81.3642,81.3642,81.0429,52.5684,-48.9784,-5.5991,0.2311,0.5891
61.15,81.3772,81.3771,81.0516,52.6896,-48.8561,-5.5964,0.2313,0.5896
61.36,81.3900,81.3900,81.0603,52.8107,-48.7338,-5.5937,0.2315,0.5902
61.58,81.4028,81.4028,81.0689,52.9319,-48.6115,-5.5909,0.2317,0.5908
61.79,81.4155,81.4155,81.0774,53.0530,-48.4892,-5.5881,0.2320,0.5914
62.01,81.4282,81.4282,81.0858,53.1741,-48.3669,-5.5854,0.2322,0.5919
62.23,81.4409,81.4409,81.0940,53.2951,-48.2446,-5.5825,0.2324,0.5925
62.45,81.4535,81.4535,81.1022,53.4161,-48.1223,-5.5797,0.2327,0.5931
62.66,81.4660,81.4660,81.1102,53.5371,-48.0000,-5.5769,0.2329,0.5937
62.88,81.4786,81.4785,81.1182,53.6581,-47.8777,-5.5740,0.2331,0.5942
63.11,81.4910,81.4910,81.1260,53.7790,-47.7555,-5.5711,0.2333,0.5948
63.33,81.5034,81.5034,81.1337,53.8999,-47.6332,-5.5683,0.2336,0.5954
63.55,81.5158,81.5158,81.1413,54.0207,-47.5109,-5.5653,0.2338,0.5960
63.77,81.5281,81.5281,81.1488,54.1415,-47.3886,-5.5624,0.2340,0.5966
64.00,81.5404,81.5404,81.1563,54.2623,-47.2663,-5.5595,0.2343,0.5971
64.22,81.5526,81.5526,81.1636,54.3830,-47.1440,-5.5565,0.2345,0.5977
64.45,81.5648,81.5648,81.1707,54.5038,-47.0217,-5.5535,0.2347,0.5983
64.67,81.5770,81.5770,81.1778,54.6244,-46.8994,-5.5505,0.2349,0.5989
64.90,81.5891,81.5891,81.1848,54.7451,-46.7771,-5.5475,0.2352,0.5995
65.13,81.6012,81.6012,81.1917,54.8657,-46.6548,-5.5445,0.2354,0.6000
65.36,81.6132,81.6132,81.1984,54.9862,-46.5325,-5.5415,0.2356,0.6006
65.58,81.6252,81.6252,81.2051,55.1067,-46.4102,-5.5384,0.2359,0.6012
65.82,81.6372,81.6372,81.2117,55.2272,-46.2879,-5.5353,0.2361,0.6018
66.05,81.6491,81.6491,81.2181,55.3476,-46.1656,-5.5322,0.2363,0.6024
66.28,81.6610,81.6610,81.2244,55.4680,-46.0433,-5.5291,0.2366,0.6029
66.51,81.6729,81.6728,81.2307,55.5884,-45.9210,-5.5260,0.2368,0.6035
66.74,81.6847,81.6847,81.2368,55.7087,-45.7987,-5.5228,0.2370,0.6041
66.98,81.6965,81.6965,81.2428,55.8290,-45.6764,-5.5196,0.2373,0.6047
67.21,81.7082,81.7082,81.2487,55.9492,-45.5541,-5.5165,0.2375,0.6053
67.45,81.7200,81.7199,81.2545,56.0693,-45.4318,-5.5132,0.2377,0.6059
67.69,81.7316,81.7316,81.2602,56.1895,-45.3095,-5.5100,0.2380,0.6064
67.92,81.7433,81.7433,81.2658,56.3096,-45.1872,-5.5068,0.2382,0.6070
68.16,81.7549,81.7549,81.2712,56.4296,-45.0649,-5.5035,0.2384,0.6076
68.40,81.7666,81.7665,81.2766,56.5496,-44.9426,-5.5002,0.2387,0.6082
68.64,81.7781,81.7781,81.2818,56.6695,-44.8203,-5.4969,0.2389,0.6088
68.88,81.7897,81.7897,81.2870,56.7894,-44.6980,-5.4936,0.2391,0.6094
69.12,81.8012,81.8012,81.2920,56.9092,-44.5757,-5.4903,0.2394,0.6100
69.37,81.8127,81.8127,81.2969,57.0290,-44.4534,-5.4869,0.2396,0.6106
69.61,81.8242,81.8242,81.3017,57.1487,-44.3311,-5.4835,0.2398,0.6111
69.85,81.8356,81.8356,81.3064,57.2684,-44.2088,-5.4802,0.2401,0.6117
70.10,81.8471,81.8470,81.3110,57.3880,-44.0865,-5.4767,0.2403,0.6123
70.34,81.8585,81.8584,81.3155,57.5076,-43.9642,-5.4733,0.2405,0.6129
70.59,81.8698,81.8698,81.3198,57.6271,-43.8419,-5.4699,0.2408,0.6135
70.84,81.8812,81.8812,81.3241,57.7466,-43.7196,-5.4664,0.2410,0.6141
71.09,81.8925,81.8925,81.3282,57.8660,-43.5973,-5.4629,0.2412,0.6147
71.34,81.9039,81.9038,81.3322,57.9853,-43.4750,-5.4594,0.2415,0.6153
71.59,81.9151,81.9151,81.3361,58.1046,-43.3527,-5.4559,0.2417,0.6159
71.84,81.9264,81.9264,81.3399,58.2238,-43.2304,-5.4523,0.2419,0.6164
72.09,81.9377,81.9377,81.3436,58.3430,-43.1081,-5.4487,0.2422,0.6170
72.34,81.9489,81.9489,81.3471,58.4621,-42.9858,-5.4452,0.2424,0.6176
72.60,81.9602,81.9601,81.3506,58.5811,-42.8635,-5.4415,0.2426,0.6182
72.85,81.9714,81.9714,81.3539,58.7001,-42.7411,-5.4379,0.2429,0.6188
73.11,81.9826,81.9826,81.3571,58.8190,-42.6188,-5.4343,0.2431,0.6194
73.37,81.9938,81.9937,81.3602,58.9378,-42.4965,-5.4306,0.2434,0.6200
73.62,82.0049,82.0049,81.3632,59.0566,-42.3742,-5.4269,0.2436,0.6206
73.88,82.0161,82.0161,81.3660,59.1753,-42.2519,-5.4232,0.2438,0.6212
74.14,82.0272,82.0272,81.3688,59.2939,-42.1296,-5.4195,0.2441,0.6218
74.40,82.0384,82.0383,81.3714,59.4125,-42.0073,-5.4157,0.2443,0.6224
74.66,82.0495,82.0495,81.3739,59.5310,-41.8850,-5.4120,0.2445,0.6230
74.92,82.0606,82.0606,81.3763,59.6494,-41.7627,-5.4082,0.2448,0.6236
75.19,82.0717,82.0717,81.3785,59.7677,-41.6404,-5.4044,0.2450,0.6242
75.45,82.0828,82.0828,81.3806,59.8860,-41.5181,-5.4005,0.2452,0.6248
75.72,82.0939,82.0938,81.3826,60.0042,-41.3957,-5.3967,0.2455,0.6254
75.98,82.1049,82.1049,81.3845,60.1223,-41.2734,-5.3928,0.2457,0.6260
76.25,82.1160,82.1160,81.3863,60.2404,-41.1511,-5.3889,0.2460,0.6266
76.52,82.1271,82.1270,81.3879,60.3583,-41.0288,-5.3850,0.2462,0.6272
76.78,82.1381,82.1381,81.3894,60.4762,-40.9065,-5.3811,0.2464,0.6278
77.05,82.1492,82.1491,81.3908,60.5940,-40.7842,-5.3771,0.2467,0.6284
77.32,82.1602,82.1602,81.3920,60.7117,-40.6619,-5.3731,0.2469,0.6290
77.60,82.1713,82.1712,81.3931,60.8293,-40.5396,-5.3691,0.2472,0.6296
77.87,82.1823,82.1823,81.3941,60.9469,-40.4172,-5.3651,0.2474,0.6302
78.14,82.1933,82.1933,81.3950,61.0643,-40.2949,-5.3611,0.2476,0.6308
78.41,82.2044,82.2043,81.3957,61.1817,-40.1726,-5.3570,0.2479,0.6314
78.69,82.2154,82.2154,81.3963,61.2990,-40.0503,-5.3529,0.2481,0.6320
78.97,82.2264,82.2264,81.3968,61.4162,-39.9280,-5.3488,0.2483,0.6326
79.24,82.2375,82.2374,81.3971,61.5333,-39.8057,-5.3447,0.2486,0.6332
79.52,82.2485,82.2485,81.3973,61.6503,-39.6834,-5.3405,0.2488,0.6338
79.80,82.2595,82.2595,81.3974,61.7672,-39.5610,-5.3364,0.2491,0.6344
80.08,82.2706,82.2705,81.3973,61.8841,-39.4387,-5.3322,0.2493,0.6350
80.36,82.2816,82.2816,81.3971,62.0008,-39.3164,-5.3279,0.2495,0.6356
80.64,82.2926,82.2926,81.3967,62.1174,-39.1941,-5.3237,0.2498,0.6362
80.93,82.3037,82.3037,81.3962,62.2339,-39.0718,-5.3194,0.2500,0.6368
81.21,82.3147,82.3147,81.3956,62.3504,-38.9495,-5.3152,0.2503,0.6374
81.50,82.3258,82.3258,81.3948,62.4667,-38.8271,-5.3109,0.2505,0.6380
81.78,82.3369,82.3368,81.3939,62.5829,-38.7048,-5.3065,0.2507,0.6386
82.07,82.3479,82.3479,81.3928,62.6990,-38.5825,-5.3022,0.2510,0.6392
82.36,82.3590,82.3590,81.3916,62.8150,-38.4602,-5.2978,0.2512,0.6398
82.65,82.3701,82.3700,81.3903,62.9309,-38.3379,-5.2934,0.2515,0.6404
82.94,82.3812,82.3811,81.3888,63.0467,-38.2155,-5.2890,0.2517,0.6410
83.23,82.3923,82.3922,81.3871,63.1624,-38.0932,-5.2846,0.2520,0.6416
83.52,82.4034,82.4033,81.3853,63.2780,-37.9709,-5.2801,0.2522,0.6422
83.81,82.4145,82.4145,81.3834,63.3934,-37.8486,-5.2756,0.2524,0.6428
84.11,82.4256,82.4256,81.3813,63.5088,-37.7263,-5.2711,0.2527,0.6435
84.40,82.4367,82.4367,81.3790,63.6240,-37.6039,-5.2666,0.2529,0.6441
84.70,82.4479,82.4479,81.3766,63.7391,-37.4816,-5.2620,0.2532,0.6447
84.99,82.4591,82.4590,81.3741,63.8541,-37.3593,-5.2574,0.2534,0.6453
85.29,82.4702,82.4702,81.3713,63.9690,-37.2370,-5.2528,0.2537,0.6459
85.59,82.4814,82.4814,81.3685,64.0837,-37.1146,-5.2482,0.2539,0.6465
85.89,82.4926,82.4926,81.3654,64.1983,-36.9923,-5.2436,0.2541,0.6471
86.19,82.5038,82.5038,81.3622,64.3128,-36.8700,-5.2389,0.2544,0.6477
86.50,82.5150,82.5150,81.3589,64.4272,-36.7477,-5.2342,0.2546,0.6483
86.80,82.5263,82.5262,81.3553,64.5414,-36.6254,-5.2295,0.2549,0.6490
87.10,82.5375,82.5375,81.3517,64.6555,-36.5030,-5.2247,0.2551,0.6496
87.41,82.5488,82.5488,81.3478,64.7695,-36.3807,-5.2200,0.2554,0.6502
87.72,82.5601,82.5601,81.3438,64.8833,-36.2584,-5.2152,0.2556,0.6508
88.03,82.5714,82.5714,81.3396,64.9970,-36.1361,-5.2104,0.2558,0.6514
88.33,82.5827,82.5827,81.3352,65.1106,-36.0137,-5.2055,0.2561,0.6520
88.64,82.5941,82.5940,81.3307,65.2240,-35.8914,-5.2007,0.2563,0.6526
88.96,82.6054,82.6054,81.3260,65.3373,-35.7691,-5.1958,0.2566,0.6532
89.27,82.6168,82.6168,81.3211,65.4504,-35.6468,-5.1909,0.2568,0.6539
89.58,82.6282,82.6282,81.3161,65.5634,-35.5244,-5.1859,0.2571,0.6545
89.89,82.6396,82.6396,81.3108,65.6763,-35.4021,-5.1810,0.2573,0.6551
90.21,82.6511,82.6510,81.3054,65.7890,-35.2798,-5.1760,0.2576,0.6557
90.53,82.6626,82.6625,81.2998,65.9015,-35.1574,-5.1710,0.2578,0.6563
90.84,82.6740,82.6740,81.2941,66.0139,-35.0351,-5.1660,0.2580,0.6569
91.16,82.6855,82.6855,81.2881,66.1262,-34.9128,-5.1609,0.2583,0.6576
91.48,82.6971,82.6970,81.2820,66.2383,-34.7905,-5.1558,0.2585,0.6582
91.80,82.7086,82.7086,81.2756,66.3502,-34.6681,-5.1507,0.2588,0.6588
92.13,82.7202,82.7202,81.2691,66.4620,-34.5458,-5.1456,0.2590,0.6594
92.45,82.7318,82.7318,81.2624,66.5736,-34.4235,-5.1405,0.2593,0.6600
92.77,82.7434,82.7434,81.2555,66.6850,-34.3011,-5.1353,0.2595,0.6606
93.10,82.7551,82.7550,81.2484,66.7963,-34.1788,-5.1301,0.2598,0.6613
93.43,82.7668,82.7667,81.2411,66.9074,-34.0565,-5.1249,0.2600,0.6619
93.75,82.7785,82.7784,81.2336,67.0183,-33.9342,-5.1196,0.2603,0.6625
94.08,82.7902,82.7901,81.2260,67.1291,-33.8118,-5.1143,0.2605,0.6631
94.41,82.8019,82.8019,81.2181,67.2397,-33.6895,-5.1090,0.2608,0.6637
94.75,82.8137,82.8137,81.2100,67.3501,-33.5672,-5.1037,0.2610,0.6644
95.08,82.8255,82.8255,81.2017,67.4604,-33.4448,-5.0984,0.2613,0.6650
95.41,82.8374,82.8373,81.1932,67.5704,-33.3225,-5.0930,0.2615,0.6656
95.75,82.8492,82.8492,81.1845,67.6803,-33.2002,-5.0876,0.2618,0.6662
96.08,82.8611,82.8610,81.1756,67.7900,-33.0778,-5.0821,0.2620,0.6669
96.42,82.8730,82.8730,81.1664,67.8995,-32.9555,-5.0767,0.2622,0.6675
96.76,82.8850,82.8849,81.1571,68.0089,-32.8332,-5.0712,0.2625,0.6681
97.10,82.8970,82.8969,81.1476,68.1180,-32.7108,-5.0657,0.2627,0.6687
97.44,82.9090,82.9089,81.1378,68.2270,-32.5885,-5.0602,0.2630,0.6694
97.78,82.9210,82.9209,81.1278,68.3357,-32.4662,-5.0546,0.2632,0.6700
98.12,82.9331,82.9330,81.1176,68.4443,-32.3438,-5.0491,0.2635,0.6706
98.47,82.9452,82.9451,81.1072,68.5526,-32.2215,-5.0435,0.2637,0.6712
98.81,82.9573,82.9572,81.0965,68.6608,-32.0992,-5.0378,0.2640,0.6719
99.16,82.9695,82.9694,81.0856,68.7688,-31.9768,-5.0322,0.2642,0.6725
99.51,82.9817,82.9816,81.0745,68.8765,-31.8545,-5.0265,0.2645,0.6731
99.86,82.9939,82.9938,81.0632,68.9841,-31.7322,-5.0208,0.2647,0.6737
100.21,83.0062,83.0061,81.0516,69.0914,-31.6098,-5.0151,0.2650,0.6744
100.56,83.0185,83.0184,81.0398,69.1985,-31.4875,-5.0093,0.2652,0.6750
100.91,83.0308,83.0307,81.0278,69.3054,-31.3652,-5.0035,0.2655,0.6756
101.27,83.0431,83.0431,81.0155,69.4121,-31.2428,-4.9977,0.2657,0.6762
101.62,83.0555,83.0555,81.0030,69.5186,-31.1205,-4.9919,0.2660,0.6769
101.98,83.0680,83.0679,80.9902,69.6249,-30.9981,-4.9860,0.2662,0.6775
102.34,83.0804,83.0803,80.9772,69.7309,-30.8758,-4.9801,0.2665,0.6781
102.70,83.0929,83.0928,80.9640,69.8368,-30.7535,-4.9742,0.2667,0.6788
103.06,83.1055,83.1054,80.9505,69.9423,-30.6311,-4.9683,0.2670,0.6794
103.42,83.1180,83.1179,80.9367,70.0477,-30.5088,-4.9623,0.2672,0.6800
103.78,83.1306,83.1305,80.9227,70.1528,-30.3865,-4.9564,0.2675,0.6807
104.14,83.1433,83.1432,80.9085,70.2577,-30.2641,-4.9503,0.2677,0.6813
104.51,83.1559,83.1558,80.8940,70.3624,-30.1418,-4.9443,0.2680,0.6819
104.88,83.1686,83.1685,80.8792,70.4668,-30.0194,-4.9382,0.2682,0.6825
105.24,83.1814,83.1813,80.8642,70.5710,-29.8971,-4.9321,0.2685,0.6832
105.61,83.1942,83.1941,80.8489,70.6750,-29.7748,-4.9260,0.2688,0.6838
105.98,83.2070,83.2069,80.8333,70.7787,-29.6524,-4.9199,0.2690,0.6844
106.36,83.2198,83.2197,80.8175,70.8821,-29.5301,-4.9137,0.2693,0.6851
106.73,83.2327,83.2326,80.8014,70.9853,-29.4077,-4.9075,0.2695,0.6857
107.10,83.2456,83.2455,80.7851,71.0883,-29.2854,-4.9013,0.2698,0.6863
107.48,83.2586,83.2585,80.7684,71.1910,-29.1631,-4.8950,0.2700,0.6870
107.86,83.2716,83.2715,80.7515,71.2934,-29.0407,-4.8888,0.2703,0.6876
108.24,83.2846,83.2845,80.7343,71.3956,-28.9184,-4.8825,0.2705,0.6883
108.62,83.2977,83.2976,80.7169,71.4976,-28.7960,-4.8761,0.2708,0.6889
109.00,83.3108,83.3107,80.6991,71.5992,-28.6737,-4.8698,0.2710,0.6895
109.38,83.3240,83.3238,80.6811,71.7006,-28.5514,-4.8634,0.2713,0.6902
109.76,83.3371,83.3370,80.6628,71.8018,-28.4290,-4.8570,0.2715,0.6908
110.15,83.3504,83.3502,80.6442,71.9026,-28.3067,-4.8506,0.2718,0.6914
110.54,83.3636,83.3635,80.6253,72.0032,-28.1843,-4.8441,0.2720,0.6921
110.92,83.3769,83.3768,80.6061,72.1036,-28.0620,-4.8376,0.2723,0.6927
111.31,83.3903,83.3901,80.5866,72.2036,-27.9397,-4.8311,0.2725,0.6933
111.70,83.4036,83.4035,80.5669,72.3034,-27.8173,-4.8246,0.2728,0.6940
112.10,83.4170,83.4169,80.5468,72.4029,-27.6950,-4.8180,0.2731,0.6946
112.49,83.4305,83.4303,80.5264,72.5021,-27.5726,-4.8114,0.2733,0.6953
112.88,83.4440,83.4438,80.5057,72.6010,-27.4503,-4.8048,0.2736,0.6959
113.28,83.4575,83.4573,80.4848,72.6996,-27.3279,-4.7982,0.2738,0.6965
113.68,83.4710,83.4709,80.4635,72.7979,-27.2056,-4.7915,0.2741,0.6972
114.08,83.4846,83.4845,80.4419,72.8960,-27.0833,-4.7848,0.2743,0.6978
114.48,83.4983,83.4981,80.4200,72.9937,-26.9609,-4.7781,0.2746,0.6985
114.88,83.5119,83.5118,80.3978,73.0912,-26.8386,-4.7713,0.2748,0.6991
115.28,83.5256,83.5255,80.3752,73.1884,-26.7162,-4.7645,0.2751,0.6997
115.69,83.5394,83.5392,80.3524,73.2852,-26.5939,-4.7577,0.2754,0.7004
116.09,83.5532,83.5530,80.3292,73.3818,-26.4715,-4.7509,0.2756,0.7010
116.50,83.5670,83.5668,80.3057,73.4780,-26.3492,-4.7441,0.2759,0.7017
116.91,83.5808,83.5806,80.2819,73.5740,-26.2269,-4.7372,0.2761,0.7023
117.32,83.5947,83.5945,80.2578,73.6696,-26.1045,-4.7303,0.2764,0.7030
117.73,83.6087,83.6085,80.2333,73.7649,-25.9822,-4.7233,0.2766,0.7036
118.14,83.6226,83.6224,80.2085,73.8599,-25.8598,-4.7164,0.2769,0.7043
118.56,83.6366,83.6364,80.1834,73.9546,-25.7375,-4.7094,0.2772,0.7049
118.97,83.6507,83.6504,80.1579,74.0490,-25.6151,-4.7024,0.2774,0.7055
119.39,83.6647,83.6645,80.1321,74.1430,-25.4928,-4.6953,0.2777,0.7062
119.81,83.6788,83.6786,80.1060,74.2368,-25.3704,-4.6883,0.2779,0.7068
120.23,83.6930,83.6928,80.0795,74.3302,-25.2481,-4.6812,0.2782,0.7075
120.65,83.7072,83.7069,80.0527,74.4232,-25.1257,-4.6741,0.2784,0.7081
121.08,83.7214,83.7211,80.0256,74.5160,-25.0034,-4.6669,0.2787,0.7088
121.50,83.7356,83.7354,79.9981,74.6084,-24.8811,-4.6598,0.2790,0.7094
121.93,83.7499,83.7497,79.9702,74.7005,-24.7587,-4.6526,0.2792,0.7101
122.36,83.7642,83.7640,79.9420,74.7922,-24.6364,-4.6454,0.2795,0.7107
122.78,83.7786,83.7783,79.9135,74.8837,-24.5140,-4.6381,0.2797,0.7114
123.22,83.7930,83.7927,79.8846,74.9747,-24.3917,-4.6308,0.2800,0.7120
123.65,83.8074,83.8071,79.8553,75.0655,-24.2693,-4.6235,0.2802,0.7127
124.08,83.8218,83.8216,79.8257,75.1559,-24.1470,-4.6162,0.2805,0.7133
124.52,83.8363,83.8360,79.7958,75.2459,-24.0246,-4.6089,0.2808,0.7140
124.95,83.8508,83.8505,79.7654,75.3356,-23.9023,-4.6015,0.2810,0.7146
125.39,83.8654,83.8651,79.7347,75.4249,-23.7799,-4.5941,0.2813,0.7153
125.83,83.8800,83.8797,79.7037,75.5139,-23.6576,-4.5867,0.2815,0.7159
126.27,83.8946,83.8943,79.6723,75.6026,-23.5352,-4.5792,0.2818,0.7166
126.72,83.9092,83.9089,79.6405,75.6909,-23.4129,-4.5717,0.2821,0.7172
127.16,83.9239,83.9236,79.6083,75.7788,-23.2906,-4.5642,0.2823,0.7179
127.61,83.9386,83.9383,79.5758,75.8664,-23.1682,-4.5567,0.2826,0.7185
128.06,83.9533,83.9530,79.5429,75.9536,-23.0459,-4.5491,0.2828,0.7192
128.51,83.9681,83.9677,79.5096,76.0405,-22.9235,-4.5415,0.2831,0.7198
128.96,83.9829,83.9825,79.4760,76.1270,-22.8012,-4.5339,0.2834,0.7205
129.41,83.9977,83.9974,79.4420,76.2131,-22.6788,-4.5263,0.2836,0.7211
129.86,84.0126,84.0122,79.4076,76.2989,-22.5565,-4.5186,0.2839,0.7218
130.32,84.0274,84.0271,79.3728,76.3843,-22.4341,-4.5110,0.2841,0.7224
130.78,84.0423,84.0420,79.3376,76.4693,-22.3118,-4.5032,0.2844,0.7231
131.24,84.0573,84.0569,79.3021,76.5539,-22.1894,-4.4955,0.2847,0.7237
131.70,84.0722,84.0718,79.2661,76.6382,-22.0671,-4.4878,0.2849,0.7244
132.16,84.0872,84.0868,79.2298,76.7221,-21.9447,-4.4800,0.2852,0.7251
132.62,84.1022,84.1018,79.1931,76.8057,-21.8224,-4.4722,0.2855,0.7257
133.09,84.1173,84.1169,79.1561,76.8888,-21.7000,-4.4643,0.2857,0.7264
133.55,84.1323,84.1319,79.1186,76.9716,-21.5777,-4.4565,0.2860,0.7270
134.02,84.1474,84.1470,79.0807,77.0540,-21.4554,-4.4486,0.2862,0.7277
134.49,84.1625,84.1621,79.0424,77.1360,-21.3330,-4.4407,0.2865,0.7283
134.97,84.1777,84.1772,79.0038,77.2177,-21.2107,-4.4327,0.2868,0.7290
135.44,84.1928,84.1924,78.9647,77.2989,-21.0883,-4.4248,0.2870,0.7297
135.91,84.2080,84.2075,78.9253,77.3798,-20.9660,-4.4168,0.2873,0.7303
136.39,84.2232,84.2227,78.8855,77.4603,-20.8436,-4.4088,0.2875,0.7310
136.87,84.2384,84.2379,78.8452,77.5404,-20.7213,-4.4007,0.2878,0.7316
137.35,84.2537,84.2532,78.8046,77.6201,-20.5989,-4.3927,0.2881,0.7323
137.83,84.2689,84.2684,78.7636,77.6994,-20.4766,-4.3846,0.2883,0.7329
138.32,84.2842,84.2837,78.7221,77.7783,-20.3542,-4.3765,0.2886,0.7336
138.80,84.2995,84.2990,78.6803,77.8569,-20.2319,-4.3684,0.2889,0.7343
139.29,84.3148,84.3143,78.6381,77.9350,-20.1095,-4.3602,0.2891,0.7349
139.78,84.3302,84.3296,78.5954,78.0127,-19.9872,-4.3520,0.2894,0.7356
140.27,84.3455,84.3450,78.5524,78.0901,-19.8648,-4.3438,0.2897,0.7363
140.76,84.3609,84.3603,78.5089,78.1671,-19.7425,-4.3356,0.2899,0.7369
141.25,84.3763,84.3757,78.4651,78.2436,-19.6202,-4.3274,0.2902,0.7376
141.75,84.3917,84.3911,78.4208,78.3198,-19.4978,-4.3191,0.2904,0.7382
142.25,84.4071,84.4065,78.3761,78.3956,-19.3755,-4.3108,0.2907,0.7389
142.75,84.4225,84.4219,78.3310,78.4709,-19.2531,-4.3025,0.2910,0.7396
143.25,84.4380,84.4374,78.2856,78.5459,-19.1308,-4.2941,0.2912,0.7402
143.75,84.4535,84.4528,78.2397,78.6205,-19.0084,-4.2857,0.2915,0.7409
144.26,84.4689,84.4683,78.1934,78.6946,-18.8861,-4.2773,0.2918,0.7416
144.76,84.4844,84.4837,78.1466,78.7684,-18.7637,-4.2689,0.2920,0.7422
145.27,84.4999,84.4992,78.0995,78.8418,-18.6414,-4.2605,0.2923,0.7429
145.78,84.5154,84.5153,78.0520,78.9147,1.4812,-4.2520,0.2926,0.7436
146.29,84.5309,84.5308,78.0040,78.9873,1.6089,-4.2435,0.2928,0.7442
146.80,84.5465,84.5463,77.9557,79.0595,1.7694,-4.2350,0.2931,0.7449
147.32,84.5620,84.5619,77.9069,79.1312,1.9351,-4.2265,0.2934,0.7456
147.84,84.5776,84.5774,77.8577,79.2026,2.1484,-4.2180,0.2936,0.7462
148.36,84.5931,84.5930,77.8081,79.2735,2.3746,-4.2094,0.2939,0.7469
148.88,84.6087,84.6085,77.7581,79.3441,2.6036,-4.2008,0.2942,0.7476
149.40,84.6242,84.6241,77.7077,79.4142,2.8392,-4.1922,0.2944,0.7482
149.92,84.6398,84.6397,77.6569,79.4839,3.0769,-4.1835,0.2947,0.7489
150.45,84.6554,84.6553,77.6056,79.5533,3.2067,-4.1749,0.2950,0.7496
150.98,84.6710,84.6708,77.5540,79.6222,3.3312,-4.1662,0.2952,0.7502
151.51,84.6866,84.6864,77.5019,79.6907,3.4558,-4.1575,0.2955,0.7509
152.04,84.7022,84.7020,77.4494,79.7588,3.5803,-4.1487,0.2958,0.7516
152.57,84.7178,84.7176,77.3965,79.8265,3.7049,-4.1400,0.2960,0.7522
153.11,84.7334,84.7332,77.3432,79.8938,3.8294,-4.1312,0.2963,0.7529
153.64,84.7490,84.7488,77.2895,79.9607,3.9540,-4.1224,0.2966,0.7536
154.18,84.7646,84.7644,77.2353,80.0272,4.0786,-4.1136,0.2968,0.7542
154.73,84.7802,84.7800,77.1808,80.0933,4.2032,-4.1048,0.2971,0.7549
155.27,84.7958,84.7956,77.1258,80.1590,4.3278,-4.0959,0.2974,0.7556
155.81,84.8114,84.8112,77.0705,80.2243,4.4524,-4.0870,0.2976,0.7563
156.36,84.8270,84.8268,77.0147,80.2892,4.5770,-4.0781,0.2979,0.7569
156.91,84.8426,84.8424,76.9585,80.3537,4.7016,-4.0692,0.2982,0.7576
157.46,84.8582,84.8580,76.9019,80.4177,4.8262,-4.0603,0.2984,0.7583
158.01,84.8738,84.8735,76.8449,80.4814,4.9509,-4.0513,0.2987,0.7589
158.57,84.8894,84.8891,76.7874,80.5447,5.0755,-4.0423,0.2990,0.7596
159.12,84.9050,84.9047,76.7296,80.6075,5.2002,-4.0333,0.2992,0.7603
159.68,84.9206,84.9203,76.6714,80.6700,5.3248,-4.0243,0.2995,0.7610
160.24,84.9362,84.9359,76.6127,80.7321,5.5170,-4.0152,0.2998,0.7616
160.80,84.9517,84.9514,76.5537,80.7937,5.7539,-4.0062,0.3001,0.7623
