freq_Hz,harman_inroom_dB,bbc_inroom_dB,harman_target_dB,bbc_target_dB,harman_postdsp_dB,bbc_postdsp_dB
2843.75,-1.8458,-1.8219,-1.5035,-0.9064,-1.5103,-0.9133
2853.73,-1.8361,-1.8122,-1.5086,-0.9089,-1.5073,-0.9079
2863.75,-1.8263,-1.8024,-1.5136,-0.9114,-1.5040,-0.9023
2873.80,-1.8164,-1.7925,-1.5187,-0.9138,-1.5002,-0.8964
2883.88,-1.8059,-1.7820,-1.5238,-0.9163,-1.4955,-0.8897
2894.00,-1.7953,-1.7714,-1.5289,-0.9188,-1.4905,-0.8827
2904.16,-1.7846,-1.7607,-1.5340,-0.9213,-1.4850,-0.8755
2914.35,-1.7739,-1.7500,-1.5391,-0.9237,-1.4792,-0.8680
2924.58,-1.7631,-1.7392,-1.5441,-0.9262,-1.4730,-0.8603
2934.84,-1.7522,-1.7283,-1.5492,-0.9287,-1.4664,-0.8523
2945.14,-1.7414,-1.7175,-1.5543,-0.9312,-1.4596,-0.8441
2955.48,-1.7539,-1.7300,-1.5594,-0.9336,-1.4757,-0.8591
2965.85,-1.7665,-1.7426,-1.5645,-0.9361,-1.4916,-0.8739
2976.26,-1.7790,-1.7552,-1.5696,-0.9386,-1.5072,-0.8886
2986.70,-1.7917,-1.7678,-1.5746,-0.9410,-1.5225,-0.9031
2997.19,-1.8043,-1.7804,-1.5797,-0.9435,-1.5376,-0.9175
3007.70,-1.8170,-1.7931,-1.5848,-0.9489,-1.5524,-0.9317
3018.26,-1.8297,-1.8058,-1.5899,-0.9554,-1.5669,-0.9458
3028.85,-1.8425,-1.8186,-1.5950,-0.9620,-1.5812,-0.9597
3039.48,-1.8553,-1.8314,-1.6000,-0.9685,-1.5952,-0.9735
3050.15,-1.8679,-1.8440,-1.6051,-0.9750,-1.6086,-0.9869
3060.85,-1.8803,-1.8564,-1.6102,-0.9815,-1.6216,-0.9999
3071.59,-1.8928,-1.8689,-1.6153,-0.9880,-1.6343,-1.0128
3082.37,-1.9053,-1.8814,-1.6204,-0.9945,-1.6467,-1.0255
3093.19,-1.9178,-1.8940,-1.6254,-1.0010,-1.6589,-1.0381
3104.05,-1.9305,-1.9066,-1.6305,-1.0075,-1.6707,-1.0504
3114.94,-1.9431,-1.9192,-1.6356,-1.0140,-1.6823,-1.0627
3125.87,-1.9505,-1.9266,-1.6407,-1.0205,-1.6883,-1.0695
3136.84,-1.9511,-1.9272,-1.6458,-1.0270,-1.6879,-1.0699
3147.85,-1.9517,-1.9278,-1.6508,-1.0335,-1.6878,-1.0708
3158.90,-1.9522,-1.9283,-1.6559,-1.0400,-1.6881,-1.0723
3169.98,-1.9528,-1.9289,-1.6610,-1.0465,-1.6888,-1.0742
3181.11,-1.9533,-1.9295,-1.6661,-1.0530,-1.6898,-1.0767
3192.27,-1.9539,-1.9300,-1.6712,-1.0594,-1.6913,-1.0795
3203.47,-1.9544,-1.9306,-1.6762,-1.0659,-1.6931,-1.0828
3214.72,-1.9550,-1.9311,-1.6813,-1.0724,-1.6953,-1.0864
3226.00,-1.9555,-1.9316,-1.6864,-1.0789,-1.6979,-1.0903
3237.32,-1.9554,-1.9316,-1.6915,-1.0854,-1.7002,-1.0941
3248.68,-1.9554,-1.9315,-1.6965,-1.0919,-1.7030,-1.0983
3260.08,-1.9553,-1.9315,-1.7016,-1.0984,-1.7061,-1.1028
3271.52,-1.9553,-1.9314,-1.7067,-1.1048,-1.7096,-1.1077
3283.00,-1.9553,-1.9314,-1.7118,-1.1113,-1.7135,-1.1130
3294.53,-1.9552,-1.9314,-1.7168,-1.1178,-1.7178,-1.1186
3306.09,-1.9552,-1.9313,-1.7219,-1.1243,-1.7224,-1.1247
3317.69,-1.9552,-1.9313,-1.7270,-1.1307,-1.7273,-1.1310
3329.33,-1.9552,-1.9313,-1.7321,-1.1372,-1.7324,-1.1374
3341.02,-1.9552,-1.9313,-1.7372,-1.1437,-1.7376,-1.1441
3352.74,-1.9552,-1.9313,-1.7422,-1.1501,-1.7430,-1.1508
3364.51,-1.9552,-1.9313,-1.7473,-1.1566,-1.7485,-1.1578
3376.32,-1.9552,-1.9313,-1.7524,-1.1631,-1.7542,-1.1648
3388.17,-1.9552,-1.9313,-1.7575,-1.1695,-1.7601,-1.1721
3400.06,-1.9552,-1.9313,-1.7625,-1.1760,-1.7661,-1.1795
3411.99,-1.9552,-1.9314,-1.7676,-1.1824,-1.7723,-1.1870
3423.96,-1.9553,-1.9315,-1.7727,-1.1889,-1.7787,-1.1948
3435.98,-1.9555,-1.9317,-1.7778,-1.1954,-1.7853,-1.2028
3448.04,-1.9557,-1.9319,-1.7828,-1.2018,-1.7920,-1.2109
3460.14,-1.9559,-1.9320,-1.7879,-1.2083,-1.7989,-1.2191
3472.28,-1.9561,-1.9322,-1.7930,-1.2147,-1.8058,-1.2275
3484.47,-1.9563,-1.9324,-1.7981,-1.2211,-1.8129,-1.2359
3496.69,-1.9565,-1.9326,-1.8031,-1.2276,-1.8201,-1.2445
3508.97,-1.9553,-1.9315,-1.8082,-1.2340,-1.8261,-1.2518
3521.28,-1.9509,-1.9270,-1.8133,-1.2405,-1.8287,-1.2558
3533.64,-1.9465,-1.9226,-1.8184,-1.2469,-1.8312,-1.2596
3546.04,-1.9420,-1.9182,-1.8234,-1.2533,-1.8334,-1.2633
3558.48,-1.9376,-1.9137,-1.8285,-1.2598,-1.8355,-1.2667
3570.97,-1.9331,-1.9092,-1.8336,-1.2662,-1.8374,-1.2700
3583.50,-1.9286,-1.9047,-1.8386,-1.2726,-1.8391,-1.2730
3596.08,-1.9241,-1.9002,-1.8437,-1.2791,-1.8407,-1.2759
3608.70,-1.9195,-1.8956,-1.8488,-1.2855,-1.8420,-1.2786
3621.36,-1.9150,-1.8911,-1.8539,-1.2919,-1.8433,-1.2812
3634.07,-1.9111,-1.8873,-1.8589,-1.2983,-1.8449,-1.2842
3646.83,-1.9072,-1.8833,-1.8640,-1.3047,-1.8464,-1.2870
3659.63,-1.9033,-1.8794,-1.8691,-1.3111,-1.8477,-1.2897
3672.47,-1.8993,-1.8754,-1.8742,-1.3176,-1.8488,-1.2921
3685.36,-1.8953,-1.8714,-1.8792,-1.3240,-1.8497,-1.2943
3698.29,-1.8913,-1.8674,-1.8843,-1.3304,-1.8504,-1.2963
3711.27,-1.8872,-1.8633,-1.8894,-1.3368,-1.8509,-1.2981
3724.29,-1.8900,-1.8661,-1.8944,-1.3432,-1.8582,-1.3068
3737.36,-1.8955,-1.8716,-1.8995,-1.3496,-1.8689,-1.3189
3750.48,-1.9009,-1.8770,-1.9046,-1.3560,-1.8803,-1.3316
3763.64,-1.9064,-1.8825,-1.9097,-1.3624,-1.8926,-1.3451
3776.85,-1.9118,-1.8880,-1.9147,-1.3688,-1.9055,-1.3594
3790.10,-1.9173,-1.8934,-1.9198,-1.3751,-1.9192,-1.3745
3803.41,-1.9228,-1.8989,-1.9249,-1.3815,-1.9337,-1.3903
3816.75,-1.9283,-1.9044,-1.9299,-1.3879,-1.9490,-1.4068
3830.15,-1.9338,-1.9099,-1.9350,-1.3943,-1.9650,-1.4242
3843.59,-1.9393,-1.9155,-1.9401,-1.4007,-1.9819,-1.4424
3857.08,-1.9450,-1.9211,-1.9452,-1.4070,-1.9997,-1.4614
3870.61,-1.9507,-1.9268,-1.9502,-1.4134,-2.0182,-1.4813
3884.20,-1.9563,-1.9325,-1.9553,-1.4198,-2.0376,-1.5019
3897.83,-1.9620,-1.9381,-1.9604,-1.4262,-2.0577,-1.5234
3911.51,-1.9677,-1.9438,-1.9654,-1.4325,-2.0787,-1.5456
3925.24,-1.9734,-1.9495,-1.9705,-1.4389,-2.1005,-1.5687
3939.01,-1.9736,-1.9498,-1.9756,-1.4452,-2.1176,-1.5872
3952.84,-1.9448,-1.9209,-1.9806,-1.4516,-2.1069,-1.5777
3966.71,-1.9158,-1.8919,-1.9857,-1.4579,-2.0973,-1.5694
3980.63,-1.8867,-1.8628,-1.9908,-1.4643,-2.0890,-1.5623
3994.60,-1.8575,-1.8336,-1.9959,-1.4706,-2.0819,-1.5565
4008.62,-1.8281,-1.8042,-2.0009,-1.4770,-2.0760,-1.5519
4022.68,-1.7986,-1.7747,-2.0060,-1.4833,-2.0714,-1.5486
4036.80,-1.7690,-1.7451,-2.0111,-1.4897,-2.0680,-1.5465
4050.97,-1.7392,-1.7153,-2.0161,-1.4960,-2.0659,-1.5457
4065.19,-1.7094,-1.6855,-2.0212,-1.5023,-2.0651,-1.5461
4079.45,-1.6793,-1.6555,-2.0263,-1.5087,-2.0655,-1.5478
4093.77,-1.6492,-1.6253,-2.0313,-1.5150,-2.0672,-1.5507
4108.14,-1.6189,-1.5951,-2.0364,-1.5213,-2.0702,-1.5549
4122.55,-1.5886,-1.5647,-2.0415,-1.5276,-2.0744,-1.5604
4137.02,-1.5580,-1.5342,-2.0465,-1.5339,-2.0799,-1.5672
4151.54,-1.5274,-1.5035,-2.0516,-1.5403,-2.0868,-1.5753
4166.11,-1.4966,-1.4727,-2.0567,-1.5466,-2.0949,-1.5846
4180.73,-1.4610,-1.4371,-2.0618,-1.5529,-2.0994,-1.5904
4195.40,-1.4218,-1.3979,-2.0668,-1.5592,-2.0989,-1.5912
4210.12,-1.3825,-1.3586,-2.0719,-1.5655,-2.0969,-1.5904
4224.90,-1.3430,-1.3191,-2.0770,-1.5718,-2.0934,-1.5881
4239.73,-1.3033,-1.2794,-2.0820,-1.5781,-2.0882,-1.5841
4254.61,-1.2635,-1.2396,-2.0871,-1.5844,-2.0815,-1.5786
4269.54,-1.2235,-1.1997,-2.0922,-1.5906,-2.0732,-1.5716
4284.52,-1.1834,-1.1595,-2.0972,-1.5969,-2.0633,-1.5629
4299.56,-1.1431,-1.1192,-2.1023,-1.6032,-2.0518,-1.5526
4314.65,-1.1027,-1.0788,-2.1074,-1.6095,-2.0388,-1.5407
4329.79,-1.0621,-1.0383,-2.1124,-1.6158,-2.0241,-1.5273
4344.98,-1.0214,-0.9975,-2.1175,-1.6220,-2.0078,-1.5122
4360.23,-0.9805,-0.9566,-2.1226,-1.6283,-1.9899,-1.4955
4375.53,-0.9395,-0.9156,-2.1276,-1.6346,-1.9703,-1.4771
4390.89,-0.8982,-0.8744,-2.1327,-1.6408,-1.9492,-1.4572
4406.30,-0.8569,-0.8330,-2.1378,-1.6471,-1.9264,-1.4355
4421.76,-0.8164,-0.7925,-2.1428,-1.6533,-1.9030,-1.4133
4437.28,-0.8337,-0.8098,-2.1479,-1.6596,-1.9359,-1.4474
4452.85,-0.8510,-0.8271,-2.1530,-1.6658,-1.9675,-1.4802
4468.48,-0.8684,-0.8445,-2.1580,-1.6721,-1.9978,-1.5117
4484.16,-0.8859,-0.8620,-2.1631,-1.6783,-2.0267,-1.5418
4499.90,-0.9034,-0.8795,-2.1682,-1.6846,-2.0543,-1.5706
4515.69,-0.9210,-0.8971,-2.1732,-1.6908,-2.0806,-1.5980
4531.54,-0.9386,-0.9147,-2.1783,-1.6970,-2.1055,-1.6241
4547.44,-0.9563,-0.9324,-2.1834,-1.7032,-2.1291,-1.6489
4563.40,-0.9741,-0.9502,-2.1884,-1.7095,-2.1514,-1.6722
4579.41,-0.9919,-0.9680,-2.1935,-1.7157,-2.1722,-1.6943
4595.49,-1.0097,-0.9858,-2.1986,-1.7219,-2.1917,-1.7149
4611.61,-1.0276,-1.0038,-2.2036,-1.7281,-2.2099,-1.7342
4627.80,-1.0456,-1.0217,-2.2087,-1.7343,-2.2266,-1.7521
4644.04,-1.0637,-1.0398,-2.2138,-1.7405,-2.2420,-1.7686
4660.34,-1.0818,-1.0579,-2.2188,-1.7467,-2.2560,-1.7838
4676.69,-1.0999,-1.0760,-2.2239,-1.7529,-2.2687,-1.7975
4693.10,-1.1127,-1.0888,-2.2290,-1.7591,-2.2745,-1.8045
4709.57,-1.1189,-1.0950,-2.2340,-1.7653,-2.2734,-1.8046
4726.10,-1.1250,-1.1011,-2.2391,-1.7715,-2.2721,-1.8043
4742.69,-1.1312,-1.1073,-2.2441,-1.7777,-2.2702,-1.8036
4759.33,-1.1374,-1.1135,-2.2492,-1.7839,-2.2678,-1.8023
4776.03,-1.1436,-1.1197,-2.2543,-1.7900,-2.2648,-1.8004
4792.80,-1.1498,-1.1259,-2.2593,-1.7962,-2.2614,-1.7981
4809.61,-1.1560,-1.1322,-2.2644,-1.8024,-2.2573,-1.7951
4826.49,-1.1623,-1.1384,-2.2695,-1.8085,-2.2528,-1.7917
4843.43,-1.1686,-1.1447,-2.2745,-1.8147,-2.2477,-1.7877
4860.43,-1.1749,-1.1511,-2.2796,-1.8209,-2.2421,-1.7832
4877.49,-1.1813,-1.1574,-2.2847,-1.8270,-2.2360,-1.7782
4894.60,-1.1877,-1.1638,-2.2897,-1.8332,-2.2293,-1.7726
4911.78,-1.1941,-1.1702,-2.2948,-1.8393,-2.2221,-1.7665
4929.02,-1.2005,-1.1766,-2.2999,-1.8454,-2.2144,-1.7598
4946.32,-1.2069,-1.1830,-2.3049,-1.8516,-2.2061,-1.7525
4963.68,-1.2133,-1.1894,-2.3100,-1.8577,-2.1972,-1.7448
4981.10,-1.2385,-1.2146,-2.3151,-1.8638,-2.2066,-1.7552
4998.58,-1.2663,-1.2424,-2.3201,-1.8700,-2.2186,-1.7682
5016.12,-1.3012,-1.2773,-2.3252,-1.8761,-2.2375,-1.7882
5033.72,-1.3368,-1.3129,-2.3302,-1.8822,-2.2570,-1.8088
5051.39,-1.3725,-1.3486,-2.3353,-1.8883,-2.2766,-1.8294
5069.12,-1.4083,-1.3844,-2.3404,-1.8944,-2.2961,-1.8500
5086.90,-1.4442,-1.4203,-2.3454,-1.9005,-2.3156,-1.8705
5104.76,-1.4802,-1.4563,-2.3505,-1.9067,-2.3351,-1.8911
5122.67,-1.5163,-1.4924,-2.3556,-1.9128,-2.3546,-1.9116
5140.65,-1.5525,-1.5286,-2.3606,-1.9188,-2.3741,-1.9322
5158.69,-1.5888,-1.5649,-2.3657,-1.9249,-2.3936,-1.9527
5176.79,-1.6252,-1.6013,-2.3708,-1.9310,-2.4132,-1.9733
5194.96,-1.6616,-1.6378,-2.3758,-1.9371,-2.4327,-1.9938
5213.19,-1.6982,-1.6743,-2.3809,-1.9432,-2.4522,-2.0143
5231.49,-1.7349,-1.7110,-2.3859,-1.9493,-2.4717,-2.0348
5249.85,-1.7717,-1.7478,-2.3910,-1.9553,-2.4912,-2.0554
5268.27,-1.8001,-1.7762,-2.3961,-1.9614,-2.5023,-2.0674
5286.76,-1.8096,-1.7858,-2.4011,-1.9675,-2.4946,-2.0608
5305.31,-1.8192,-1.7953,-2.4062,-1.9735,-2.4871,-2.0543
5323.93,-1.8287,-1.8048,-2.4113,-1.9796,-2.4800,-2.0482
5342.62,-1.8383,-1.8144,-2.4163,-1.9856,-2.4733,-2.0424
5361.37,-1.8478,-1.8239,-2.4214,-1.9917,-2.4669,-2.0370
5380.18,-1.8574,-1.8335,-2.4264,-1.9977,-2.4609,-2.0320
5399.06,-1.8669,-1.8430,-2.4315,-2.0038,-2.4553,-2.0274
5418.01,-1.8765,-1.8526,-2.4366,-2.0098,-2.4501,-2.0232
5437.02,-1.8861,-1.8622,-2.4416,-2.0158,-2.4453,-2.0193
5456.11,-1.8956,-1.8717,-2.4467,-2.0219,-2.4409,-2.0159
5475.25,-1.9052,-1.8813,-2.4518,-2.0279,-2.4368,-2.0128
5494.47,-1.9147,-1.8909,-2.4568,-2.0339,-2.4332,-2.0101
5513.75,-1.9243,-1.9004,-2.4619,-2.0399,-2.4299,-2.0078
5533.10,-1.9339,-1.9100,-2.4669,-2.0459,-2.4271,-2.0059
5552.52,-1.9435,-1.9196,-2.4720,-2.0519,-2.4246,-2.0044
5572.01,-1.9530,-1.9292,-2.4771,-2.0580,-2.4226,-2.0033
5591.56,-1.9725,-1.9486,-2.4821,-2.0640,-2.4307,-2.0123
5611.18,-1.9955,-1.9716,-2.4872,-2.0699,-2.4430,-2.0256
5630.87,-2.0186,-1.9947,-2.4923,-2.0759,-2.4559,-2.0394
5650.64,-2.0417,-2.0178,-2.4973,-2.0819,-2.4696,-2.0540
5670.47,-2.0648,-2.0409,-2.5024,-2.0879,-2.4838,-2.0692
5690.37,-2.0880,-2.0641,-2.5074,-2.0939,-2.4988,-2.0850
5710.34,-2.1113,-2.0874,-2.5125,-2.0999,-2.5144,-2.1016
5730.38,-2.1346,-2.1107,-2.5176,-2.1058,-2.5307,-2.1188
5750.49,-2.1579,-2.1341,-2.5226,-2.1118,-2.5476,-2.1366
5770.67,-2.1813,-2.1574,-2.5277,-2.1178,-2.5652,-2.1551
5790.92,-2.2048,-2.1809,-2.5327,-2.1237,-2.5835,-2.1743
5811.24,-2.2282,-2.2044,-2.5378,-2.1297,-2.6025,-2.1942
5831.64,-2.2518,-2.2279,-2.5429,-2.1356,-2.6222,-2.2147
5852.10,-2.2754,-2.2515,-2.5479,-2.1416,-2.6425,-2.2360
5872.64,-2.2990,-2.2752,-2.5530,-2.1475,-2.6636,-2.2579
5893.25,-2.3228,-2.2989,-2.5581,-2.1535,-2.6853,-2.2805
5913.93,-2.3407,-2.3168,-2.5631,-2.1594,-2.7019,-2.2980
5934.69,-2.3302,-2.3063,-2.5682,-2.1653,-2.6910,-2.2880
5955.51,-2.3196,-2.2957,-2.5732,-2.1712,-2.6811,-2.2790
5976.41,-2.3089,-2.2851,-2.5783,-2.1772,-2.6723,-2.2710
5997.39,-2.2982,-2.2743,-2.5834,-2.1831,-2.6645,-2.2640
6018.43,-2.2874,-2.2635,-2.5884,-2.1890,-2.6577,-2.2581
6039.56,-2.2766,-2.2527,-2.5935,-2.1949,-2.6520,-2.2532
6060.75,-2.2657,-2.2418,-2.5985,-2.2008,-2.6473,-2.2493
6082.02,-2.2547,-2.2308,-2.6036,-2.2067,-2.6436,-2.2465
6103.37,-2.2436,-2.2197,-2.6087,-2.2126,-2.6410,-2.2447
6124.79,-2.2325,-2.2086,-2.6137,-2.2185,-2.6394,-2.2440
6146.28,-2.2212,-2.1974,-2.6188,-2.2244,-2.6389,-2.2443
6167.85,-2.2100,-2.1861,-2.6238,-2.2303,-2.6394,-2.2457
6189.50,-2.1986,-2.1747,-2.6289,-2.2361,-2.6410,-2.2481
6211.22,-2.1872,-2.1633,-2.6340,-2.2420,-2.6437,-2.2516
6233.01,-2.1757,-2.1518,-2.6390,-2.2479,-2.6474,-2.2561
6254.89,-2.1642,-2.1403,-2.6441,-2.2538,-2.6522,-2.2617
6276.84,-2.1518,-2.1279,-2.6492,-2.2596,-2.6572,-2.2675
6298.87,-2.1389,-2.1150,-2.6542,-2.2655,-2.6607,-2.2718
6320.97,-2.1258,-2.1019,-2.6593,-2.2713,-2.6635,-2.2753
6343.16,-2.1127,-2.0888,-2.6643,-2.2772,-2.6653,-2.2780
6365.42,-2.0996,-2.0757,-2.6694,-2.2830,-2.6663,-2.2798
6387.76,-2.0863,-2.0624,-2.6745,-2.2889,-2.6664,-2.2807
6410.17,-2.0730,-2.0491,-2.6795,-2.2947,-2.6657,-2.2807
6432.67,-2.0596,-2.0357,-2.6846,-2.3005,-2.6641,-2.2799
6455.24,-2.0461,-2.0223,-2.6896,-2.3064,-2.6616,-2.2781
6477.90,-2.0326,-2.0087,-2.6947,-2.3122,-2.6582,-2.2756
6500.63,-2.0190,-1.9951,-2.6998,-2.3180,-2.6540,-2.2721
6523.45,-2.0053,-1.9815,-2.7048,-2.3238,-2.6489,-2.2677
6546.34,-1.9916,-1.9677,-2.7099,-2.3297,-2.6429,-2.2625
6569.31,-1.9778,-1.9539,-2.7149,-2.3355,-2.6360,-2.2563
6592.37,-1.9639,-1.9400,-2.7200,-2.3413,-2.6282,-2.2492
6615.50,-1.9499,-1.9260,-2.7251,-2.3471,-2.6195,-2.2413
6638.72,-1.9367,-1.9128,-2.7301,-2.3529,-2.6108,-2.2333
6662.02,-1.9519,-1.9281,-2.7352,-2.3587,-2.6294,-2.2527
6685.40,-1.9672,-1.9433,-2.7402,-2.3644,-2.6468,-2.2709
6708.86,-1.9825,-1.9586,-2.7453,-2.3702,-2.6630,-2.2877
6732.40,-1.9979,-1.9740,-2.7503,-2.3760,-2.6779,-2.3034
6756.03,-2.0132,-1.9893,-2.7554,-2.3818,-2.6915,-2.3177
6779.74,-2.0286,-2.0047,-2.7605,-2.3875,-2.7039,-2.3308
6803.53,-2.0440,-2.0201,-2.7655,-2.3933,-2.7149,-2.3425
6827.41,-2.0594,-2.0355,-2.7706,-2.3991,-2.7247,-2.3530
6851.37,-2.0749,-2.0510,-2.7756,-2.4048,-2.7332,-2.3622
6875.42,-2.0904,-2.0665,-2.7807,-2.4106,-2.7404,-2.3701
6899.54,-2.1059,-2.0820,-2.7858,-2.4163,-2.7463,-2.3767
6923.76,-2.1214,-2.0975,-2.7908,-2.4221,-2.7510,-2.3820
6948.06,-2.1370,-2.1131,-2.7959,-2.4278,-2.7543,-2.3860
6972.44,-2.1526,-2.1287,-2.8009,-2.4336,-2.7563,-2.3887
6996.91,-2.1682,-2.1443,-2.8060,-2.4393,-2.7569,-2.3900
7021.46,-2.1839,-2.1600,-2.8111,-2.4450,-2.7563,-2.3901
7046.11,-2.2058,-2.1819,-2.8161,-2.4507,-2.7606,-2.3951
7070.83,-2.2352,-2.2113,-2.8212,-2.4565,-2.7727,-2.4078
7095.65,-2.2646,-2.2407,-2.8262,-2.4622,-2.7852,-2.4210
7120.55,-2.2941,-2.2702,-2.8313,-2.4679,-2.7983,-2.4347
7145.54,-2.3237,-2.2998,-2.8364,-2.4736,-2.8118,-2.4489
7170.62,-2.3533,-2.3294,-2.8414,-2.4793,-2.8258,-2.4635
7195.78,-2.3831,-2.3592,-2.8465,-2.4850,-2.8403,-2.4787
7221.03,-2.4129,-2.3890,-2.8515,-2.4907,-2.8553,-2.4943
7246.37,-2.4428,-2.4189,-2.8566,-2.4964,-2.8708,-2.5104
7271.81,-2.4728,-2.4489,-2.8617,-2.5021,-2.8868,-2.5271
7297.33,-2.5028,-2.4789,-2.8667,-2.5078,-2.9033,-2.5442
7322.93,-2.5329,-2.5090,-2.8718,-2.5134,-2.9204,-2.5618
7348.63,-2.5631,-2.5392,-2.8768,-2.5191,-2.9379,-2.5800
7374.42,-2.5934,-2.5695,-2.8819,-2.5248,-2.9559,-2.5986
7400.30,-2.6238,-2.5999,-2.8869,-2.5304,-2.9744,-2.6177
7426.27,-2.6542,-2.6303,-2.8920,-2.5361,-2.9934,-2.6374
7452.34,-2.6848,-2.6609,-2.8971,-2.5418,-3.0130,-2.6575
7478.49,-2.6896,-2.6658,-2.9021,-2.5474,-3.0073,-2.6525
7504.73,-2.6914,-2.6675,-2.9072,-2.5531,-2.9988,-2.6445
7531.07,-2.6931,-2.6692,-2.9122,-2.5587,-2.9906,-2.6369
7557.50,-2.6947,-2.6708,-2.9173,-2.5644,-2.9827,-2.6295
7584.02,-2.6964,-2.6725,-2.9224,-2.5700,-2.9750,-2.6225
7610.64,-2.6980,-2.6741,-2.9274,-2.5756,-2.9676,-2.6157
7637.35,-2.6996,-2.6757,-2.9325,-2.5812,-2.9606,-2.6091
7664.15,-2.7012,-2.6773,-2.9375,-2.5869,-2.9538,-2.6029
7691.05,-2.7028,-2.6789,-2.9426,-2.5925,-2.9472,-2.5970
7718.04,-2.7043,-2.6804,-2.9476,-2.5981,-2.9410,-2.5913
7745.13,-2.7058,-2.6820,-2.9527,-2.6037,-2.9351,-2.5859
7772.31,-2.7073,-2.6835,-2.9578,-2.6093,-2.9294,-2.5808
7799.58,-2.7088,-2.6849,-2.9628,-2.6149,-2.9241,-2.5760
7826.96,-2.7103,-2.6864,-2.9679,-2.6205,-2.9191,-2.5715
7854.42,-2.7117,-2.6878,-2.9729,-2.6261,-2.9143,-2.5673
7881.99,-2.7131,-2.6892,-2.9780,-2.6317,-2.9098,-2.5634
7909.65,-2.7203,-2.6964,-2.9831,-2.6373,-2.9114,-2.5655
7937.41,-2.7396,-2.7157,-2.9881,-2.6429,-2.9252,-2.5798
7965.26,-2.7590,-2.7351,-2.9932,-2.6485,-2.9390,-2.5941
7993.22,-2.7784,-2.7545,-2.9982,-2.6540,-2.9528,-2.6084
8021.27,-2.7979,-2.7740,-3.0033,-2.6596,-2.9667,-2.6228
8049.42,-2.8174,-2.7935,-3.0083,-2.6652,-2.9806,-2.6373
8077.67,-2.8369,-2.8131,-3.0134,-2.6707,-2.9946,-2.6517
8106.02,-2.8565,-2.8326,-3.0185,-2.6763,-3.0086,-2.6662
8134.46,-2.8762,-2.8523,-3.0235,-2.6819,-3.0226,-2.6808
8163.01,-2.8959,-2.8720,-3.0286,-2.6874,-3.0367,-2.6954
8191.66,-2.9156,-2.8917,-3.0336,-2.6929,-3.0508,-2.7100
8220.41,-2.9353,-2.9115,-3.0387,-2.6985,-3.0650,-2.7246
8249.25,-2.9551,-2.9313,-3.0437,-2.7040,-3.0792,-2.7393
8278.20,-2.9750,-2.9511,-3.0488,-2.7096,-3.0935,-2.7541
8307.26,-2.9949,-2.9710,-3.0539,-2.7151,-3.1078,-2.7689
8336.41,-3.0148,-2.9909,-3.0589,-2.7206,-3.1221,-2.7837
8365.67,-3.0348,-3.0109,-3.0640,-2.7261,-3.1365,-2.7985
8395.02,-3.0411,-3.0172,-3.0690,-2.7317,-3.1373,-2.7998
8424.49,-3.0428,-3.0189,-3.0741,-2.7372,-3.1337,-2.7966
8454.05,-3.0445,-3.0206,-3.0792,-2.7427,-3.1303,-2.7937
8483.72,-3.0461,-3.0223,-3.0842,-2.7482,-3.1271,-2.7909
8513.49,-3.0478,-3.0239,-3.0893,-2.7537,-3.1241,-2.7883
8543.37,-3.0494,-3.0255,-3.0943,-2.7592,-3.1212,-2.7859
8573.35,-3.0510,-3.0271,-3.0994,-2.7647,-3.1185,-2.7836
8603.44,-3.0526,-3.0287,-3.1044,-2.7702,-3.1160,-2.7815
8633.63,-3.0542,-3.0303,-3.1095,-2.7757,-3.1137,-2.7796
8663.93,-3.0557,-3.0318,-3.1146,-2.7811,-3.1115,-2.7779
8694.34,-3.0572,-3.0334,-3.1196,-2.7866,-3.1096,-2.7764
8724.85,-3.0587,-3.0349,-3.1247,-2.7921,-3.1078,-2.7750
8755.47,-3.0602,-3.0363,-3.1297,-2.7976,-3.1062,-2.7738
8786.20,-3.0617,-3.0378,-3.1348,-2.8030,-3.1047,-2.7728
8817.03,-3.0631,-3.0392,-3.1398,-2.8085,-3.1035,-2.7720
8847.97,-3.0646,-3.0407,-3.1449,-2.8139,-3.1024,-2.7713
8879.03,-3.0680,-3.0441,-3.1500,-2.8194,-3.1037,-2.7729
8910.19,-3.0809,-3.0570,-3.1550,-2.8248,-3.1144,-2.7840
8941.46,-3.0938,-3.0699,-3.1601,-2.8303,-3.1253,-2.7953
8972.83,-3.1067,-3.0829,-3.1651,-2.8357,-3.1364,-2.8068
9004.32,-3.1197,-3.0958,-3.1702,-2.8412,-3.1476,-2.8184
9035.92,-3.1326,-3.1088,-3.1752,-2.8466,-3.1590,-2.8302
9067.64,-3.1456,-3.1217,-3.1803,-2.8520,-3.1707,-2.8422
9099.46,-3.1586,-3.1347,-3.1854,-2.8575,-3.1825,-2.8544
9131.39,-3.1716,-3.1477,-3.1904,-2.8629,-3.1944,-2.8667
9163.44,-3.1847,-3.1608,-3.1955,-2.8683,-3.2066,-2.8793
9195.60,-3.1977,-3.1739,-3.2005,-2.8737,-3.2190,-2.8920
9227.87,-3.2108,-3.1869,-3.2056,-2.8791,-3.2315,-2.9049
9260.25,-3.2239,-3.2000,-3.2106,-2.8845,-3.2443,-2.9180
9292.75,-3.2370,-3.2132,-3.2157,-2.8899,-3.2572,-2.9312
