freq_Hz,harman_inroom_dB,bbc_inroom_dB,harman_target_dB,bbc_target_dB,harman_postdsp_dB,bbc_postdsp_dB
212.08,1.1340,0.7411,0.6366,0.4649,0.6489,0.4766
212.82,1.1275,0.7375,0.6330,0.4622,0.6427,0.4712
213.57,1.1204,0.7333,0.6294,0.4595,0.6366,0.4659
214.32,1.1169,0.7328,0.6258,0.4568,0.6343,0.4646
215.07,1.1128,0.7318,0.6222,0.4542,0.6316,0.4629
215.82,1.1083,0.7304,0.6186,0.4515,0.6284,0.4607
216.58,1.1034,0.7284,0.6150,0.4488,0.6248,0.4581
217.34,1.0979,0.7260,0.6115,0.4462,0.6207,0.4549
218.10,1.0920,0.7231,0.6080,0.4435,0.6162,0.4512
218.87,1.0857,0.7198,0.6045,0.4409,0.6112,0.4471
219.64,1.0789,0.7160,0.6010,0.4383,0.6057,0.4424
220.41,1.0717,0.7118,0.5975,0.4356,0.5998,0.4373
221.18,1.0640,0.7071,0.5940,0.4330,0.5933,0.4316
221.96,1.0560,0.7020,0.5906,0.4304,0.5863,0.4254
222.74,1.0475,0.6964,0.5871,0.4278,0.5789,0.4186
223.52,1.0385,0.6905,0.5837,0.4253,0.5709,0.4113
224.30,1.0292,0.6841,0.5803,0.4227,0.5624,0.4035
225.09,1.0195,0.6773,0.5769,0.4201,0.5534,0.3951
225.88,1.0094,0.6701,0.5736,0.4176,0.5439,0.3862
226.67,1.0047,0.6686,0.5702,0.4150,0.5397,0.3828
227.47,1.0055,0.6727,0.5669,0.4125,0.5412,0.3854
228.27,1.0060,0.6766,0.5636,0.4099,0.5429,0.3881
229.07,1.0064,0.6803,0.5603,0.4074,0.5447,0.3909
229.87,1.0065,0.6838,0.5570,0.4049,0.5466,0.3939
230.68,1.0064,0.6870,0.5537,0.4024,0.5486,0.3969
231.49,1.0062,0.6901,0.5504,0.3999,0.5507,0.4000
232.30,1.0058,0.6930,0.5472,0.3974,0.5529,0.4032
233.12,1.0052,0.6957,0.5440,0.3949,0.5552,0.4066
233.93,1.0044,0.6982,0.5407,0.3924,0.5577,0.4100
234.75,1.0035,0.7005,0.5376,0.3900,0.5603,0.4135
235.58,1.0025,0.7027,0.5344,0.3875,0.5630,0.4172
236.41,1.0013,0.7047,0.5312,0.3851,0.5658,0.4210
237.23,0.9999,0.7066,0.5281,0.3826,0.5687,0.4248
238.07,0.9985,0.7083,0.5249,0.3802,0.5718,0.4288
238.90,0.9969,0.7099,0.5218,0.3778,0.5749,0.4329
239.74,0.9950,0.7111,0.5187,0.3754,0.5780,0.4369
240.58,0.9809,0.6997,0.5156,0.3729,0.5691,0.4284
241.43,0.9665,0.6880,0.5125,0.3705,0.5603,0.4200
242.27,0.9519,0.6761,0.5095,0.3682,0.5514,0.4117
243.12,0.9371,0.6639,0.5064,0.3658,0.5427,0.4033
243.98,0.9220,0.6514,0.5034,0.3634,0.5339,0.3951
244.83,0.9067,0.6387,0.5004,0.3610,0.5252,0.3868
245.69,0.8911,0.6258,0.4974,0.3587,0.5166,0.3787
246.56,0.8754,0.6127,0.4944,0.3563,0.5080,0.3705
247.42,0.8595,0.5993,0.4915,0.3540,0.4995,0.3624
248.29,0.8434,0.5858,0.4885,0.3517,0.4910,0.3544
249.16,0.8271,0.5720,0.4856,0.3493,0.4826,0.3465
250.03,0.8106,0.5581,0.4826,0.3470,0.4742,0.3386
250.91,0.7939,0.5439,0.4797,0.3447,0.4660,0.3307
251.79,0.7771,0.5296,0.4768,0.3424,0.4577,0.3229
252.68,0.7601,0.5151,0.4740,0.3401,0.4495,0.3152
253.56,0.7429,0.5004,0.4711,0.3378,0.4414,0.3075
254.45,0.7305,0.4905,0.4682,0.3356,0.4382,0.3049
255.35,0.7221,0.4849,0.4654,0.3333,0.4387,0.3061
256.24,0.7138,0.4793,0.4626,0.3310,0.4387,0.3068
257.14,0.7054,0.4736,0.4598,0.3288,0.4382,0.3070
258.04,0.6970,0.4678,0.4570,0.3266,0.4373,0.3067
258.95,0.6886,0.4620,0.4542,0.3243,0.4358,0.3058
259.86,0.6801,0.4562,0.4515,0.3221,0.4338,0.3044
260.77,0.6716,0.4503,0.4487,0.3199,0.4313,0.3025
261.69,0.6631,0.4444,0.4460,0.3177,0.4283,0.3000
262.60,0.6546,0.4385,0.4433,0.3155,0.4247,0.2969
263.53,0.6462,0.4326,0.4406,0.3133,0.4206,0.2934
264.45,0.6377,0.4266,0.4379,0.3111,0.4160,0.2892
265.38,0.6292,0.4207,0.4352,0.3089,0.4108,0.2845
266.31,0.6207,0.4147,0.4325,0.3067,0.4051,0.2792
267.24,0.6123,0.4087,0.4299,0.3046,0.3988,0.2734
268.18,0.6038,0.4028,0.4272,0.3024,0.3920,0.2669
269.12,0.5958,0.3971,0.4246,0.3003,0.3849,0.2602
270.07,0.5965,0.4005,0.4220,0.2981,0.3861,0.2621
271.02,0.5973,0.4040,0.4194,0.2960,0.3872,0.2637
271.97,0.5983,0.4075,0.4168,0.2939,0.3880,0.2651
272.92,0.5994,0.4112,0.4143,0.2918,0.3887,0.2664
273.88,0.6006,0.4150,0.4117,0.2897,0.3892,0.2674
274.84,0.6019,0.4189,0.4092,0.2876,0.3894,0.2682
275.80,0.6034,0.4230,0.4067,0.2855,0.3895,0.2687
276.77,0.6051,0.4271,0.4041,0.2834,0.3893,0.2691
277.74,0.6069,0.4314,0.4016,0.2813,0.3890,0.2692
278.72,0.6088,0.4358,0.3992,0.2792,0.3884,0.2691
279.70,0.6109,0.4403,0.3967,0.2772,0.3876,0.2687
280.68,0.6131,0.4449,0.3942,0.2751,0.3866,0.2681
281.66,0.6155,0.4497,0.3918,0.2731,0.3853,0.2673
282.65,0.6181,0.4546,0.3894,0.2710,0.3838,0.2663
283.64,0.6208,0.4597,0.3869,0.2690,0.3821,0.2650
284.64,0.6236,0.4649,0.3845,0.2670,0.3802,0.2634
285.64,0.6263,0.4699,0.3821,0.2650,0.3777,0.2613
286.64,0.6289,0.4748,0.3798,0.2630,0.3752,0.2591
287.65,0.6317,0.4798,0.3774,0.2610,0.3729,0.2572
288.66,0.6346,0.4849,0.3750,0.2590,0.3707,0.2554
289.67,0.6378,0.4902,0.3727,0.2570,0.3688,0.2539
290.69,0.6410,0.4957,0.3704,0.2550,0.3672,0.2526
291.71,0.6445,0.5013,0.3681,0.2530,0.3657,0.2514
292.73,0.6481,0.5070,0.3658,0.2511,0.3644,0.2505
293.76,0.6518,0.5129,0.3635,0.2491,0.3633,0.2498
294.79,0.6558,0.5190,0.3612,0.2471,0.3625,0.2493
295.82,0.6599,0.5251,0.3589,0.2452,0.3619,0.2490
296.86,0.6641,0.5315,0.3567,0.2433,0.3615,0.2489
297.90,0.6686,0.5379,0.3544,0.2413,0.3613,0.2491
298.95,0.6732,0.5446,0.3522,0.2394,0.3613,0.2494
300.00,0.6780,0.5513,0.3500,0.2375,0.3615,0.2500
301.05,0.6829,0.5583,0.3478,0.2356,0.3620,0.2508
302.11,0.6877,0.5650,0.3456,0.2337,0.3623,0.2514
303.17,0.6874,0.5665,0.3434,0.2318,0.3576,0.2469
304.23,0.6872,0.5681,0.3413,0.2299,0.3528,0.2423
305.30,0.6871,0.5699,0.3391,0.2280,0.3480,0.2378
306.37,0.6872,0.5717,0.3370,0.2261,0.3433,0.2333
307.44,0.6874,0.5737,0.3349,0.2243,0.3385,0.2287
308.52,0.6877,0.5757,0.3327,0.2224,0.3338,0.2242
309.61,0.6881,0.5779,0.3306,0.2206,0.3291,0.2197
310.69,0.6887,0.5801,0.3285,0.2187,0.3244,0.2152
311.78,0.6894,0.5825,0.3265,0.2169,0.3197,0.2107
312.88,0.6902,0.5850,0.3244,0.2150,0.3150,0.2062
313.98,0.6911,0.5876,0.3223,0.2132,0.3104,0.2017
315.08,0.6922,0.5903,0.3203,0.2114,0.3057,0.1973
316.18,0.6934,0.5931,0.3183,0.2096,0.3011,0.1928
317.29,0.6947,0.5960,0.3162,0.2078,0.2965,0.1884
318.41,0.6961,0.5990,0.3142,0.2059,0.2919,0.1840
319.52,0.6977,0.6022,0.3122,0.2042,0.2873,0.1796
320.64,0.7022,0.6082,0.3102,0.2024,0.2856,0.1780
321.77,0.7089,0.6165,0.3083,0.2006,0.2863,0.1790
322.90,0.7157,0.6250,0.3063,0.1988,0.2874,0.1803
324.03,0.7228,0.6336,0.3044,0.1970,0.2889,0.1820
325.17,0.7300,0.6423,0.3024,0.1953,0.2908,0.1841
326.31,0.7373,0.6512,0.3005,0.1935,0.2931,0.1866
327.46,0.7448,0.6602,0.2986,0.1918,0.2958,0.1896
328.61,0.7525,0.6694,0.2967,0.1900,0.2989,0.1929
329.76,0.7604,0.6787,0.2948,0.1883,0.3024,0.1966
330.92,0.7684,0.6881,0.2929,0.1865,0.3063,0.2007
332.08,0.7765,0.6977,0.2910,0.1848,0.3105,0.2052
333.24,0.7848,0.7074,0.2891,0.1831,0.3152,0.2101
334.41,0.7933,0.7173,0.2873,0.1814,0.3204,0.2154
335.59,0.8019,0.7273,0.2854,0.1797,0.3259,0.2211
336.76,0.8106,0.7374,0.2836,0.1780,0.3318,0.2272
337.94,0.8196,0.7477,0.2818,0.1763,0.3381,0.2337
339.13,0.8272,0.7567,0.2800,0.1746,0.3435,0.2392
340.32,0.8199,0.7504,0.2782,0.1729,0.3341,0.2299
341.52,0.8125,0.7442,0.2764,0.1712,0.3252,0.2210
342.71,0.8052,0.7381,0.2746,0.1695,0.3168,0.2126
343.92,0.7980,0.7319,0.2728,0.1678,0.3088,0.2046
345.12,0.7908,0.7258,0.2711,0.1662,0.3013,0.1971
346.33,0.7837,0.7198,0.2693,0.1645,0.2943,0.1901
347.55,0.7765,0.7137,0.2676,0.1629,0.2877,0.1835
348.77,0.7695,0.7077,0.2659,0.1612,0.2816,0.1775
349.99,0.7624,0.7017,0.2642,0.1596,0.2760,0.1719
351.22,0.7554,0.6957,0.2625,0.1579,0.2708,0.1667
352.45,0.7485,0.6898,0.2608,0.1563,0.2662,0.1621
353.69,0.7416,0.6839,0.2591,0.1547,0.2620,0.1580
354.93,0.7347,0.6780,0.2574,0.1531,0.2583,0.1543
356.18,0.7279,0.6722,0.2557,0.1514,0.2551,0.1511
357.43,0.7210,0.6663,0.2541,0.1498,0.2524,0.1485
358.68,0.7143,0.6605,0.2524,0.1482,0.2502,0.1463
359.94,0.7077,0.6549,0.2508,0.1466,0.2487,0.1448
361.20,0.7014,0.6495,0.2492,0.1450,0.2475,0.1436
362.47,0.6950,0.6441,0.2475,0.1434,0.2464,0.1426
363.74,0.6887,0.6387,0.2459,0.1419,0.2455,0.1417
365.02,0.6824,0.6333,0.2443,0.1403,0.2447,0.1410
366.30,0.6761,0.6279,0.2428,0.1387,0.2441,0.1403
367.59,0.6698,0.6224,0.2412,0.1371,0.2436,0.1398
368.88,0.6635,0.6170,0.2396,0.1356,0.2432,0.1395
370.17,0.6572,0.6116,0.2381,0.1340,0.2431,0.1393
371.47,0.6510,0.6063,0.2365,0.1324,0.2430,0.1393
372.77,0.6448,0.6009,0.2350,0.1309,0.2432,0.1394
374.08,0.6386,0.5956,0.2334,0.1293,0.2435,0.1397
375.40,0.6324,0.5902,0.2319,0.1278,0.2440,0.1402
376.71,0.6263,0.5849,0.2304,0.1263,0.2446,0.1408
378.04,0.6202,0.5796,0.2289,0.1247,0.2454,0.1416
379.36,0.6141,0.5743,0.2274,0.1232,0.2464,0.1426
380.69,0.6074,0.5685,0.2259,0.1217,0.2470,0.1431
382.03,0.5962,0.5580,0.2244,0.1202,0.2431,0.1392
383.37,0.5850,0.5474,0.2230,0.1186,0.2394,0.1354
384.72,0.5737,0.5369,0.2215,0.1171,0.2358,0.1317
386.07,0.5624,0.5264,0.2201,0.1156,0.2323,0.1281
387.42,0.5512,0.5158,0.2186,0.1141,0.2290,0.1248
388.78,0.5399,0.5053,0.2172,0.1126,0.2259,0.1216
390.14,0.5287,0.4947,0.2158,0.1111,0.2229,0.1185
391.51,0.5174,0.4841,0.2144,0.1096,0.2200,0.1155
392.89,0.5061,0.4735,0.2129,0.1082,0.2173,0.1127
394.27,0.4948,0.4629,0.2115,0.1067,0.2147,0.1100
395.65,0.4835,0.4523,0.2102,0.1052,0.2123,0.1075
397.04,0.4722,0.4416,0.2088,0.1037,0.2100,0.1051
398.43,0.4609,0.4309,0.2074,0.1023,0.2079,0.1029
399.83,0.4495,0.4202,0.2060,0.1008,0.2059,0.1008
401.23,0.4381,0.4095,0.2047,0.0993,0.2040,0.0988
402.64,0.4267,0.3987,0.2033,0.0979,0.2023,0.0970
404.05,0.4158,0.3883,0.2020,0.0964,0.2012,0.0957
405.47,0.4050,0.3782,0.2007,0.0950,0.2005,0.0949
406.90,0.3942,0.3680,0.1994,0.0935,0.1999,0.0942
408.32,0.3834,0.3578,0.1980,0.0921,0.1995,0.0936
409.76,0.3725,0.3475,0.1967,0.0907,0.1991,0.0932
411.19,0.3615,0.3371,0.1954,0.0892,0.1988,0.0927
412.64,0.3505,0.3266,0.1942,0.0878,0.1986,0.0924
414.09,0.3394,0.3161,0.1929,0.0864,0.1986,0.0922
415.54,0.3283,0.3055,0.1916,0.0849,0.1987,0.0922
417.00,0.3171,0.2949,0.1903,0.0835,0.1990,0.0923
418.46,0.3059,0.2843,0.1891,0.0821,0.1994,0.0925
419.93,0.2947,0.2736,0.1878,0.0807,0.1999,0.0929
421.40,0.2835,0.2629,0.1866,0.0793,0.2006,0.0934
422.88,0.2722,0.2522,0.1854,0.0779,0.2014,0.0941
424.37,0.2609,0.2414,0.1841,0.0765,0.2024,0.0948
425.86,0.2495,0.2306,0.1829,0.0751,0.2035,0.0958
427.35,0.2375,0.2190,0.1817,0.0737,0.2041,0.0962
428.85,0.2211,0.2031,0.1805,0.0723,0.2004,0.0923
430.35,0.2047,0.1871,0.1793,0.0709,0.1967,0.0884
431.86,0.1881,0.1711,0.1781,0.0695,0.1929,0.0844
433.38,0.1716,0.1550,0.1769,0.0681,0.1891,0.0803
434.90,0.1550,0.1389,0.1758,0.0667,0.1853,0.0763
436.43,0.1385,0.1228,0.1746,0.0653,0.1814,0.0723
437.96,0.1218,0.1066,0.1734,0.0640,0.1775,0.0681
439.50,0.1051,0.0904,0.1723,0.0626,0.1736,0.0639
441.04,0.0884,0.0741,0.1711,0.0612,0.1696,0.0597
442.59,0.0716,0.0577,0.1700,0.0599,0.1655,0.0554
444.14,0.0547,0.0412,0.1689,0.0585,0.1614,0.0510
445.70,0.0377,0.0247,0.1677,0.0571,0.1572,0.0465
447.26,0.0207,0.0081,0.1666,0.0558,0.1529,0.0420
448.83,0.0036,-0.0086,0.1655,0.0544,0.1486,0.0374
450.41,-0.0135,-0.0253,0.1644,0.0531,0.1442,0.0328
451.99,-0.0307,-0.0421,0.1633,0.0517,0.1398,0.0281
453.57,-0.0437,-0.0547,0.1622,0.0504,0.1394,0.0274
455.17,-0.0544,-0.0650,0.1612,0.0490,0.1403,0.0281
456.76,-0.0651,-0.0753,0.1601,0.0477,0.1401,0.0277
458.37,-0.0759,-0.0856,0.1590,0.0463,0.1389,0.0261
459.97,-0.0867,-0.0960,0.1580,0.0450,0.1366,0.0235
461.59,-0.0975,-0.1065,0.1569,0.0436,0.1332,0.0199
463.21,-0.1084,-0.1169,0.1559,0.0423,0.1288,0.0151
464.83,-0.1193,-0.1274,0.1548,0.0410,0.1232,0.0093
466.47,-0.1302,-0.1380,0.1538,0.0397,0.1166,0.0023
468.10,-0.1412,-0.1486,0.1528,0.0383,0.1088,-0.0057
469.75,-0.1522,-0.1592,0.1517,0.0370,0.1000,-0.0149
471.39,-0.1633,-0.1699,0.1507,0.0357,0.0900,-0.0252
473.05,-0.1744,-0.1807,0.1497,0.0344,0.0789,-0.0367
474.71,-0.1856,-0.1915,0.1487,0.0330,0.0667,-0.0492
476.37,-0.1968,-0.2023,0.1477,0.0317,0.0534,-0.0629
478.05,-0.2080,-0.2132,0.1467,0.0304,0.0389,-0.0777
479.72,-0.2148,-0.2196,0.1458,0.0291,0.0279,-0.0892
481.41,-0.1971,-0.2015,0.1448,0.0278,0.0404,-0.0769
483.10,-0.1794,-0.1833,0.1438,0.0265,0.0524,-0.0652
484.79,-0.1615,-0.1650,0.1428,0.0252,0.0637,-0.0542
486.49,-0.1437,-0.1467,0.1419,0.0238,0.0743,-0.0439
488.20,-0.1256,-0.1282,0.1409,0.0225,0.0845,-0.0340
489.91,-0.1074,-0.1096,0.1400,0.0212,0.0941,-0.0247
491.63,-0.0891,-0.0909,0.1391,0.0199,0.1032,-0.0160
493.36,-0.0707,-0.0722,0.1381,0.0186,0.1116,-0.0079
495.09,-0.0523,-0.0534,0.1372,0.0173,0.1194,-0.0005
496.83,-0.0338,-0.0345,0.1363,0.0160,0.1265,0.0063
498.57,-0.0152,-0.0155,0.1354,0.0147,0.1331,0.0125
500.32,0.0034,0.0035,0.1344,0.0135,0.1390,0.0181
502.08,0.0221,0.0226,0.1335,0.0122,0.1443,0.0230
503.84,0.0409,0.0417,0.1326,0.0109,0.1490,0.0273
505.61,0.0598,0.0609,0.1318,0.0096,0.1531,0.0310
507.38,0.0787,0.0802,0.1309,0.0083,0.1565,0.0340
509.16,0.0932,0.0950,0.1300,0.0070,0.1550,0.0321
510.95,0.1055,0.1077,0.1291,0.0057,0.1517,0.0283
512.74,0.1179,0.1204,0.1282,0.0044,0.1488,0.0250
514.54,0.1303,0.1331,0.1274,0.0031,0.1463,0.0221
516.35,0.1427,0.1458,0.1265,0.0019,0.1442,0.0196
518.16,0.1546,0.1580,0.1257,0.0006,0.1419,0.0169
519.98,0.1664,0.1702,0.1248,-0.0007,0.1400,0.0145
521.80,0.1783,0.1823,0.1240,-0.0020,0.1385,0.0126
523.63,0.1902,0.1945,0.1232,-0.0033,0.1375,0.0111
525.47,0.2021,0.2067,0.1223,-0.0045,0.1368,0.0100
527.32,0.2141,0.2189,0.1215,-0.0058,0.1366,0.0093
529.17,0.2260,0.2312,0.1207,-0.0071,0.1367,0.0090
531.02,0.2379,0.2434,0.1199,-0.0084,0.1373,0.0091
532.89,0.2499,0.2556,0.1191,-0.0096,0.1383,0.0096
534.76,0.2619,0.2679,0.1183,-0.0109,0.1397,0.0105
536.63,0.2739,0.2801,0.1175,-0.0122,0.1415,0.0119
538.52,0.2847,0.2912,0.1167,-0.0135,0.1426,0.0125
540.41,0.2903,0.2971,0.1159,-0.0147,0.1389,0.0083
542.30,0.2959,0.3029,0.1151,-0.0160,0.1356,0.0045
544.21,0.3015,0.3087,0.1143,-0.0173,0.1326,0.0010
546.12,0.3071,0.3146,0.1135,-0.0185,0.1301,-0.0020
548.03,0.3127,0.3204,0.1128,-0.0198,0.1279,-0.0047
549.96,0.3183,0.3263,0.1120,-0.0211,0.1262,-0.0069
551.89,0.3240,0.3321,0.1113,-0.0223,0.1249,-0.0088
553.82,0.3296,0.3379,0.1105,-0.0236,0.1239,-0.0103
555.77,0.3352,0.3438,0.1098,-0.0249,0.1233,-0.0114
557.72,0.3407,0.3496,0.1090,-0.0261,0.1231,-0.0122
559.67,0.3463,0.3553,0.1083,-0.0274,0.1232,-0.0125
561.64,0.3519,0.3611,0.1075,-0.0287,0.1237,-0.0126
563.61,0.3574,0.3668,0.1068,-0.0299,0.1246,-0.0122
565.59,0.3629,0.3726,0.1061,-0.0312,0.1259,-0.0115
567.57,0.3684,0.3783,0.1054,-0.0325,0.1276,-0.0103
569.56,0.3739,0.3840,0.1047,-0.0337,0.1296,-0.0089
571.56,0.3752,0.3855,0.1040,-0.0350,0.1279,-0.0111
573.57,0.3747,0.3851,0.1033,-0.0363,0.1249,-0.0147
575.58,0.3741,0.3847,0.1026,-0.0375,0.1223,-0.0178
577.60,0.3735,0.3842,0.1019,-0.0388,0.1203,-0.0204
579.63,0.3728,0.3837,0.1012,-0.0401,0.1188,-0.0225
581.66,0.3722,0.3833,0.1005,-0.0413,0.1179,-0.0240
583.70,0.3715,0.3828,0.0998,-0.0426,0.1176,-0.0249
585.75,0.3708,0.3823,0.0991,-0.0439,0.1178,-0.0253
587.81,0.3701,0.3817,0.0984,-0.0451,0.1186,-0.0251
589.87,0.3693,0.3811,0.0978,-0.0464,0.1199,-0.0244
591.94,0.3685,0.3805,0.0971,-0.0477,0.1218,-0.0231
594.02,0.3677,0.3799,0.0965,-0.0489,0.1242,-0.0213
596.10,0.3669,0.3792,0.0958,-0.0502,0.1272,-0.0188
598.20,0.3660,0.3785,0.0952,-0.0515,0.1308,-0.0159
600.30,0.3651,0.3777,0.0945,-0.0528,0.1350,-0.0123
602.40,0.3642,0.3770,0.0939,-0.0540,0.1397,-0.0082
604.52,0.3609,0.3738,0.0932,-0.0553,0.1427,-0.0059
606.64,0.3487,0.3617,0.0926,-0.0566,0.1369,-0.0123
608.77,0.3364,0.3495,0.0920,-0.0578,0.1311,-0.0188
610.90,0.3240,0.3373,0.0913,-0.0591,0.1253,-0.0252
613.05,0.3116,0.3250,0.0907,-0.0604,0.1196,-0.0316
615.20,0.2987,0.3123,0.0901,-0.0616,0.1135,-0.0383
617.36,0.2853,0.2990,0.0895,-0.0629,0.1069,-0.0456
619.52,0.2718,0.2856,0.0889,-0.0642,0.1003,-0.0529
621.70,0.2582,0.2721,0.0883,-0.0655,0.0936,-0.0603
623.88,0.2446,0.2586,0.0877,-0.0667,0.0869,-0.0676
626.07,0.2308,0.2449,0.0871,-0.0680,0.0802,-0.0750
628.27,0.2170,0.2312,0.0865,-0.0693,0.0735,-0.0824
630.47,0.2030,0.2174,0.0859,-0.0706,0.0668,-0.0898
632.68,0.1890,0.2035,0.0853,-0.0719,0.0601,-0.0973
634.90,0.1749,0.1895,0.0847,-0.0731,0.0533,-0.1047
637.13,0.1608,0.1755,0.0841,-0.0744,0.0466,-0.1122
639.37,0.1465,0.1613,0.0836,-0.0757,0.0398,-0.1197
641.61,0.1407,0.1556,0.0830,-0.0770,0.0414,-0.1188
643.86,0.1381,0.1532,0.0824,-0.0783,0.0458,-0.1150
646.12,0.1355,0.1507,0.0819,-0.0795,0.0498,-0.1118
648.39,0.1328,0.1481,0.0813,-0.0808,0.0533,-0.1091
650.67,0.1301,0.1455,0.0808,-0.0821,0.0562,-0.1068
652.95,0.1275,0.1430,0.0802,-0.0834,0.0588,-0.1050
655.24,0.1248,0.1404,0.0797,-0.0847,0.0608,-0.1038
657.54,0.1220,0.1378,0.0791,-0.0860,0.0621,-0.1032
659.85,0.1192,0.1351,0.0786,-0.0873,0.0629,-0.1031
662.16,0.1164,0.1323,0.0780,-0.0886,0.0631,-0.1037
664.49,0.1135,0.1296,0.0775,-0.0899,0.0626,-0.1050
666.82,0.1106,0.1267,0.0770,-0.0912,0.0615,-0.1068
669.16,0.1076,0.1239,0.0765,-0.0925,0.0598,-0.1093
671.51,0.1046,0.1209,0.0759,-0.0938,0.0574,-0.1124
673.86,0.1015,0.1180,0.0754,-0.0951,0.0545,-0.1162
676.23,0.0984,0.1149,0.0749,-0.0964,0.0508,-0.1206
678.60,0.0965,0.1131,0.0744,-0.0977,0.0478,-0.1244
680.98,0.0988,0.1155,0.0739,-0.0990,0.0488,-0.1243
683.37,0.1011,0.1179,0.0734,-0.1003,0.0496,-0.1242
685.77,0.1033,0.1203,0.0729,-0.1016,0.0504,-0.1243
688.18,0.1055,0.1226,0.0724,-0.1029,0.0510,-0.1245
690.59,0.1084,0.1255,0.0719,-0.1042,0.0521,-0.1242
693.02,0.1132,0.1304,0.0714,-0.1055,0.0552,-0.1219
695.45,0.1181,0.1354,0.0709,-0.1068,0.0583,-0.1196
697.89,0.1231,0.1405,0.0704,-0.1082,0.0615,-0.1173
700.34,0.1281,0.1456,0.0699,-0.1095,0.0647,-0.1149
702.80,0.1333,0.1509,0.0695,-0.1108,0.0680,-0.1124
705.26,0.1385,0.1562,0.0690,-0.1121,0.0714,-0.1099
707.74,0.1439,0.1617,0.0685,-0.1134,0.0748,-0.1073
710.22,0.1493,0.1672,0.0680,-0.1148,0.0783,-0.1047
712.72,0.1549,0.1728,0.0676,-0.1161,0.0818,-0.1020
715.22,0.1605,0.1786,0.0671,-0.1174,0.0854,-0.0993
717.73,0.1663,0.1845,0.0666,-0.1187,0.0891,-0.0965
720.25,0.1680,0.1862,0.0662,-0.1201,0.0887,-0.0977
722.77,0.1683,0.1866,0.0657,-0.1214,0.0874,-0.0999
725.31,0.1688,0.1871,0.0653,-0.1228,0.0866,-0.1016
727.86,0.1693,0.1878,0.0648,-0.1241,0.0864,-0.1027
730.41,0.1701,0.1886,0.0644,-0.1254,0.0868,-0.1032
732.97,0.1691,0.1876,0.0640,-0.1268,0.0859,-0.1051
735.55,0.1672,0.1859,0.0635,-0.1281,0.0846,-0.1072
738.13,0.1654,0.1841,0.0631,-0.1295,0.0840,-0.1087
740.72,0.1637,0.1824,0.0626,-0.1308,0.0841,-0.1096
743.32,0.1620,0.1808,0.0622,-0.1322,0.0847,-0.1099
745.92,0.1603,0.1792,0.0618,-0.1335,0.0859,-0.1096
748.54,0.1587,0.1777,0.0614,-0.1349,0.0878,-0.1086
751.17,0.1572,0.1762,0.0609,-0.1363,0.0903,-0.1070
753.81,0.1557,0.1748,0.0605,-0.1376,0.0935,-0.1048
756.45,0.1543,0.1735,0.0601,-0.1390,0.0973,-0.1020
759.11,0.1529,0.1722,0.0597,-0.1403,0.1017,-0.0985
761.77,0.1490,0.1683,0.0593,-0.1417,0.1042,-0.0970
764.44,0.1373,0.1567,0.0589,-0.1431,0.0988,-0.1033
767.13,0.1258,0.1452,0.0585,-0.1445,0.0934,-0.1097
769.82,0.1143,0.1338,0.0581,-0.1458,0.0879,-0.1162
772.52,0.1029,0.1225,0.0577,-0.1472,0.0822,-0.1229
775.23,0.0914,0.1110,0.0573,-0.1486,0.0762,-0.1299
777.95,0.0777,0.0974,0.0569,-0.1500,0.0678,-0.1393
780.68,0.0641,0.0837,0.0565,-0.1514,0.0592,-0.1489
783.42,0.0504,0.0702,0.0561,-0.1528,0.0504,-0.1586
786.17,0.0368,0.0566,0.0557,-0.1541,0.0415,-0.1686
788.93,0.0232,0.0431,0.0553,-0.1555,0.0325,-0.1786
791.70,0.0097,0.0296,0.0550,-0.1569,0.0233,-0.1889
794.48,-0.0038,0.0161,0.0546,-0.1583,0.0139,-0.1993
797.27,-0.0173,0.0027,0.0542,-0.1597,0.0044,-0.2098
800.06,-0.0307,-0.0107,0.0538,-0.1612,-0.0052,-0.2204
802.87,-0.0441,-0.0240,0.0535,-0.1626,-0.0150,-0.2312
805.69,-0.0574,-0.0373,0.0531,-0.1640,-0.0248,-0.2421
808.52,-0.0548,-0.0346,0.0527,-0.1654,-0.0189,-0.2373
811.35,-0.0473,-0.0270,0.0524,-0.1668,-0.0083,-0.2277
814.20,-0.0397,-0.0194,0.0520,-0.1682,0.0022,-0.2182
817.06,-0.0321,-0.0118,0.0517,-0.1696,0.0126,-0.2089
819.93,-0.0245,-0.0041,0.0513,-0.1711,0.0229,-0.1997
822.80,-0.0184,0.0020,0.0509,-0.1725,0.0314,-0.1922
825.69,-0.0137,0.0068,0.0506,-0.1739,0.0384,-0.1863
828.59,-0.0090,0.0115,0.0502,-0.1754,0.0453,-0.1806
831.50,-0.0044,0.0162,0.0499,-0.1768,0.0519,-0.1751
834.41,0.0002,0.0209,0.0496,-0.1782,0.0583,-0.1698
837.34,0.0048,0.0255,0.0492,-0.1797,0.0645,-0.1647
840.28,0.0093,0.0300,0.0489,-0.1811,0.0705,-0.1598
843.23,0.0138,0.0345,0.0485,-0.1826,0.0763,-0.1551
846.19,0.0182,0.0390,0.0482,-0.1840,0.0819,-0.1506
849.16,0.0226,0.0434,0.0479,-0.1855,0.0873,-0.1462
852.14,0.0269,0.0478,0.0475,-0.1870,0.0926,-0.1421
