freq_Hz,woofer_dB,mid_dB,tweeter_dB,sum_dB
20.00,-12.6953,-91.1571,-198.2866,-12.6942
20.07,-12.6227,-91.0350,-198.1649,-12.6217
20.14,-12.5505,-90.9130,-198.0432,-12.5495
20.21,-12.4787,-90.7910,-197.9215,-12.4777
20.28,-12.4072,-90.6690,-197.7998,-12.4061
20.35,-12.3361,-90.5469,-197.6781,-12.3350
20.42,-12.2652,-90.4249,-197.5564,-12.2642
20.50,-12.1948,-90.3029,-197.4346,-12.1937
20.57,-12.1247,-90.1809,-197.3129,-12.1236
20.64,-12.0549,-90.0588,-197.1912,-12.0538
20.71,-11.9855,-89.9368,-197.0695,-11.9844
20.79,-11.9164,-89.8148,-196.9478,-11.9153
20.86,-11.8477,-89.6927,-196.8261,-11.8465
20.93,-11.7793,-89.5707,-196.7043,-11.7781
21.01,-11.7112,-89.4486,-196.5826,-11.7101
21.08,-11.6435,-89.3266,-196.4609,-11.6424
21.15,-11.5762,-89.2045,-196.3392,-11.5751
21.23,-11.5092,-89.0381,-196.2175,-11.5080
21.30,-11.4426,-88.8274,-196.0958,-11.4414
21.38,-11.3763,-88.6163,-195.9740,-11.3751
21.45,-11.3103,-88.4049,-195.8523,-11.3091
21.53,-11.2447,-88.1933,-195.7306,-11.2435
21.60,-11.1795,-87.9813,-195.6089,-11.1782
21.68,-11.1146,-87.7690,-195.4872,-11.1133
21.75,-11.0500,-87.5563,-195.3655,-11.0487
21.83,-10.9858,-87.3434,-195.2438,-10.9845
21.91,-10.9220,-87.1301,-195.1220,-10.9206
21.98,-10.8585,-86.9165,-195.0003,-10.8571
22.06,-10.7953,-86.7026,-194.8786,-10.7939
22.14,-10.7325,-86.4884,-194.7569,-10.7311
22.22,-10.6701,-86.2738,-194.6352,-10.6687
22.29,-10.6080,-86.0589,-194.5135,-10.6065
22.37,-10.5463,-85.8437,-194.3917,-10.5448
22.45,-10.4849,-85.6283,-194.2700,-10.4833
22.53,-10.4238,-85.4233,-194.1483,-10.4223
22.61,-10.3631,-85.2179,-194.0266,-10.3616
22.69,-10.3028,-85.0123,-193.9049,-10.3012
22.77,-10.2428,-84.8064,-193.7832,-10.2412
22.85,-10.1832,-84.6002,-193.6614,-10.1815
22.93,-10.1239,-84.3937,-193.5397,-10.1222
23.01,-10.0649,-84.1869,-193.4180,-10.0632
23.09,-10.0063,-83.9799,-193.2963,-10.0046
23.17,-9.9481,-83.7725,-193.1746,-9.9463
23.25,-9.8902,-83.5648,-193.0529,-9.8884
23.33,-9.8327,-83.3568,-192.9312,-9.8308
23.42,-9.7755,-83.1485,-192.8094,-9.7736
23.50,-9.7186,-82.9399,-192.6877,-9.7168
23.58,-9.6622,-82.7309,-192.5660,-9.6602
23.66,-9.6060,-82.5217,-192.4443,-9.6041
23.75,-9.5502,-82.3122,-192.3226,-9.5482
23.83,-9.4948,-82.1263,-192.2009,-9.4928
23.91,-9.4397,-81.9570,-192.0791,-9.4376
24.00,-9.3849,-81.7876,-191.9574,-9.3829
24.08,-9.3305,-81.6181,-191.8357,-9.3284
24.17,-9.2765,-81.4483,-191.7140,-9.2744
24.25,-9.2228,-81.2784,-191.5923,-9.2206
24.34,-9.1694,-81.1083,-191.4706,-9.1672
24.42,-9.1164,-80.9381,-191.3488,-9.1142
24.51,-9.0637,-80.7677,-191.2271,-9.0615
24.59,-9.0114,-80.5971,-191.1054,-9.0091
24.68,-8.9595,-80.4263,-190.9837,-8.9571
24.77,-8.9078,-80.2554,-190.8620,-8.9055
24.85,-8.8565,-80.0843,-190.7403,-8.8541
24.94,-8.8056,-79.9130,-190.6185,-8.8032
25.03,-8.7550,-79.7416,-190.4968,-8.7525
25.11,-8.7047,-79.5699,-190.3751,-8.7022
25.20,-8.6548,-79.4005,-190.2534,-8.6523
25.29,-8.6052,-79.3078,-190.1317,-8.6027
25.38,-8.5560,-79.2153,-190.0100,-8.5535
25.47,-8.5071,-79.1228,-189.8883,-8.5045
25.56,-8.4585,-79.0304,-189.7665,-8.4560
25.65,-8.4103,-78.9382,-189.6448,-8.4077
25.74,-8.3625,-78.8460,-189.5231,-8.3599
25.83,-8.3149,-78.7539,-189.4014,-8.3123
25.92,-8.2677,-78.6620,-189.2797,-8.2651
26.01,-8.2208,-78.5701,-189.1580,-8.2182
26.10,-8.1743,-78.4784,-189.0362,-8.1717
26.19,-8.1281,-78.3867,-188.9145,-8.1255
26.28,-8.0823,-78.2952,-188.7928,-8.0796
26.38,-8.0367,-78.2038,-188.6711,-8.0340
26.47,-7.9915,-78.1124,-188.5494,-7.9888
26.56,-7.9467,-78.0212,-188.4277,-7.9440
26.66,-7.9021,-77.9301,-188.3059,-7.8994
26.75,-7.8579,-77.8476,-188.1842,-7.8552
26.84,-7.8141,-77.7729,-188.0625,-7.8113
26.94,-7.7705,-77.6984,-187.9408,-7.7678
27.03,-7.7273,-77.6241,-187.8191,-7.7245
27.13,-7.6844,-77.5500,-187.6974,-7.6816
27.22,-7.6419,-77.4760,-187.5756,-7.6391
27.32,-7.5996,-77.4021,-187.4539,-7.5968
27.41,-7.5577,-77.3285,-187.3322,-7.5549
27.51,-7.5161,-77.2550,-187.2105,-7.5133
27.61,-7.4748,-77.1816,-187.0888,-7.4720
27.70,-7.4339,-77.1085,-186.9671,-7.4310
27.80,-7.3933,-77.0355,-186.8453,-7.3904
27.90,-7.3530,-76.9627,-186.7236,-7.3501
28.00,-7.3130,-76.8900,-186.6019,-7.3101
28.09,-7.2733,-76.8175,-186.4802,-7.2704
28.19,-7.2339,-76.7452,-186.3585,-7.2310
28.29,-7.1949,-76.6592,-186.2368,-7.1920
28.39,-7.1562,-76.4665,-186.1151,-7.1532
28.49,-7.1178,-76.2735,-185.9933,-7.1147
28.59,-7.0797,-76.0803,-185.8716,-7.0766
28.69,-7.0419,-75.8868,-185.7499,-7.0387
28.79,-7.0044,-75.6931,-185.6282,-7.0012
28.89,-6.9672,-75.4991,-185.5065,-6.9639
28.99,-6.9303,-75.3049,-185.3848,-6.9270
29.10,-6.8938,-75.1104,-185.2630,-6.8904
29.20,-6.8575,-74.9156,-185.1413,-6.8541
29.30,-6.8216,-74.7206,-185.0196,-6.8181
29.40,-6.7859,-74.5253,-184.8979,-6.7823
29.51,-6.7505,-74.3298,-184.7762,-6.7469
29.61,-6.7155,-74.1340,-184.6545,-6.7118
29.71,-6.6807,-73.9380,-184.5327,-6.6770
29.82,-6.6463,-73.7417,-184.4110,-6.6424
29.92,-6.6121,-73.5451,-184.2893,-6.6082
30.03,-6.5783,-73.3374,-184.1676,-6.5743
30.13,-6.5447,-73.1204,-184.0459,-6.5406
30.24,-6.5114,-72.9031,-183.9242,-6.5072
30.34,-6.4784,-72.6854,-183.8024,-6.4742
30.45,-6.4457,-72.4674,-183.6807,-6.4414
30.56,-6.4133,-72.2491,-183.5590,-6.4089
30.67,-6.3812,-72.0304,-183.4373,-6.3766
30.77,-6.3493,-71.8114,-183.3156,-6.3447
30.88,-6.3178,-71.5920,-183.1939,-6.3130
30.99,-6.2865,-71.3723,-183.0721,-6.2816
31.10,-6.2555,-71.1523,-182.9504,-6.2505
31.21,-6.2248,-70.9319,-182.8287,-6.2197
31.32,-6.1943,-70.7112,-182.7070,-6.1892
31.43,-6.1642,-70.4901,-182.5853,-6.1589
31.54,-6.1343,-70.2686,-182.4636,-6.1289
31.65,-6.1047,-70.0468,-182.3418,-6.0991
31.76,-6.0753,-69.8256,-182.2201,-6.0697
31.87,-6.0462,-69.6149,-182.0984,-6.0405
31.98,-6.0174,-69.4038,-181.9767,-6.0116
32.09,-5.9889,-69.1924,-181.8550,-5.9829
32.21,-5.9606,-68.9807,-181.7333,-5.9545
32.32,-5.9326,-68.7687,-181.6115,-5.9264
32.43,-5.9049,-68.5563,-181.4898,-5.8985
32.55,-5.8774,-68.3437,-181.3681,-5.8709
32.66,-5.8502,-68.1307,-181.2464,-5.8435
32.78,-5.8232,-67.9174,-181.1247,-5.8164
32.89,-5.7965,-67.7038,-181.0030,-5.7895
33.01,-5.7700,-67.4899,-180.8813,-5.7629
33.12,-5.7438,-67.2756,-180.7595,-5.7366
33.24,-5.7179,-67.0610,-180.6378,-5.7105
33.36,-5.6922,-66.8461,-180.5161,-5.6846
33.47,-5.6667,-66.6309,-180.3944,-5.6590
33.59,-5.6415,-66.4153,-180.2727,-5.6336
33.71,-5.6166,-66.2395,-180.1510,-5.6085
33.83,-5.5919,-66.0935,-180.0292,-5.5837
33.94,-5.5674,-65.9474,-179.9075,-5.5591
34.06,-5.5432,-65.8013,-179.7858,-5.5347
34.18,-5.5192,-65.6550,-179.6641,-5.5106
34.30,-5.4954,-65.5087,-179.5424,-5.4867
34.42,-5.4719,-65.3623,-179.4207,-5.4631
34.54,-5.4486,-65.2157,-179.2989,-5.4397
34.67,-5.4256,-65.0691,-179.1772,-5.4165
34.79,-5.4027,-64.9225,-179.0555,-5.3936
34.91,-5.3801,-64.7757,-178.9338,-5.3708
35.03,-5.3578,-64.6288,-178.8121,-5.3483
35.15,-5.3356,-64.4819,-178.6904,-5.3261
35.28,-5.3137,-64.3348,-178.5686,-5.3040
35.40,-5.2920,-64.1877,-178.4469,-5.2822
35.53,-5.2706,-64.0405,-178.3252,-5.2605
35.65,-5.2493,-63.8913,-178.2035,-5.2391
35.78,-5.2283,-63.7215,-178.0818,-5.2179
35.90,-5.2074,-63.5515,-177.9601,-5.1969
36.03,-5.1868,-63.3813,-177.8383,-5.1762
36.15,-5.1664,-63.2110,-177.7166,-5.1556
36.28,-5.1463,-63.0406,-177.5949,-5.1352
36.41,-5.1263,-62.8699,-177.4732,-5.1150
36.54,-5.1065,-62.6991,-177.3515,-5.0951
36.66,-5.0870,-62.5281,-177.2298,-5.0753
36.79,-5.0676,-62.3569,-177.1080,-5.0558
36.92,-5.0485,-62.1856,-176.9863,-5.0364
37.05,-5.0295,-62.0141,-176.8646,-5.0172
37.18,-5.0108,-61.8424,-176.7429,-4.9983
37.31,-4.9922,-61.6706,-176.6212,-4.9795
37.44,-4.9739,-61.4985,-176.4995,-4.9609
37.57,-4.9557,-61.3263,-176.3777,-4.9425
37.71,-4.9377,-61.1540,-176.2560,-4.9243
37.84,-4.9200,-60.9835,-176.1343,-4.9063
37.97,-4.9024,-60.8139,-176.0126,-4.8885
38.10,-4.8850,-60.6441,-175.8909,-4.8709
38.24,-4.8678,-60.4742,-175.7692,-4.8534
38.37,-4.8508,-60.3041,-175.6474,-4.8361
38.51,-4.8339,-60.1338,-175.5257,-4.8190
38.64,-4.8173,-59.9634,-175.4040,-4.8021
38.78,-4.8008,-59.7928,-175.2823,-4.7853
38.91,-4.7845,-59.6220,-175.1606,-4.7688
39.05,-4.7684,-59.4511,-175.0389,-4.7524
39.19,-4.7524,-59.2800,-174.9172,-4.7361
39.33,-4.7367,-59.1087,-174.7954,-4.7201
39.46,-4.7211,-58.9372,-174.6737,-4.7042
39.60,-4.7056,-58.7656,-174.5520,-4.6884
39.74,-4.6904,-58.5938,-174.4303,-4.6729
39.88,-4.6753,-58.4218,-174.3086,-4.6575
40.02,-4.6604,-58.2534,-174.1869,-4.6422
40.16,-4.6456,-58.1074,-174.0651,-4.6272
40.30,-4.6310,-57.9614,-173.9434,-4.6123
40.44,-4.6166,-57.8152,-173.8217,-4.5976
40.58,-4.6023,-57.6690,-173.7000,-4.5831
40.73,-4.5882,-57.5226,-173.5783,-4.5687
40.87,-4.5743,-57.3762,-173.4566,-4.5544
41.01,-4.5605,-57.2297,-173.3348,-4.5403
41.16,-4.5469,-57.0832,-173.2131,-4.5264
41.30,-4.5334,-56.9365,-173.0914,-4.5126
41.45,-4.5200,-56.7897,-172.9697,-4.4989
41.59,-4.5069,-56.6429,-172.8480,-4.4854
41.74,-4.4938,-56.4960,-172.7263,-4.4720
41.88,-4.4809,-56.3490,-172.6045,-4.4588
42.03,-4.4682,-56.2019,-172.4828,-4.4457
42.18,-4.4556,-56.0548,-172.3611,-4.4328
42.33,-4.4432,-55.9075,-172.2394,-4.4200
42.48,-4.4309,-55.7801,-172.1177,-4.4074
42.63,-4.4187,-55.6636,-171.9960,-4.3949
42.77,-4.4067,-55.5472,-171.8742,-4.3826
42.92,-4.3948,-55.4308,-171.7525,-4.3705
43.08,-4.3831,-55.3144,-171.6308,-4.3584
43.23,-4.3714,-55.1980,-171.5091,-4.3465
43.38,-4.3600,-55.0817,-171.3874,-4.3347
43.53,-4.3486,-54.9654,-171.2657,-4.3231
43.68,-4.3374,-54.8491,-171.1439,-4.3116
43.84,-4.3263,-54.7328,-171.0222,-4.3002
43.99,-4.3154,-54.6165,-170.9005,-4.2889
44.14,-4.3046,-54.5003,-170.7788,-4.2778
44.30,-4.2939,-54.3841,-170.6571,-4.2667
44.46,-4.2833,-54.2679,-170.5354,-4.2558
44.61,-4.2729,-54.1518,-170.4136,-4.2451
44.77,-4.2625,-54.0357,-170.2919,-4.2344
44.92,-4.2523,-53.9297,-170.1702,-4.2239
45.08,-4.2423,-53.8783,-170.0485,-4.2137
45.24,-4.2323,-53.8270,-169.9268,-4.2036
45.40,-4.2225,-53.7761,-169.8051,-4.1936
45.56,-4.2128,-53.7254,-169.6834,-4.1838
45.72,-4.2032,-53.6749,-169.5616,-4.1740
45.88,-4.1937,-53.6247,-169.4399,-4.1644
46.04,-4.1843,-53.5747,-169.3182,-4.1549
46.20,-4.1751,-53.5251,-169.1965,-4.1455
46.36,-4.1659,-53.4756,-169.0748,-4.1362
46.53,-4.1569,-53.4265,-168.9531,-4.1271
46.69,-4.1480,-53.3776,-168.8313,-4.1180
46.85,-4.1392,-53.3289,-168.7096,-4.1091
47.02,-4.1304,-53.2805,-168.5879,-4.1002
47.18,-4.1219,-53.2324,-168.4662,-4.0915
47.35,-4.1134,-53.1846,-168.3445,-4.0829
47.51,-4.1050,-53.1370,-168.2228,-4.0743
47.68,-4.0967,-53.0079,-168.1010,-4.0656
47.85,-4.0885,-52.8384,-167.9793,-4.0569
48.02,-4.0805,-52.6686,-167.8576,-4.0482
48.19,-4.0725,-52.4988,-167.7359,-4.0396
48.35,-4.0646,-52.3287,-167.6142,-4.0311
48.52,-4.0568,-52.1585,-167.4925,-4.0227
48.69,-4.0492,-51.9882,-167.3707,-4.0144
48.87,-4.0416,-51.8176,-167.2490,-4.0062
49.04,-4.0341,-51.6469,-167.1273,-3.9980
49.21,-4.0267,-51.4761,-167.0056,-3.9900
49.38,-4.0195,-51.3051,-166.8839,-3.9820
49.55,-4.0123,-51.1339,-166.7622,-3.9741
49.73,-4.0052,-50.9626,-166.6404,-3.9663
49.90,-3.9982,-50.7911,-166.5187,-3.9585
50.08,-3.9913,-50.6194,-166.3970,-3.9509
50.25,-3.9844,-50.4476,-166.2753,-3.9433
50.43,-3.9777,-50.2658,-166.1536,-3.9357
50.61,-3.9711,-50.0371,-166.0319,-3.9280
50.79,-3.9645,-49.8081,-165.9102,-3.9203
50.96,-3.9581,-49.5786,-165.7884,-3.9127
51.14,-3.9517,-49.3489,-165.6667,-3.9052
51.32,-3.9454,-49.1187,-165.5450,-3.8977
51.50,-3.9392,-48.8882,-165.4233,-3.8902
51.68,-3.9331,-48.6573,-165.3016,-3.8828
51.86,-3.9271,-48.4261,-165.1799,-3.8755
52.05,-3.9211,-48.1944,-165.0581,-3.8682
52.23,-3.9153,-47.9624,-164.9364,-3.8609
52.41,-3.9095,-47.7301,-164.8147,-3.8537
52.60,-3.9038,-47.4973,-164.6930,-3.8466
52.78,-3.8982,-47.2642,-164.5713,-3.8394
52.97,-3.8927,-47.0307,-164.4496,-3.8323
53.15,-3.8872,-46.7968,-164.3278,-3.8253
53.34,-3.8818,-46.5625,-164.2061,-3.8183
53.53,-3.8766,-46.3243,-164.0844,-3.8113
53.71,-3.8713,-46.0842,-163.9627,-3.8043
53.90,-3.8662,-45.8437,-163.8410,-3.7973
54.09,-3.8612,-45.6028,-163.7193,-3.7904
54.28,-3.8562,-45.3615,-163.5976,-3.7835
54.47,-3.8513,-45.1198,-163.4758,-3.7766
54.66,-3.8465,-44.8777,-163.3541,-3.7697
54.85,-3.8417,-44.6352,-163.2324,-3.7628
55.05,-3.8371,-44.3923,-163.1107,-3.7560
55.24,-3.8325,-44.1490,-162.9890,-3.7491
55.43,-3.8280,-43.9052,-162.8673,-3.7423
55.63,-3.8235,-43.6611,-162.7455,-3.7355
55.82,-3.8192,-43.4165,-162.6238,-3.7286
56.02,-3.8149,-43.1716,-162.5021,-3.7218
56.22,-3.8106,-42.9262,-162.3804,-3.7150
56.41,-3.8065,-42.6804,-162.2587,-3.7082
56.61,-3.8024,-42.4466,-162.1370,-3.7015
56.81,-3.7984,-42.2599,-162.0152,-3.6954
57.01,-3.7945,-42.0730,-161.8935,-3.6892
57.21,-3.7906,-41.8858,-161.7718,-3.6832
57.41,-3.7869,-41.6985,-161.6501,-3.6771
57.61,-3.7832,-41.5109,-161.5284,-3.6711
57.81,-3.7795,-41.3231,-161.4067,-3.6650
58.02,-3.7759,-41.1351,-161.2850,-3.6590
58.22,-3.7725,-40.9469,-161.1632,-3.6530
58.42,-3.7690,-40.7585,-161.0415,-3.6470
58.63,-3.7657,-40.5699,-160.9198,-3.6411
58.84,-3.7624,-40.3811,-160.7981,-3.6351
59.04,-3.7592,-40.1920,-160.6764,-3.6292
59.25,-3.7560,-40.0028,-160.5547,-3.6232
59.46,-3.7529,-39.8133,-160.4329,-3.6173
59.67,-3.7499,-39.6236,-160.3112,-3.6114
59.88,-3.7470,-39.4337,-160.1895,-3.6054
60.09,-3.7441,-39.2900,-160.0678,-3.6003
60.30,-3.7413,-39.1628,-159.9461,-3.5954
60.51,-3.7386,-39.0356,-159.8244,-3.5906
60.72,-3.7360,-38.9084,-159.7027,-3.5858
60.93,-3.7334,-38.7812,-159.5809,-3.5811
61.15,-3.7308,-38.6540,-159.4592,-3.5764
61.36,-3.7284,-38.5269,-159.3375,-3.5717
61.58,-3.7260,-38.3997,-159.2158,-3.5671
61.79,-3.7237,-38.2725,-159.0941,-3.5625
62.01,-3.7215,-38.1454,-158.9724,-3.5580
62.23,-3.7193,-38.0182,-158.8506,-3.5534
62.45,-3.7172,-37.8911,-158.7289,-3.5489
62.66,-3.7151,-37.7640,-158.6072,-3.5445
62.88,-3.7132,-37.6369,-158.4855,-3.5401
63.11,-3.7113,-37.5098,-158.3638,-3.5357
63.33,-3.7095,-37.3827,-158.2421,-3.5313
63.55,-3.7077,-37.2622,-158.1204,-3.5272
63.77,-3.7060,-37.1651,-157.9986,-3.5235
64.00,-3.7044,-37.0680,-157.8769,-3.5199
64.22,-3.7028,-36.9711,-157.7552,-3.5163
64.45,-3.7014,-36.8743,-157.6335,-3.5128
64.67,-3.7000,-36.7777,-157.5118,-3.5093
64.90,-3.6986,-36.6811,-157.3901,-3.5059
65.13,-3.6974,-36.5847,-157.2683,-3.5026
65.36,-3.6962,-36.4884,-157.1466,-3.4993
65.58,-3.6950,-36.3922,-157.0249,-3.4960
65.82,-3.6940,-36.2961,-156.9032,-3.4928
66.05,-3.6930,-36.2002,-156.7815,-3.4896
66.28,-3.6921,-36.1044,-156.6598,-3.4865
66.51,-3.6913,-36.0087,-156.5381,-3.4834
66.74,-3.6905,-35.9132,-156.4163,-3.4804
66.98,-3.6898,-35.8178,-156.2946,-3.4775
67.21,-3.6892,-35.7225,-156.1729,-3.4746
67.45,-3.6887,-35.6128,-156.0512,-3.4713
67.69,-3.6882,-35.4986,-155.9295,-3.4680
67.92,-3.6878,-35.3845,-155.8078,-3.4648
68.16,-3.6875,-35.2704,-155.6861,-3.4616
68.40,-3.6873,-35.1564,-155.5643,-3.4584
68.64,-3.6871,-35.0425,-155.4426,-3.4552
68.88,-3.6870,-34.9286,-155.3209,-3.4521
69.12,-3.6870,-34.8148,-155.1992,-3.4491
69.37,-3.6871,-34.7011,-155.0775,-3.4460
69.61,-3.6872,-34.5875,-154.9558,-3.4431
69.85,-3.6874,-34.4739,-154.8340,-3.4401
70.10,-3.6877,-34.3604,-154.7123,-3.4372
70.34,-3.6881,-34.2470,-154.5906,-3.4343
70.59,-3.6886,-34.1336,-154.4689,-3.4315
70.84,-3.6891,-34.0204,-154.3472,-3.4287
71.09,-3.6897,-33.9072,-154.2255,-3.4259
71.34,-3.6904,-33.7780,-154.1038,-3.4227
71.59,-3.6912,-33.6056,-153.9820,-3.4182
71.84,-3.6921,-33.4331,-153.8603,-3.4136
72.09,-3.6931,-33.2604,-153.7386,-3.4090
72.34,-3.6941,-33.0876,-153.6169,-3.4044
72.60,-3.6952,-32.9147,-153.4952,-3.3998
72.85,-3.6964,-32.7416,-153.3735,-3.3951
73.11,-3.6977,-32.5684,-153.2518,-3.3904
73.37,-3.6991,-32.3951,-153.1300,-3.3857
73.62,-3.7006,-32.2217,-153.0083,-3.3809
73.88,-3.7021,-32.0482,-152.8866,-3.3760
74.14,-3.7038,-31.8745,-152.7649,-3.3711
74.40,-3.7055,-31.7007,-152.6432,-3.3662
74.66,-3.7073,-31.5268,-152.5215,-3.3612
74.92,-3.7092,-31.3528,-152.3998,-3.3562
75.19,-3.7112,-31.1786,-152.2781,-3.3511
75.45,-3.7133,-31.0043,-152.1563,-3.3460
75.72,-3.7155,-30.8415,-152.0346,-3.3413
75.98,-3.7178,-30.6820,-151.9129,-3.3367
76.25,-3.7202,-30.5224,-151.7912,-3.3321
76.52,-3.7227,-30.3627,-151.6695,-3.3274
76.78,-3.7253,-30.2029,-151.5478,-3.3227
77.05,-3.7280,-30.0431,-151.4261,-3.3180
77.32,-3.7307,-29.8832,-151.3043,-3.3132
77.60,-3.7336,-29.7233,-151.1826,-3.3084
77.87,-3.7366,-29.5633,-151.0609,-3.3035
78.14,-3.7397,-29.4032,-150.9392,-3.2986
78.41,-3.7429,-29.2431,-150.8175,-3.2936
78.69,-3.7462,-29.0829,-150.6958,-3.2886
78.97,-3.7496,-28.9227,-150.5741,-3.2835
79.24,-3.7531,-28.7624,-150.4523,-3.2783
79.52,-3.7567,-28.6020,-150.3306,-3.2732
79.80,-3.7604,-28.4416,-150.2089,-3.2679
80.08,-3.7642,-28.2869,-150.0872,-3.2629
80.36,-3.7682,-28.1465,-149.9655,-3.2587
80.64,-3.7722,-28.0062,-149.8438,-3.2545
80.93,-3.7764,-27.8659,-149.7221,-3.2502
81.21,-3.7807,-27.7256,-149.6004,-3.2459
81.50,-3.7851,-27.5853,-149.4786,-3.2416
81.78,-3.7896,-27.4451,-149.3569,-3.2373
82.07,-3.7942,-27.3048,-149.2352,-3.2329
82.36,-3.7990,-27.1646,-149.1135,-3.2285
82.65,-3.8038,-27.0244,-148.9918,-3.2241
82.94,-3.8088,-26.8843,-148.8701,-3.2197
83.23,-3.8139,-26.7441,-148.7484,-3.2152
83.52,-3.8192,-26.6040,-148.6267,-3.2107
83.81,-3.8245,-26.4639,-148.5049,-3.2061
84.11,-3.8300,-26.3239,-148.3832,-3.2015
84.40,-3.8357,-26.1838,-148.2615,-3.1969
84.70,-3.8414,-26.0438,-148.1398,-3.1922
84.99,-3.8473,-25.9189,-148.0181,-3.1886
85.29,-3.8533,-25.7982,-147.8964,-3.1853
85.59,-3.8595,-25.6775,-147.7747,-3.1820
85.89,-3.8658,-25.5569,-147.6530,-3.1787
86.19,-3.8722,-25.4364,-147.5312,-3.1755
86.50,-3.8788,-25.3161,-147.4095,-3.1722
86.80,-3.8855,-25.1958,-147.2878,-3.1689
87.10,-3.8923,-25.0757,-147.1661,-3.1656
87.41,-3.8993,-24.9556,-147.0444,-3.1623
87.72,-3.9064,-24.8357,-146.9227,-3.1591
88.03,-3.9137,-24.7159,-146.8010,-3.1558
88.33,-3.9211,-24.5962,-146.6793,-3.1525
88.64,-3.9287,-24.4766,-146.5575,-3.1493
88.96,-3.9364,-24.3572,-146.4358,-3.1460
89.27,-3.9443,-24.2378,-146.3141,-3.1427
89.58,-3.9524,-24.1186,-146.1924,-3.1395
89.89,-3.9606,-23.9996,-146.0707,-3.1362
90.21,-3.9689,-23.8810,-145.9490,-3.1330
90.53,-3.9774,-23.7626,-145.8273,-3.1298
90.84,-3.9861,-23.6442,-145.7056,-3.1266
91.16,-3.9949,-23.5260,-145.5839,-3.1234
91.48,-4.0039,-23.4079,-145.4621,-3.1202
91.80,-4.0131,-23.2900,-145.3404,-3.1169
92.13,-4.0224,-23.1722,-145.2187,-3.1137
92.45,-4.0319,-23.0545,-145.0970,-3.1105
92.77,-4.0416,-22.9370,-144.9753,-3.1073
93.10,-4.0514,-22.8196,-144.8536,-3.1041
93.43,-4.0615,-22.7024,-144.7319,-3.1009
93.75,-4.0717,-22.5853,-144.6102,-3.0977
94.08,-4.0820,-22.4684,-144.4885,-3.0944
94.41,-4.0926,-22.3516,-144.3668,-3.0912
94.75,-4.1033,-22.2350,-144.2450,-3.0880
95.08,-4.1143,-22.1185,-144.1233,-3.0848
95.41,-4.1254,-22.0457,-144.0016,-3.0865
95.75,-4.1367,-21.9832,-143.8799,-3.0894
96.08,-4.1482,-21.9211,-143.7582,-3.0925
96.42,-4.1598,-21.8593,-143.6365,-3.0958
96.76,-4.1717,-21.7979,-143.5148,-3.0992
97.10,-4.1838,-21.7368,-143.3931,-3.1027
97.44,-4.1961,-21.6761,-143.2714,-3.1064
97.78,-4.2085,-21.6158,-143.1497,-3.1103
98.12,-4.2212,-21.5558,-143.0280,-3.1143
98.47,-4.2341,-21.4962,-142.9062,-3.1185
98.81,-4.2472,-21.4370,-142.7845,-3.1228
99.16,-4.2605,-21.3781,-142.6628,-3.1273
99.51,-4.2740,-21.3197,-142.5411,-3.1320
99.86,-4.2877,-21.2616,-142.4194,-3.1368
100.21,-4.3016,-21.2038,-142.2977,-3.1418
100.56,-4.3158,-21.1465,-142.1760,-3.1470
100.91,-4.3301,-21.0438,-142.0543,-3.1465
101.27,-4.3447,-20.8544,-141.9326,-3.1349
101.62,-4.3595,-20.6650,-121.8060,-3.1229
101.98,-4.3746,-20.4756,-121.6033,-3.1105
102.34,-4.3898,-20.2860,-121.4004,-3.0977
102.70,-4.4053,-20.0964,-121.1971,-3.0846
103.06,-4.4211,-19.9067,-120.9936,-3.0710
103.42,-4.4370,-19.7170,-120.7898,-3.0571
103.78,-4.4532,-19.5271,-120.5858,-3.0427
104.14,-4.4696,-19.3373,-120.3814,-3.0279
104.51,-4.4863,-19.1473,-120.1767,-3.0126
104.88,-4.5032,-18.9573,-119.9718,-2.9969
105.24,-4.5204,-18.7672,-119.7665,-2.9808
105.61,-4.5378,-18.5771,-119.5610,-2.9641
105.98,-4.5554,-18.3869,-119.3552,-2.9470
106.36,-4.5733,-18.1967,-119.1490,-2.9293
106.73,-4.5915,-18.0064,-118.9426,-2.9112
107.10,-4.6099,-17.8597,-118.7359,-2.9003
107.48,-4.6286,-17.7215,-118.5289,-2.8908
107.86,-4.6475,-17.5834,-118.3375,-2.8810
108.24,-4.6667,-17.4454,-118.1640,-2.8711
108.62,-4.6862,-17.3076,-117.9903,-2.8609
109.00,-4.7059,-17.1699,-117.8165,-2.8506
109.38,-4.7259,-17.0324,-117.6424,-2.8401
109.76,-4.7462,-16.8950,-117.4682,-2.8294
110.15,-4.7667,-16.7577,-117.2938,-2.8184
110.54,-4.7875,-16.6206,-117.1192,-2.8073
110.92,-4.8086,-16.4836,-116.9444,-2.7959
111.31,-4.8300,-16.3468,-116.7694,-2.7843
111.70,-4.8516,-16.2101,-116.5942,-2.7725
112.10,-4.8736,-16.0736,-116.4189,-2.7605
112.49,-4.8958,-15.9372,-116.2433,-2.7482
112.88,-4.9183,-15.8010,-116.0676,-2.7357
113.28,-4.9411,-15.6719,-115.8917,-2.7245
113.68,-4.9642,-15.5558,-115.7156,-2.7161
114.08,-4.9876,-15.4399,-115.5393,-2.7075
