freq_Hz,woofer_dB,mid_dB,tweeter_dB,sum_dB
17954.70,-163.9239,-119.8392,-0.6368,-0.6368
18017.71,-164.0456,-119.7578,-0.6493,-0.6492
18080.94,-164.1673,-119.6758,-0.6617,-0.6617
18144.40,-164.2890,-119.5930,-0.6742,-0.6742
18208.07,-164.4107,-119.5095,-0.6868,-0.6868
18271.97,-164.5324,-119.4787,-0.6994,-0.6994
18336.10,-164.6540,-119.5236,-0.7121,-0.7121
18400.45,-164.7757,-119.5682,-0.7248,-0.7247
18465.02,-164.8974,-119.6125,-0.7375,-0.7375
18529.82,-165.0191,-119.6566,-0.7503,-0.7503
18594.85,-165.1408,-119.7003,-0.7631,-0.7631
18660.11,-165.2625,-119.7439,-0.7760,-0.7760
18725.60,-165.3841,-119.7871,-0.7889,-0.7889
18791.31,-165.5058,-119.8301,-0.8019,-0.8019
18857.26,-165.6275,-119.8728,-0.8149,-0.8149
18923.44,-165.7492,-119.9152,-0.8224,-0.8223
18989.85,-165.8708,-119.9573,-0.8282,-0.8282
19056.49,-165.9925,-119.9992,-0.8342,-0.8341
19123.37,-166.1142,-120.0407,-0.8401,-0.8401
19190.48,-166.2359,-120.0820,-0.8460,-0.8460
19257.83,-166.3576,-120.1230,-0.8520,-0.8520
19325.41,-166.4792,-120.1638,-0.8580,-0.8580
19393.23,-166.6009,-110.3793,-0.8640,-0.8640
19461.29,-166.7226,-110.5010,-0.8700,-0.8700
19529.59,-166.8443,-110.6227,-0.8761,-0.8761
19598.13,-166.9659,-110.7444,-0.8822,-0.8821
19666.91,-167.0876,-110.8662,-0.8883,-0.8882
19735.93,-167.2093,-110.9879,-0.8944,-0.8944
19805.19,-167.3310,-111.1096,-0.9005,-0.9005
19874.69,-167.4526,-111.2313,-0.9067,-0.9067
19944.44,-167.5743,-111.3530,-0.9129,-0.9128
20014.44,-167.6960,-111.4747,-20.9178,-20.9175
20084.67,-167.8177,-111.5964,-20.9178,-20.9175
20155.16,-167.9393,-111.7181,-20.9178,-20.9175
20225.89,-168.0610,-111.8398,-20.9178,-20.9175
20296.87,-168.1827,-111.9615,-20.9178,-20.9175
20368.11,-168.3043,-112.0832,-20.9178,-20.9175
20439.59,-168.4260,-112.2050,-20.9178,-20.9175
20511.32,-168.5477,-112.3267,-20.9178,-20.9175
20583.30,-168.6693,-112.4484,-20.9178,-20.9175
20655.54,-168.7910,-112.5701,-20.9178,-20.9176
20728.02,-168.9127,-112.6918,-20.9178,-20.9176
20800.77,-169.0343,-112.8135,-20.9178,-20.9176
20873.77,-169.1560,-112.9352,-20.9178,-20.9176
20947.02,-169.2777,-113.0569,-20.9178,-20.9176
21020.53,-169.3993,-113.1786,-20.9178,-20.9176
21094.30,-169.5210,-113.3003,-20.9178,-20.9176
21168.33,-169.6427,-113.4221,-20.9178,-20.9176
21242.62,-169.7643,-113.5438,-20.9178,-20.9176
21317.17,-169.8860,-113.6655,-20.9178,-20.9176
21391.98,-170.0076,-113.7872,-20.9178,-20.9176
21467.06,-170.1293,-113.9089,-20.9178,-20.9176
21542.39,-170.2510,-114.0306,-20.9178,-20.9176
21617.99,-170.3726,-114.1523,-20.9178,-20.9176
21693.86,-170.4943,-114.2740,-20.9178,-20.9176
21769.99,-170.6159,-114.3957,-20.9178,-20.9176
21846.39,-170.7376,-114.5174,-20.9178,-20.9176
21923.06,-170.8593,-114.6392,-20.9178,-20.9176
22000.00,-170.9809,-114.7609,-20.9178,-20.9176
