crossover_Hz,freq_Hz,theta_deg,spl_norm_dB
1350,1312.85,-85.0,-12.9303
1350,1312.85,-80.0,-13.7075
1350,1312.85,-75.0,-15.1643
1350,1312.85,-70.0,-17.6436
1350,1312.85,-65.0,-21.8099
1350,1312.85,-60.0,-24.8368
1350,1312.85,-55.0,-19.0062
1350,1312.85,-50.0,-13.9990
1350,1312.85,-45.0,-10.4740
1350,1312.85,-40.0,-7.8252
1350,1312.85,-35.0,-5.7519
1350,1312.85,-30.0,-4.0999
1350,1312.85,-25.0,-2.7835
1350,1312.85,-20.0,-1.7519
1350,1312.85,-15.0,-0.9736
1350,1312.85,-10.0,-0.4292
1350,1312.85,-5.0,-0.1068
1350,1312.85,0.0,0.0000
1350,1312.85,5.0,-0.1068
1350,1312.85,10.0,-0.4292
1350,1312.85,15.0,-0.9736
1350,1312.85,20.0,-1.7519
1350,1312.85,25.0,-2.7835
1350,1312.85,30.0,-4.0999
1350,1312.85,35.0,-5.7519
1350,1312.85,40.0,-7.8252
1350,1312.85,45.0,-10.4740
1350,1312.85,50.0,-13.9990
1350,1312.85,55.0,-19.0062
1350,1312.85,60.0,-24.8368
1350,1312.85,65.0,-21.8099
1350,1312.85,70.0,-17.6436
1350,1312.85,75.0,-15.1643
1350,1312.85,80.0,-13.7075
1350,1312.85,85.0,-12.9303
1350,1312.85,90.0,-12.6851
1350,1334.22,-90.0,-11.8648
1350,1334.22,-85.0,-12.0960
1350,1334.22,-80.0,-12.8294
1350,1334.22,-75.0,-14.2084
1350,1334.22,-70.0,-16.5937
1350,1334.22,-65.0,-21.0387
1350,1334.22,-60.0,-31.5620
1350,1334.22,-55.0,-22.2489
1350,1334.22,-50.0,-15.3187
1350,1334.22,-45.0,-11.1899
1350,1334.22,-40.0,-8.2615
1350,1334.22,-35.0,-6.0306
1350,1334.22,-30.0,-4.2795
1350,1334.22,-25.0,-2.8968
1350,1334.22,-20.0,-1.8195
1350,1334.22,-15.0,-1.0098
1350,1334.22,-10.0,-0.4448
1350,1334.22,-5.0,-0.1106
1350,1334.22,0.0,0.0000
1350,1334.22,5.0,-0.1106
1350,1334.22,10.0,-0.4448
1350,1334.22,15.0,-1.0098
1350,1334.22,20.0,-1.8195
1350,1334.22,25.0,-2.8968
1350,1334.22,30.0,-4.2795
1350,1334.22,35.0,-6.0306
1350,1334.22,40.0,-8.2615
1350,1334.22,45.0,-11.1899
1350,1334.22,50.0,-15.3187
1350,1334.22,55.0,-22.2489
1350,1334.22,60.0,-31.5620
1350,1334.22,65.0,-21.0387
1350,1334.22,70.0,-16.5937
1350,1334.22,75.0,-14.2084
1350,1334.22,80.0,-12.8294
1350,1334.22,85.0,-12.0960
1350,1334.22,90.0,-11.8648
1350,1355.59,-90.0,-10.9820
1350,1355.59,-85.0,-11.1931
1350,1355.59,-80.0,-11.8602
1350,1355.59,-75.0,-13.1030
1350,1355.59,-70.0,-15.2128
1350,1355.59,-65.0,-18.9937
1350,1355.59,-60.0,-28.3347
1350,1355.59,-55.0,-25.9698
1350,1355.59,-50.0,-16.5985
1350,1355.59,-45.0,-11.8698
1350,1355.59,-40.0,-8.6750
1350,1355.59,-35.0,-6.2951
1350,1355.59,-30.0,-4.4504
1350,1355.59,-25.0,-3.0048
1350,1355.59,-20.0,-1.8840
1350,1355.59,-15.0,-1.0443
1350,1355.59,-10.0,-0.4596
1350,1355.59,-5.0,-0.1143
1350,1355.59,0.0,0.0000
1350,1355.59,5.0,-0.1143
1350,1355.59,10.0,-0.4596
1350,1355.59,15.0,-1.0443
1350,1355.59,20.0,-1.8840
1350,1355.59,25.0,-3.0048
1350,1355.59,30.0,-4.4504
1350,1355.59,35.0,-6.2951
1350,1355.59,40.0,-8.6750
1350,1355.59,45.0,-11.8698
1350,1355.59,50.0,-16.5985
1350,1355.59,55.0,-25.9698
1350,1355.59,60.0,-28.3347
1350,1355.59,65.0,-18.9937
1350,1355.59,70.0,-15.2128
1350,1355.59,75.0,-13.1030
1350,1355.59,80.0,-11.8602
1350,1355.59,85.0,-11.1931
1350,1355.59,90.0,-10.9820
1350,1376.96,-90.0,-10.1020
1350,1376.96,-85.0,-10.2922
1350,1376.96,-80.0,-10.8899
1350,1376.96,-75.0,-11.9892
1350,1376.96,-70.0,-13.8047
1350,1376.96,-65.0,-16.8486
1350,1376.96,-60.0,-22.6039
1350,1376.96,-55.0,-26.5377
1350,1376.96,-50.0,-17.6228
1350,1376.96,-45.0,-12.4717
1350,1376.96,-40.0,-9.0530
1350,1376.96,-35.0,-6.5409
1350,1376.96,-30.0,-4.6106
1350,1376.96,-25.0,-3.1067
1350,1376.96,-20.0,-1.9451
1350,1376.96,-15.0,-1.0771
1350,1376.96,-10.0,-0.4737
1350,1376.96,-5.0,-0.1177
1350,1376.96,0.0,0.0000
1350,1376.96,5.0,-0.1177
1350,1376.96,10.0,-0.4737
1350,1376.96,15.0,-1.0771
1350,1376.96,20.0,-1.9451
1350,1376.96,25.0,-3.1067
1350,1376.96,30.0,-4.6106
1350,1376.96,35.0,-6.5409
1350,1376.96,40.0,-9.0530
1350,1376.96,45.0,-12.4717
1350,1376.96,50.0,-17.6228
1350,1376.96,55.0,-26.5377
1350,1376.96,60.0,-22.6039
1350,1376.96,65.0,-16.8486
1350,1376.96,70.0,-13.8047
1350,1376.96,75.0,-11.9892
1350,1376.96,80.0,-10.8899
1350,1376.96,85.0,-10.2922
1350,1376.96,90.0,-10.1020
1350,1398.33,-90.0,-9.2596
1350,1398.33,-85.0,-9.4304
1350,1398.33,-80.0,-9.9643
1350,1398.33,-75.0,-10.9338
1350,1398.33,-70.0,-12.4942
1350,1398.33,-65.0,-14.9664
1350,1398.33,-60.0,-18.9830
1350,1398.33,-55.0,-23.0667
1350,1398.33,-50.0,-18.0871
1350,1398.33,-45.0,-12.9442
1350,1398.33,-40.0,-9.3821
1350,1398.33,-35.0,-6.7633
1350,1398.33,-30.0,-4.7584
1350,1398.33,-25.0,-3.2016
1350,1398.33,-20.0,-2.0024
1350,1398.33,-15.0,-1.1081
1350,1398.33,-10.0,-0.4871
1350,1398.33,-5.0,-0.1210
1350,1398.33,0.0,0.0000
1350,1398.33,5.0,-0.1210
1350,1398.33,10.0,-0.4871
1350,1398.33,15.0,-1.1081
1350,1398.33,20.0,-2.0024
1350,1398.33,25.0,-3.2016
1350,1398.33,30.0,-4.7584
1350,1398.33,35.0,-6.7633
1350,1398.33,40.0,-9.3821
1350,1398.33,45.0,-12.9442
1350,1398.33,50.0,-18.0871
1350,1398.33,55.0,-23.0667
1350,1398.33,60.0,-18.9830
1350,1398.33,65.0,-14.9664
1350,1398.33,70.0,-12.4942
1350,1398.33,75.0,-10.9338
1350,1398.33,80.0,-9.9643
1350,1398.33,85.0,-9.4304
1350,1398.33,90.0,-9.2596
1350,1419.70,-90.0,-8.4706
1350,1419.70,-85.0,-8.6242
1350,1419.70,-80.0,-9.1022
1350,1419.70,-75.0,-9.9609
1350,1419.70,-70.0,-11.3137
1350,1419.70,-65.0,-13.3683
1350,1419.70,-60.0,-16.4285
1350,1419.70,-55.0,-19.7629
1350,1419.70,-50.0,-17.8131
1350,1419.70,-45.0,-13.2365
1350,1419.70,-40.0,-9.6484
1350,1419.70,-35.0,-6.9577
1350,1419.70,-30.0,-4.8920
1350,1419.70,-25.0,-3.2890
1350,1419.70,-20.0,-2.0557
1350,1419.70,-15.0,-1.1370
1350,1419.70,-10.0,-0.4996
1350,1419.70,-5.0,-0.1241
1350,1419.70,0.0,0.0000
1350,1419.70,5.0,-0.1241
1350,1419.70,10.0,-0.4996
1350,1419.70,15.0,-1.1370
1350,1419.70,20.0,-2.0557
1350,1419.70,25.0,-3.2890
1350,1419.70,30.0,-4.8920
1350,1419.70,35.0,-6.9577
1350,1419.70,40.0,-9.6484
1350,1419.70,45.0,-13.2365
1350,1419.70,50.0,-17.8131
1350,1419.70,55.0,-19.7629
1350,1419.70,60.0,-16.4285
1350,1419.70,65.0,-13.3683
1350,1419.70,70.0,-11.3137
1350,1419.70,75.0,-9.9609
1350,1419.70,80.0,-9.1022
1350,1419.70,85.0,-8.6242
1350,1419.70,90.0,-8.4706
1350,1441.07,-90.0,-7.7398
1350,1441.07,-85.0,-7.8786
1350,1441.07,-80.0,-8.3087
1350,1441.07,-75.0,-9.0745
1350,1441.07,-70.0,-10.2609
1350,1441.07,-65.0,-12.0078
1350,1441.07,-60.0,-14.4760
1350,1441.07,-55.0,-17.2219
1350,1441.07,-50.0,-16.9419
1350,1441.07,-45.0,-13.3139
1350,1441.07,-40.0,-9.8398
1350,1441.07,-35.0,-7.1200
1350,1441.07,-30.0,-5.0099
1350,1441.07,-25.0,-3.3683
1350,1441.07,-20.0,-2.1048
1350,1441.07,-15.0,-1.1639
1350,1441.07,-10.0,-0.5113
1350,1441.07,-5.0,-0.1270
1350,1441.07,0.0,0.0000
1350,1441.07,5.0,-0.1270
1350,1441.07,10.0,-0.5113
1350,1441.07,15.0,-1.1639
1350,1441.07,20.0,-2.1048
1350,1441.07,25.0,-3.3683
1350,1441.07,30.0,-5.0099
1350,1441.07,35.0,-7.1200
1350,1441.07,40.0,-9.8398
1350,1441.07,45.0,-13.3139
1350,1441.07,50.0,-16.9419
1350,1441.07,55.0,-17.2219
1350,1441.07,60.0,-14.4760
1350,1441.07,65.0,-12.0078
1350,1441.07,70.0,-10.2609
1350,1441.07,75.0,-9.0745
1350,1441.07,80.0,-8.3087
1350,1441.07,85.0,-7.8786
1350,1441.07,90.0,-7.7398
1350,1462.44,-90.0,-7.0669
1350,1462.44,-85.0,-7.1929
1350,1462.44,-80.0,-7.5822
1350,1462.44,-75.0,-8.2704
1350,1462.44,-70.0,-9.3225
1350,1462.44,-65.0,-10.8375
1350,1462.44,-60.0,-12.9067
1350,1462.44,-55.0,-15.2325
1350,1462.44,-50.0,-15.7772
1350,1462.44,-45.0,-13.1726
1350,1462.44,-40.0,-9.9477
1350,1462.44,-35.0,-7.2469
1350,1462.44,-30.0,-5.1109
1350,1462.44,-25.0,-3.4389
1350,1462.44,-20.0,-2.1494
1350,1462.44,-15.0,-1.1886
1350,1462.44,-10.0,-0.5222
1350,1462.44,-5.0,-0.1297
1350,1462.44,0.0,0.0000
1350,1462.44,5.0,-0.1297
1350,1462.44,10.0,-0.5222
1350,1462.44,15.0,-1.1886
1350,1462.44,20.0,-2.1494
1350,1462.44,25.0,-3.4389
1350,1462.44,30.0,-5.1109
1350,1462.44,35.0,-7.2469
1350,1462.44,40.0,-9.9477
1350,1462.44,45.0,-13.1726
1350,1462.44,50.0,-15.7772
1350,1462.44,55.0,-15.2325
1350,1462.44,60.0,-12.9067
1350,1462.44,65.0,-10.8375
1350,1462.44,70.0,-9.3225
1350,1462.44,75.0,-8.2704
1350,1462.44,80.0,-7.5822
1350,1462.44,85.0,-7.1929
1350,1462.44,90.0,-7.0669
1350,1483.81,-90.0,-6.4489
1350,1483.81,-85.0,-6.5640
1350,1483.81,-80.0,-6.9184
1350,1483.81,-75.0,-7.5412
1350,1483.81,-70.0,-8.4840
1350,1483.81,-65.0,-9.8192
1350,1483.81,-60.0,-11.6025
1350,1483.81,-55.0,-13.6213
1350,1483.81,-50.0,-14.5503
1350,1483.81,-45.0,-12.8407
1350,1483.81,-40.0,-9.9686
1350,1483.81,-35.0,-7.3360
1350,1483.81,-30.0,-5.1939
1350,1483.81,-25.0,-3.5004
1350,1483.81,-20.0,-2.1895
1350,1483.81,-15.0,-1.2111
1350,1483.81,-10.0,-0.5322
1350,1483.81,-5.0,-0.1322
1350,1483.81,0.0,0.0000
1350,1483.81,5.0,-0.1322
1350,1483.81,10.0,-0.5322
1350,1483.81,15.0,-1.2111
1350,1483.81,20.0,-2.1895
1350,1483.81,25.0,-3.5004
1350,1483.81,30.0,-5.1939
1350,1483.81,35.0,-7.3360
1350,1483.81,40.0,-9.9686
1350,1483.81,45.0,-12.8407
1350,1483.81,50.0,-14.5503
1350,1483.81,55.0,-13.6213
1350,1483.81,60.0,-11.6025
1350,1483.81,65.0,-9.8192
1350,1483.81,70.0,-8.4840
1350,1483.81,75.0,-7.5412
1350,1483.81,80.0,-6.9184
1350,1483.81,85.0,-6.5640
1350,1483.81,90.0,-6.4489
1350,1505.18,-90.0,-5.8820
1350,1505.18,-85.0,-5.9875
1350,1505.18,-80.0,-6.3119
1350,1505.18,-75.0,-6.8794
1350,1505.18,-70.0,-7.7317
1350,1505.18,-65.0,-8.9242
1350,1505.18,-60.0,-10.4927
1350,1505.18,-55.0,-12.2789
1350,1505.18,-50.0,-13.3752
1350,1505.18,-45.0,-12.3666
1350,1505.18,-40.0,-9.9045
1350,1505.18,-35.0,-7.3860
1350,1505.18,-30.0,-5.2583
1350,1505.18,-25.0,-3.5527
1350,1505.18,-20.0,-2.2248
1350,1505.18,-15.0,-1.2314
1350,1505.18,-10.0,-0.5413
1350,1505.18,-5.0,-0.1344
1350,1505.18,0.0,0.0000
1350,1505.18,5.0,-0.1344
1350,1505.18,10.0,-0.5413
1350,1505.18,15.0,-1.2314
1350,1505.18,20.0,-2.2248
1350,1505.18,25.0,-3.5527
1350,1505.18,30.0,-5.2583
1350,1505.18,35.0,-7.3860
1350,1505.18,40.0,-9.9045
1350,1505.18,45.0,-12.3666
1350,1505.18,50.0,-13.3752
1350,1505.18,55.0,-12.2789
1350,1505.18,60.0,-10.4927
1350,1505.18,65.0,-8.9242
1350,1505.18,70.0,-7.7317
1350,1505.18,75.0,-6.8794
1350,1505.18,80.0,-6.3119
1350,1505.18,85.0,-5.9875
1350,1505.18,90.0,-5.8820
1350,1526.54,-90.0,-5.3620
1350,1526.54,-85.0,-5.4592
1350,1526.54,-80.0,-5.7575
1350,1526.54,-75.0,-6.2776
1350,1526.54,-70.0,-7.0540
1350,1526.54,-65.0,-8.1305
1350,1526.54,-60.0,-9.5317
1350,1526.54,-55.0,-11.1359
1350,1526.54,-50.0,-12.2930
1350,1526.54,-45.0,-11.8023
1350,1526.54,-40.0,-9.7628
1350,1526.54,-35.0,-7.3971
1350,1526.54,-30.0,-5.3038
1350,1526.54,-25.0,-3.5955
1350,1526.54,-20.0,-2.2555
1350,1526.54,-15.0,-1.2495
1350,1526.54,-10.0,-0.5495
1350,1526.54,-5.0,-0.1365
1350,1526.54,0.0,0.0000
1350,1526.54,5.0,-0.1365
1350,1526.54,10.0,-0.5495
1350,1526.54,15.0,-1.2495
1350,1526.54,20.0,-2.2555
1350,1526.54,25.0,-3.5955
1350,1526.54,30.0,-5.3038
1350,1526.54,35.0,-7.3971
1350,1526.54,40.0,-9.7628
1350,1526.54,45.0,-11.8023
1350,1526.54,50.0,-12.2930
1350,1526.54,55.0,-11.1359
1350,1526.54,60.0,-9.5317
1350,1526.54,65.0,-8.1305
1350,1526.54,70.0,-7.0540
1350,1526.54,75.0,-6.2776
1350,1526.54,80.0,-5.7575
1350,1526.54,85.0,-5.4592
1350,1526.54,90.0,-5.3620
1350,1547.91,-90.0,-4.8849
1350,1547.91,-85.0,-4.9747
1350,1547.91,-80.0,-5.2502
1350,1547.91,-75.0,-5.7292
1350,1547.91,-70.0,-6.4411
1350,1547.91,-65.0,-7.4216
1350,1547.91,-60.0,-8.6885
1350,1547.91,-55.0,-10.1462
1350,1547.91,-50.0,-11.3113
1350,1547.91,-45.0,-11.1916
1350,1547.91,-40.0,-9.5545
1350,1547.91,-35.0,-7.3704
1350,1547.91,-30.0,-5.3305
1350,1547.91,-25.0,-3.6289
1350,1547.91,-20.0,-2.2814
1350,1547.91,-15.0,-1.2653
1350,1547.91,-10.0,-0.5568
1350,1547.91,-5.0,-0.1384
1350,1547.91,0.0,0.0000
1350,1547.91,5.0,-0.1384
1350,1547.91,10.0,-0.5568
1350,1547.91,15.0,-1.2653
1350,1547.91,20.0,-2.2814
1350,1547.91,25.0,-3.6289
1350,1547.91,30.0,-5.3305
1350,1547.91,35.0,-7.3704
1350,1547.91,40.0,-9.5545
1350,1547.91,45.0,-11.1916
1350,1547.91,50.0,-11.3113
1350,1547.91,55.0,-10.1462
1350,1547.91,60.0,-8.6885
1350,1547.91,65.0,-7.4216
1350,1547.91,70.0,-6.4411
1350,1547.91,75.0,-5.7292
1350,1547.91,80.0,-5.2502
1350,1547.91,85.0,-4.9747
1350,1547.91,90.0,-4.8849
1350,1569.28,-90.0,-4.4467
1350,1569.28,-85.0,-4.5300
1350,1569.28,-80.0,-4.7854
1350,1569.28,-75.0,-5.2285
1350,1569.28,-70.0,-5.8849
1350,1569.28,-65.0,-6.7844
1350,1569.28,-60.0,-7.9409
1350,1569.28,-55.0,-9.2780
1350,1569.28,-50.0,-10.4247
1350,1569.28,-45.0,-10.5670
1350,1569.28,-40.0,-9.2927
1350,1569.28,-35.0,-7.3085
1350,1569.28,-30.0,-5.3387
1350,1569.28,-25.0,-3.6528
1350,1569.28,-20.0,-2.3026
1350,1569.28,-15.0,-1.2790
1350,1569.28,-10.0,-0.5633
1350,1569.28,-5.0,-0.1400
1350,1569.28,0.0,0.0000
1350,1569.28,5.0,-0.1400
1350,1569.28,10.0,-0.5633
1350,1569.28,15.0,-1.2790
1350,1569.28,20.0,-2.3026
1350,1569.28,25.0,-3.6528
1350,1569.28,30.0,-5.3387
1350,1569.28,35.0,-7.3085
1350,1569.28,40.0,-9.2927
1350,1569.28,45.0,-10.5670
1350,1569.28,50.0,-10.4247
1350,1569.28,55.0,-9.2780
1350,1569.28,60.0,-7.9409
1350,1569.28,65.0,-6.7844
1350,1569.28,70.0,-5.8849
1350,1569.28,75.0,-5.2285
1350,1569.28,80.0,-4.7854
1350,1569.28,85.0,-4.5300
1350,1569.28,90.0,-4.4467
1350,1590.65,-90.0,-4.0441
1350,1590.65,-85.0,-4.1217
1350,1590.65,-80.0,-4.3591
1350,1590.65,-75.0,-4.7705
1350,1590.65,-70.0,-5.3784
1350,1590.65,-65.0,-6.2086
1350,1590.65,-60.0,-7.2726
1350,1590.65,-55.0,-8.5083
1350,1590.65,-50.0,-9.6240
1350,1590.65,-45.0,-9.9496
1350,1590.65,-40.0,-8.9909
1350,1590.65,-35.0,-7.2147
1350,1590.65,-30.0,-5.3291
1350,1590.65,-25.0,-3.6676
1350,1590.65,-20.0,-2.3192
1350,1590.65,-15.0,-1.2905
1350,1590.65,-10.0,-0.5689
1350,1590.65,-5.0,-0.1415
1350,1590.65,0.0,0.0000
1350,1590.65,5.0,-0.1415
1350,1590.65,10.0,-0.5689
1350,1590.65,15.0,-1.2905
1350,1590.65,20.0,-2.3192
1350,1590.65,25.0,-3.6676
1350,1590.65,30.0,-5.3291
1350,1590.65,35.0,-7.2147
1350,1590.65,40.0,-8.9909
1350,1590.65,45.0,-9.9496
1350,1590.65,50.0,-9.6240
1350,1590.65,55.0,-8.5083
1350,1590.65,60.0,-7.2726
1350,1590.65,65.0,-6.2086
1350,1590.65,70.0,-5.3784
1350,1590.65,75.0,-4.7705
1350,1590.65,80.0,-4.3591
1350,1590.65,85.0,-4.1217
1350,1590.65,90.0,-4.0441
1350,1612.02,-90.0,-3.6740
1350,1612.02,-85.0,-3.7463
1350,1612.02,-80.0,-3.9676
1350,1612.02,-75.0,-4.3508
1350,1612.02,-70.0,-4.9160
1350,1612.02,-65.0,-5.6861
1350,1612.02,-60.0,-6.6711
1350,1612.02,-55.0,-7.8202
1350,1612.02,-50.0,-8.8991
1350,1612.02,-45.0,-9.3523
1350,1612.02,-40.0,-8.6614
1350,1612.02,-35.0,-7.0928
1350,1612.02,-30.0,-5.3027
1350,1612.02,-25.0,-3.6735
1350,1612.02,-20.0,-2.3313
1350,1612.02,-15.0,-1.2998
1350,1612.02,-10.0,-0.5737
1350,1612.02,-5.0,-0.1428
1350,1612.02,0.0,0.0000
1350,1612.02,5.0,-0.1428
1350,1612.02,10.0,-0.5737
1350,1612.02,15.0,-1.2998
1350,1612.02,20.0,-2.3313
1350,1612.02,25.0,-3.6735
1350,1612.02,30.0,-5.3027
1350,1612.02,35.0,-7.0928
1350,1612.02,40.0,-8.6614
1350,1612.02,45.0,-9.3523
1350,1612.02,50.0,-8.8991
1350,1612.02,55.0,-7.8202
1350,1612.02,60.0,-6.6711
1350,1612.02,65.0,-5.6861
1350,1612.02,70.0,-4.9160
1350,1612.02,75.0,-4.3508
1350,1612.02,80.0,-3.9676
1350,1612.02,85.0,-3.7463
1350,1612.02,90.0,-3.6740
1350,1633.39,-90.0,-3.3336
1350,1633.39,-85.0,-3.4011
1350,1633.39,-80.0,-3.6079
1350,1633.39,-75.0,-3.9657
1350,1633.39,-70.0,-4.4929
1350,1633.39,-65.0,-5.2102
1350,1633.39,-60.0,-6.1268
1350,1633.39,-55.0,-7.2008
1350,1633.39,-50.0,-8.2408
1350,1633.39,-45.0,-8.7822
1350,1633.39,-40.0,-8.3149
1350,1633.39,-35.0,-6.9471
1350,1633.39,-30.0,-5.2607
1350,1633.39,-25.0,-3.6708
1350,1633.39,-20.0,-2.3390
1350,1633.39,-15.0,-1.3072
1350,1633.39,-10.0,-0.5776
1350,1633.39,-5.0,-0.1439
1350,1633.39,0.0,0.0000
1350,1633.39,5.0,-0.1439
1350,1633.39,10.0,-0.5776
1350,1633.39,15.0,-1.3072
1350,1633.39,20.0,-2.3390
1350,1633.39,25.0,-3.6708
1350,1633.39,30.0,-5.2607
1350,1633.39,35.0,-6.9471
1350,1633.39,40.0,-8.3149
1350,1633.39,45.0,-8.7822
1350,1633.39,50.0,-8.2408
1350,1633.39,55.0,-7.2008
1350,1633.39,60.0,-6.1268
1350,1633.39,65.0,-5.2102
1350,1633.39,70.0,-4.4929
1350,1633.39,75.0,-3.9657
1350,1633.39,80.0,-3.6079
1350,1633.39,85.0,-3.4011
1350,1633.39,90.0,-3.3336
1350,1654.76,-90.0,-3.0203
1350,1654.76,-85.0,-3.0836
1350,1654.76,-80.0,-3.2771
1350,1654.76,-75.0,-3.6119
1350,1654.76,-70.0,-4.1050
1350,1654.76,-65.0,-4.7754
1350,1654.76,-60.0,-5.6319
1350,1654.76,-55.0,-6.6401
1350,1654.76,-50.0,-7.6409
1350,1654.76,-45.0,-8.2426
1350,1654.76,-40.0,-7.9599
1350,1654.76,-35.0,-6.7817
1350,1654.76,-30.0,-5.2045
1350,1654.76,-25.0,-3.6601
1350,1654.76,-20.0,-2.3426
1350,1654.76,-15.0,-1.3125
1350,1654.76,-10.0,-0.5808
1350,1654.76,-5.0,-0.1448
1350,1654.76,0.0,0.0000
1350,1654.76,5.0,-0.1448
1350,1654.76,10.0,-0.5808
1350,1654.76,15.0,-1.3125
1350,1654.76,20.0,-2.3426
1350,1654.76,25.0,-3.6601
1350,1654.76,30.0,-5.2045
1350,1654.76,35.0,-6.7817
1350,1654.76,40.0,-7.9599
1350,1654.76,45.0,-8.2426
1350,1654.76,50.0,-7.6409
1350,1654.76,55.0,-6.6401
1350,1654.76,60.0,-5.6319
1350,1654.76,65.0,-4.7754
1350,1654.76,70.0,-4.1050
1350,1654.76,75.0,-3.6119
1350,1654.76,80.0,-3.2771
1350,1654.76,85.0,-3.0836
1350,1654.76,90.0,-3.0203
1350,1676.13,-90.0,-2.7320
1350,1676.13,-85.0,-2.7913
1350,1676.13,-80.0,-2.9726
1350,1676.13,-75.0,-3.2865
1350,1676.13,-70.0,-3.7487
1350,1676.13,-65.0,-4.3771
1350,1676.13,-60.0,-5.1804
1350,1676.13,-55.0,-6.1300
1350,1676.13,-50.0,-7.0925
1350,1676.13,-45.0,-7.7345
1350,1676.13,-40.0,-7.6033
1350,1676.13,-35.0,-6.6009
1350,1676.13,-30.0,-5.1355
1350,1676.13,-25.0,-3.6418
1350,1676.13,-20.0,-2.3422
1350,1676.13,-15.0,-1.3159
1350,1676.13,-10.0,-0.5833
1350,1676.13,-5.0,-0.1455
1350,1676.13,0.0,0.0000
1350,1676.13,5.0,-0.1455
1350,1676.13,10.0,-0.5833
1350,1676.13,15.0,-1.3159
1350,1676.13,20.0,-2.3422
1350,1676.13,25.0,-3.6418
1350,1676.13,30.0,-5.1355
1350,1676.13,35.0,-6.6009
1350,1676.13,40.0,-7.6033
1350,1676.13,45.0,-7.7345
1350,1676.13,50.0,-7.0925
1350,1676.13,55.0,-6.1300
1350,1676.13,60.0,-5.1804
1350,1676.13,65.0,-4.3771
1350,1676.13,70.0,-3.7487
1350,1676.13,75.0,-3.2865
1350,1676.13,80.0,-2.9726
1350,1676.13,85.0,-2.7913
1350,1676.13,90.0,-2.7320
1350,1697.50,-90.0,-2.4667
1350,1697.50,-85.0,-2.5223
1350,1697.50,-80.0,-2.6924
1350,1697.50,-75.0,-2.9870
1350,1697.50,-70.0,-3.4210
1350,1697.50,-65.0,-4.0114
1350,1697.50,-60.0,-4.7670
1350,1697.50,-55.0,-5.6641
1350,1697.50,-50.0,-6.5897
1350,1697.50,-45.0,-7.2575
1350,1697.50,-40.0,-7.2502
1350,1697.50,-35.0,-6.4083
1350,1697.50,-30.0,-5.0553
1350,1697.50,-25.0,-3.6164
1350,1697.50,-20.0,-2.3380
1350,1697.50,-15.0,-1.3176
1350,1697.50,-10.0,-0.5850
1350,1697.50,-5.0,-0.1461
1350,1697.50,0.0,0.0000
1350,1697.50,5.0,-0.1461
1350,1697.50,10.0,-0.5850
1350,1697.50,15.0,-1.3176
1350,1697.50,20.0,-2.3380
1350,1697.50,25.0,-3.6164
1350,1697.50,30.0,-5.0553
1350,1697.50,35.0,-6.4083
1350,1697.50,40.0,-7.2502
1350,1697.50,45.0,-7.2575
1350,1697.50,50.0,-6.5897
1350,1697.50,55.0,-5.6641
1350,1697.50,60.0,-4.7670
1350,1697.50,65.0,-4.0114
1350,1697.50,70.0,-3.4210
1350,1697.50,75.0,-2.9870
1350,1697.50,80.0,-2.6924
1350,1697.50,85.0,-2.5223
1350,1697.50,90.0,-2.4667
1350,1718.86,-90.0,-2.2225
1350,1718.86,-85.0,-2.2747
1350,1718.86,-80.0,-2.4344
1350,1718.86,-75.0,-2.7111
1350,1718.86,-70.0,-3.1193
1350,1718.86,-65.0,-3.6751
1350,1718.86,-60.0,-4.3875
1350,1718.86,-55.0,-5.2371
1350,1718.86,-50.0,-6.1273
1350,1718.86,-45.0,-6.8104
1350,1718.86,-40.0,-6.9041
1350,1718.86,-35.0,-6.2073
1350,1718.86,-30.0,-4.9653
1350,1718.86,-25.0,-3.5846
1350,1718.86,-20.0,-2.3302
1350,1718.86,-15.0,-1.3175
1350,1718.86,-10.0,-0.5861
1350,1718.86,-5.0,-0.1465
1350,1718.86,0.0,0.0000
1350,1718.86,5.0,-0.1465
1350,1718.86,10.0,-0.5861
1350,1718.86,15.0,-1.3175
1350,1718.86,20.0,-2.3302
1350,1718.86,25.0,-3.5846
1350,1718.86,30.0,-4.9653
1350,1718.86,35.0,-6.2073
1350,1718.86,40.0,-6.9041
1350,1718.86,45.0,-6.8104
1350,1718.86,50.0,-6.1273
1350,1718.86,55.0,-5.2371
1350,1718.86,60.0,-4.3875
1350,1718.86,65.0,-3.6751
1350,1718.86,70.0,-3.1193
1350,1718.86,75.0,-2.7111
1350,1718.86,80.0,-2.4344
1350,1718.86,85.0,-2.2747
1350,1718.86,90.0,-2.2225
1350,1740.23,-90.0,-1.9979
1350,1740.23,-85.0,-2.0469
1350,1740.23,-80.0,-2.1969
1350,1740.23,-75.0,-2.4570
1350,1740.23,-70.0,-2.8413
1350,1740.23,-65.0,-3.3653
1350,1740.23,-60.0,-4.0383
1350,1740.23,-55.0,-4.8446
1350,1740.23,-50.0,-5.7011
1350,1740.23,-45.0,-6.3918
1350,1740.23,-40.0,-6.5676
1350,1740.23,-35.0,-6.0010
1350,1740.23,-30.0,-4.8671
1350,1740.23,-25.0,-3.5469
1350,1740.23,-20.0,-2.3191
1350,1740.23,-15.0,-1.3157
1350,1740.23,-10.0,-0.5865
